Fecha;recurso;codigo_agente;combustible;consumo_combustible_mbtu
2020-03-05;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-03-05;CARTAGENA 3;ENDG;GAS;0,00
2020-03-05;FLORES 1;TMFG;GAS NI;26532,19
2020-03-05;FLORES 1;TMFG;GAS;4043,07
2020-03-05;FLORES 4B;TMFG;GAS NI;49467,83
2020-03-05;FLORES 4B;TMFG;GAS;7538,10
2020-03-05;GECELCA 3;GECG;CARBON;41537,55
2020-03-05;GECELCA 32;GECG;CARBON;69524,16
2020-03-05;GUAJIRA 1;GECG;CARBON;177,56
2020-03-05;GUAJIRA 1;GECG;GAS;3048,57
2020-03-05;GUAJIRA 2;GECG;GAS;11304,76
2020-03-05;GUAJIRA 2;GECG;CARBON;28153,55
2020-03-05;MERILECTRICA 1;EPSG;GAS;0,00
2020-03-05;PAIPA 1;HIMG;CARBON;11327,49
2020-03-05;PAIPA 2;HIMG;CARBON;21436,93
2020-03-05;PAIPA 3;HIMG;CARBON;20115,30
2020-03-05;PAIPA 4;SOCG;CARBON;36634,24
2020-03-05;PROELECTRICA 1;PRIG;GAS;18564,00
2020-03-05;TASAJERO 1;TRMG;CARBON;13352,33
2020-03-05;TASAJERO 2;TERG;CARBON;37792,03
2020-03-05;TEBSAB;TBSG;GAS NI;36480,96
2020-03-05;TEBSAB;TBSG;GAS;116531,70
2020-03-05;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-03-05;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-03-05;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-03-05;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-03-05;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-03-05;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-03-05;TERMOCENTRO CC;ISGG;GAS;0,00
2020-03-05;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-03-05;TERMODORADA 1;EPMG;GAS;9254,61
2020-03-05;TERMODORADA 1;EPMG;ACPM;0,00
2020-03-05;TERMOEMCALI 1;TEMG;GAS;0,00
2020-03-05;TERMONORTE;TMNG;ACPM;342,05
2020-03-05;TERMONORTE;TMNG;GAS;0,00
2020-03-05;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-03-05;TERMOSIERRAB;EPMG;ACPM;0,00
2020-03-05;TERMOSIERRAB;EPMG;GAS;36008,16
2020-03-05;TERMOVALLE 1;TMVG;ACPM;0,00
2020-03-05;TERMOVALLE 1;TMVG;GAS;29589,31
2020-03-05;TERMOYOPAL 2;TYPG;GAS;9250,35
2020-03-05;ZIPAEMG 2;ENDG;CARBON;11943,48
2020-03-05;ZIPAEMG 3;ENDG;CARBON;16671,30
2020-03-05;ZIPAEMG 4;ENDG;CARBON;19498,73
2020-03-06;BARRANQUILLA 3;TBSG;GAS;0,00
2020-03-06;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-03-06;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-03-06;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-03-06;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-03-06;BARRANQUILLA 4;TBSG;GAS;0,00
2020-03-06;CARTAGENA 1;ENDG;GAS;0,00
2020-03-06;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-03-06;CARTAGENA 2;ENDG;GAS;870,00
2020-03-06;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-03-06;CARTAGENA 3;ENDG;GAS;0,00
2020-03-06;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-03-06;FLORES 1;TMFG;GAS NI;21671,31
2020-03-06;FLORES 1;TMFG;GAS;3404,33
2020-03-06;FLORES 4B;TMFG;GAS;9398,44
2020-03-06;FLORES 4B;TMFG;GAS NI;59828,70
2020-03-06;GECELCA 3;GECG;CARBON;40190,09
2020-03-06;GECELCA 32;GECG;CARBON;66186,82
2020-03-06;GUAJIRA 1;GECG;CARBON;21202,79
2020-03-06;GUAJIRA 1;GECG;GAS;16851,79
2020-03-06;GUAJIRA 2;GECG;CARBON;33536,63
2020-03-06;GUAJIRA 2;GECG;GAS;1012,30
2020-03-06;MERILECTRICA 1;EPSG;GAS;0,00
2020-03-06;PAIPA 1;HIMG;CARBON;11324,65
2020-03-06;PAIPA 2;HIMG;CARBON;21339,68
2020-03-06;PAIPA 3;HIMG;CARBON;20090,69
2020-03-06;PAIPA 4;SOCG;CARBON;36598,90
2020-03-06;PROELECTRICA 1;PRIG;GAS;18669,00
2020-03-06;TASAJERO 1;TRMG;CARBON;13390,83
2020-03-06;TASAJERO 2;TERG;CARBON;38106,47
2020-03-06;TEBSAB;TBSG;GAS NI;55500,00
2020-03-06;TEBSAB;TBSG;GAS;101121,55
2020-03-06;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-03-06;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-03-06;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-03-06;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-03-06;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-03-06;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-03-06;TERMOCENTRO CC;ISGG;GAS;0,00
2020-03-06;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-03-06;TERMODORADA 1;EPMG;GAS;11603,85
2020-03-06;TERMODORADA 1;EPMG;ACPM;0,00
2020-03-06;TERMOEMCALI 1;TEMG;GAS;0,00
2020-03-06;TERMONORTE;TMNG;GAS;0,00
2020-03-06;TERMONORTE;TMNG;ACPM;0,00
2020-03-06;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-03-06;TERMOSIERRAB;EPMG;GAS;36008,66
2020-03-06;TERMOSIERRAB;EPMG;ACPM;0,00
2020-03-06;TERMOVALLE 1;TMVG;ACPM;519,12
2020-03-06;TERMOVALLE 1;TMVG;GAS;29618,09
2020-03-06;TERMOYOPAL 2;TYPG;GAS;8730,86
2020-03-06;ZIPAEMG 2;ENDG;CARBON;11804,90
2020-03-06;ZIPAEMG 3;ENDG;CARBON;16368,06
2020-03-06;ZIPAEMG 4;ENDG;CARBON;19507,29
2020-03-06;ZIPAEMG 5;ENDG;CARBON;11810,03
2020-03-07;BARRANQUILLA 3;TBSG;GAS;0,00
2020-03-07;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-03-07;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-03-07;BARRANQUILLA 4;TBSG;GAS;0,00
2020-03-07;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-03-07;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-03-07;CARTAGENA 1;ENDG;GAS;0,00
2020-03-07;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-03-07;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-03-07;CARTAGENA 2;ENDG;GAS;0,00
2020-03-07;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-03-07;CARTAGENA 3;ENDG;GAS;275,00
2020-03-07;FLORES 1;TMFG;GAS;3326,97
2020-03-07;FLORES 1;TMFG;GAS NI;22474,26
2020-03-07;FLORES 4B;TMFG;GAS;10440,23
2020-03-07;FLORES 4B;TMFG;GAS NI;70525,73
2020-03-07;GECELCA 3;GECG;CARBON;41098,66
2020-03-07;GECELCA 32;GECG;CARBON;69298,60
2020-03-07;GUAJIRA 1;GECG;GAS;9988,35
2020-03-07;GUAJIRA 1;GECG;CARBON;27896,21
2020-03-07;GUAJIRA 2;GECG;GAS;279,97
2020-03-07;GUAJIRA 2;GECG;CARBON;34672,00
2020-03-07;MERILECTRICA 1;EPSG;GAS;0,00
2020-03-07;PAIPA 1;HIMG;CARBON;11338,16
2020-03-07;PAIPA 2;HIMG;CARBON;21487,27
2020-03-07;PAIPA 3;HIMG;CARBON;20107,32
2020-03-07;PAIPA 4;SOCG;CARBON;36621,61
2020-03-07;PROELECTRICA 1;PRIG;GAS;19580,00
2020-03-07;TASAJERO 1;TRMG;CARBON;13411,03
2020-03-07;TASAJERO 2;TERG;CARBON;37896,88
2020-03-07;TEBSAB;TBSG;GAS NI;37000,08
2020-03-07;TEBSAB;TBSG;GAS;110291,19
2020-03-07;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-03-07;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-03-07;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-03-07;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-03-07;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-03-07;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-03-07;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-03-07;TERMOCENTRO CC;ISGG;GAS;0,00
2020-03-07;TERMODORADA 1;EPMG;GAS;11849,61
2020-03-07;TERMODORADA 1;EPMG;ACPM;0,00
2020-03-07;TERMOEMCALI 1;TEMG;GAS;0,00
2020-03-07;TERMONORTE;TMNG;GAS;0,00
2020-03-07;TERMONORTE;TMNG;ACPM;0,00
2020-03-07;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-03-07;TERMOSIERRAB;EPMG;ACPM;0,00
2020-03-07;TERMOSIERRAB;EPMG;GAS;36112,21
2020-03-07;TERMOVALLE 1;TMVG;GAS;29284,30
2020-03-07;TERMOVALLE 1;TMVG;ACPM;0,00
2020-03-07;TERMOYOPAL 2;TYPG;GAS;8733,95
2020-03-07;ZIPAEMG 2;ENDG;CARBON;12095,17
2020-03-07;ZIPAEMG 3;ENDG;CARBON;7961,38
2020-03-07;ZIPAEMG 4;ENDG;CARBON;19474,58
2020-03-07;ZIPAEMG 5;ENDG;CARBON;17392,91
2020-03-08;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-03-08;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-03-08;BARRANQUILLA 3;TBSG;GAS;0,00
2020-03-08;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-03-08;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-03-08;BARRANQUILLA 4;TBSG;GAS;0,00
2020-03-08;CARTAGENA 1;ENDG;GAS;0,00
2020-03-08;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-03-08;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-03-08;CARTAGENA 2;ENDG;GAS;0,00
2020-03-08;CARTAGENA 3;ENDG;GAS;0,00
2020-03-08;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-03-08;FLORES 1;TMFG;GAS NI;24425,42
2020-03-08;FLORES 1;TMFG;GAS;1810,39
2020-03-08;FLORES 4B;TMFG;GAS;5082,66
2020-03-08;FLORES 4B;TMFG;GAS NI;68574,55
2020-03-08;GECELCA 3;GECG;CARBON;43425,78
2020-03-08;GECELCA 32;GECG;CARBON;69827,76
2020-03-08;GUAJIRA 1;GECG;CARBON;28446,84
2020-03-08;GUAJIRA 1;GECG;GAS;9006,13
2020-03-08;GUAJIRA 2;GECG;CARBON;33188,73
2020-03-08;GUAJIRA 2;GECG;GAS;1353,09
2020-03-08;MERILECTRICA 1;EPSG;GAS;0,00
2020-03-08;PAIPA 1;HIMG;CARBON;10494,74
2020-03-08;PAIPA 2;HIMG;CARBON;21427,53
2020-03-08;PAIPA 3;HIMG;CARBON;20156,95
2020-03-08;PAIPA 4;SOCG;CARBON;36678,84
2020-03-08;PROELECTRICA 1;PRIG;GAS;19605,00
2020-03-08;TASAJERO 1;TRMG;CARBON;582,14
2020-03-08;TASAJERO 2;TERG;CARBON;38124,82
2020-03-08;TEBSAB;TBSG;GAS;83510,87
2020-03-08;TEBSAB;TBSG;GAS NI;43500,00
2020-03-08;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-03-08;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-03-08;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-03-08;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-03-08;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-03-08;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-03-08;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-03-08;TERMOCENTRO CC;ISGG;GAS;0,00
2020-03-08;TERMODORADA 1;EPMG;GAS;11842,57
2020-03-08;TERMODORADA 1;EPMG;ACPM;0,00
2020-03-08;TERMOEMCALI 1;TEMG;GAS;0,00
2020-03-08;TERMONORTE;TMNG;ACPM;0,00
2020-03-08;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-03-08;TERMONORTE;TMNG;GAS;0,00
2020-03-08;TERMOSIERRAB;EPMG;ACPM;0,00
2020-03-08;TERMOSIERRAB;EPMG;GAS;36170,76
2020-03-08;TERMOVALLE 1;TMVG;ACPM;0,00
2020-03-08;TERMOVALLE 1;TMVG;GAS;0,00
2020-03-08;TERMOYOPAL 2;TYPG;GAS;7,07
2020-03-08;ZIPAEMG 2;ENDG;CARBON;5076,83
2020-03-08;ZIPAEMG 3;ENDG;CARBON;15296,27
2020-03-08;ZIPAEMG 4;ENDG;CARBON;19307,63
2020-03-08;ZIPAEMG 5;ENDG;CARBON;17375,74
2020-03-09;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-03-09;BARRANQUILLA 3;TBSG;GAS;0,00
2020-03-09;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-03-09;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-03-09;BARRANQUILLA 4;TBSG;GAS;0,00
2020-03-09;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-03-09;CARTAGENA 1;ENDG;GAS;0,00
2020-03-09;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-03-09;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-03-09;CARTAGENA 2;ENDG;GAS;0,00
2020-03-09;CARTAGENA 3;ENDG;GAS;0,00
2020-03-09;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-03-09;FLORES 1;TMFG;GAS NI;25254,70
2020-03-09;FLORES 1;TMFG;GAS;3863,25
2020-03-09;FLORES 4B;TMFG;GAS NI;70245,25
2020-03-09;FLORES 4B;TMFG;GAS;10745,60
2020-03-09;GECELCA 3;GECG;CARBON;42232,99
2020-03-09;GECELCA 32;GECG;CARBON;69498,75
2020-03-09;GUAJIRA 1;GECG;CARBON;25798,07
2020-03-09;GUAJIRA 1;GECG;GAS;12785,27
2020-03-09;GUAJIRA 2;GECG;GAS;374,65
2020-03-09;GUAJIRA 2;GECG;CARBON;34296,15
2020-03-09;MERILECTRICA 1;EPSG;GAS;0,00
2020-03-09;PAIPA 1;HIMG;CARBON;11313,01
2020-03-09;PAIPA 2;HIMG;CARBON;21465,47
2020-03-09;PAIPA 3;HIMG;CARBON;20118,12
2020-03-09;PAIPA 4;SOCG;CARBON;36617,07
2020-03-09;PROELECTRICA 1;PRIG;GAS;19487,00
2020-03-09;TASAJERO 2;TERG;CARBON;37678,89
2020-03-09;TEBSAB;TBSG;GAS;81796,58
2020-03-09;TEBSAB;TBSG;GAS NI;33000,00
2020-03-09;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-03-09;TERMOCANDELARIA 1;TCIG;GAS;407,00
2020-03-09;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-03-09;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-03-09;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-03-09;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-03-09;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-03-09;TERMOCENTRO CC;ISGG;GAS;0,00
2020-03-09;TERMODORADA 1;EPMG;ACPM;0,00
2020-03-09;TERMODORADA 1;EPMG;GAS;11786,59
2020-03-09;TERMOEMCALI 1;TEMG;GAS;0,00
2020-03-09;TERMONORTE;TMNG;ACPM;0,00
2020-03-09;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-03-09;TERMONORTE;TMNG;GAS;0,00
2020-03-09;TERMOSIERRAB;EPMG;ACPM;0,00
2020-03-09;TERMOSIERRAB;EPMG;GAS;36005,57
2020-03-09;TERMOVALLE 1;TMVG;ACPM;0,00
2020-03-09;TERMOVALLE 1;TMVG;GAS;32442,01
2020-03-09;TERMOYOPAL 2;TYPG;GAS;9441,19
2020-03-09;ZIPAEMG 2;ENDG;CARBON;6983,65
2020-03-09;ZIPAEMG 3;ENDG;CARBON;15177,57
2020-03-09;ZIPAEMG 4;ENDG;CARBON;19290,46
2020-03-09;ZIPAEMG 5;ENDG;CARBON;17289,63
2020-03-10;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-03-10;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-03-10;BARRANQUILLA 3;TBSG;GAS;0,00
2020-03-10;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-03-10;BARRANQUILLA 4;TBSG;GAS;0,00
2020-03-10;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-03-10;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-03-10;CARTAGENA 1;ENDG;GAS;0,00
2020-03-10;CARTAGENA 2;ENDG;GAS;0,00
2020-03-10;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-03-10;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-03-10;CARTAGENA 3;ENDG;GAS;0,00
2020-03-10;FLORES 1;TMFG;GAS NI;25226,02
2020-03-10;FLORES 1;TMFG;GAS;3640,44
2020-03-10;FLORES 4B;TMFG;GAS;10213,59
2020-03-10;FLORES 4B;TMFG;GAS NI;70773,95
2020-03-10;GECELCA 3;GECG;CARBON;41287,83
2020-03-10;GECELCA 32;GECG;CARBON;70367,85
2020-03-10;GUAJIRA 1;GECG;GAS;13090,60
2020-03-10;GUAJIRA 1;GECG;CARBON;27004,31
2020-03-10;GUAJIRA 2;GECG;GAS;586,44
2020-03-10;GUAJIRA 2;GECG;CARBON;33988,74
2020-03-10;MERILECTRICA 1;EPSG;GAS;0,00
2020-03-10;PAIPA 1;HIMG;CARBON;10013,00
2020-03-10;PAIPA 2;HIMG;CARBON;19297,57
2020-03-10;PAIPA 3;HIMG;CARBON;20136,74
2020-03-10;PAIPA 4;SOCG;CARBON;36618,69
2020-03-10;PROELECTRICA 1;PRIG;GAS;19483,00
2020-03-10;TASAJERO 2;TERG;CARBON;37537,27
2020-03-10;TEBSAB;TBSG;GAS;73524,70
2020-03-10;TEBSAB;TBSG;GAS NI;49687,92
2020-03-10;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-03-10;TERMOCANDELARIA 1;TCIG;GAS NI;42138,00
2020-03-10;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-03-10;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-03-10;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-03-10;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-03-10;TERMOCENTRO CC;ISGG;GAS;0,00
2020-03-10;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-03-10;TERMODORADA 1;EPMG;GAS;11838,93
2020-03-10;TERMODORADA 1;EPMG;ACPM;0,00
2020-03-10;TERMOEMCALI 1;TEMG;GAS;0,00
2020-03-10;TERMONORTE;TMNG;ACPM;0,00
2020-03-10;TERMONORTE;TMNG;GAS;0,00
2020-03-10;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-03-10;TERMOSIERRAB;EPMG;GAS;36058,82
2020-03-10;TERMOSIERRAB;EPMG;ACPM;0,00
2020-03-10;TERMOVALLE 1;TMVG;ACPM;0,00
2020-03-10;TERMOVALLE 1;TMVG;GAS;669,57
2020-03-10;TERMOYOPAL 2;TYPG;GAS;8759,44
2020-03-10;ZIPAEMG 2;ENDG;CARBON;10178,94
2020-03-10;ZIPAEMG 3;ENDG;CARBON;15070,66
2020-03-10;ZIPAEMG 4;ENDG;CARBON;10965,55
2020-03-10;ZIPAEMG 5;ENDG;CARBON;15849,23
2020-03-11;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-03-11;BARRANQUILLA 3;TBSG;GAS;0,00
2020-03-11;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-03-11;BARRANQUILLA 4;TBSG;GAS;0,00
2020-03-11;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-03-11;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-03-11;CARTAGENA 1;ENDG;GAS;0,00
2020-03-11;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-03-11;CARTAGENA 2;ENDG;GAS;0,00
2020-03-11;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-03-11;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-03-11;CARTAGENA 3;ENDG;GAS;0,00
2020-03-11;FLORES 1;TMFG;GAS;3070,43
2020-03-11;FLORES 1;TMFG;GAS NI;25881,45
2020-03-11;FLORES 4B;TMFG;GAS NI;72118,56
2020-03-11;FLORES 4B;TMFG;GAS;8555,76
2020-03-11;GECELCA 3;GECG;CARBON;39723,29
2020-03-11;GECELCA 32;GECG;CARBON;69570,83
2020-03-11;GUAJIRA 1;GECG;GAS;7922,28
2020-03-11;GUAJIRA 1;GECG;CARBON;31259,28
2020-03-11;GUAJIRA 2;GECG;GAS;629,03
2020-03-11;GUAJIRA 2;GECG;CARBON;33888,89
2020-03-11;MERILECTRICA 1;EPSG;GAS;0,00
2020-03-11;PAIPA 1;HIMG;CARBON;10765,00
2020-03-11;PAIPA 3;HIMG;CARBON;20205,14
2020-03-11;PAIPA 4;SOCG;CARBON;35852,00
2020-03-11;PROELECTRICA 1;PRIG;GAS;19536,00
2020-03-11;TASAJERO 2;TERG;CARBON;37741,07
2020-03-11;TEBSAB;TBSG;GAS;84933,32
2020-03-11;TEBSAB;TBSG;GAS NI;41880,96
2020-03-11;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-03-11;TERMOCANDELARIA 1;TCIG;GAS NI;42628,00
2020-03-11;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-03-11;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-03-11;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-03-11;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-03-11;TERMOCENTRO CC;ISGG;GAS;0,00
2020-03-11;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-03-11;TERMODORADA 1;EPMG;GAS;11927,44
2020-03-11;TERMODORADA 1;EPMG;ACPM;0,00
2020-03-11;TERMOEMCALI 1;TEMG;GAS;0,00
2020-03-11;TERMONORTE;TMNG;GAS;0,00
2020-03-11;TERMONORTE;TMNG;ACPM;0,00
2020-03-11;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-03-11;TERMOSIERRAB;EPMG;GAS;36424,76
2020-03-11;TERMOSIERRAB;EPMG;ACPM;0,00
2020-03-11;TERMOVALLE 1;TMVG;GAS;30515,51
2020-03-11;TERMOVALLE 1;TMVG;ACPM;0,00
2020-03-11;TERMOYOPAL 2;TYPG;GAS;9242,73
2020-03-11;ZIPAEMG 2;ENDG;CARBON;7185,79
2020-03-11;ZIPAEMG 3;ENDG;CARBON;15013,89
2020-03-11;ZIPAEMG 4;ENDG;CARBON;17896,92
2020-03-11;ZIPAEMG 5;ENDG;CARBON;14175,57
2020-03-12;BARRANQUILLA 3;TBSG;GAS;0,00
2020-03-12;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-03-12;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-03-12;BARRANQUILLA 4;TBSG;GAS;0,00
2020-03-12;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-03-12;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-03-12;CARTAGENA 1;ENDG;GAS;0,00
2020-03-12;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-03-12;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-03-12;CARTAGENA 2;ENDG;GAS;0,00
2020-03-12;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-03-12;CARTAGENA 3;ENDG;GAS;0,00
2020-03-12;FLORES 1;TMFG;GAS NI;26430,08
2020-03-12;FLORES 1;TMFG;GAS;2484,58
2020-03-12;FLORES 4B;TMFG;GAS;6681,02
2020-03-12;FLORES 4B;TMFG;GAS NI;71069,91
2020-03-12;GECELCA 3;GECG;CARBON;40736,62
2020-03-12;GECELCA 32;GECG;CARBON;70608,69
2020-03-12;GUAJIRA 1;GECG;GAS;10961,87
2020-03-12;GUAJIRA 1;GECG;CARBON;25689,75
2020-03-12;GUAJIRA 2;GECG;CARBON;33809,52
2020-03-12;GUAJIRA 2;GECG;GAS;627,04
2020-03-12;MERILECTRICA 1;EPSG;GAS;0,00
2020-03-12;PAIPA 1;HIMG;CARBON;11353,02
2020-03-12;PAIPA 3;HIMG;CARBON;20212,91
2020-03-12;PAIPA 4;SOCG;CARBON;29393,01
2020-03-12;PROELECTRICA 1;PRIG;GAS;19557,00
2020-03-12;TASAJERO 2;TERG;CARBON;37449,92
2020-03-12;TEBSAB;TBSG;GAS NI;60600,00
2020-03-12;TEBSAB;TBSG;GAS;61700,12
2020-03-12;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-03-12;TERMOCANDELARIA 1;TCIG;GAS NI;1050,00
2020-03-12;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-03-12;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-03-12;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-03-12;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-03-12;TERMOCENTRO CC;ISGG;GAS;0,00
2020-03-12;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-03-12;TERMODORADA 1;EPMG;GAS;11689,99
2020-03-12;TERMODORADA 1;EPMG;ACPM;0,00
2020-03-12;TERMOEMCALI 1;TEMG;GAS;0,00
2020-03-12;TERMONORTE;TMNG;ACPM;0,00
2020-03-12;TERMONORTE;TMNG;GAS;0,00
2020-03-12;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-03-12;TERMOSIERRAB;EPMG;ACPM;0,00
2020-03-12;TERMOSIERRAB;EPMG;GAS;36147,26
2020-03-12;TERMOVALLE 1;TMVG;GAS;619,22
2020-03-12;TERMOVALLE 1;TMVG;ACPM;0,00
2020-03-12;TERMOYOPAL 2;TYPG;GAS;9172,94
2020-03-12;ZIPAEMG 2;ENDG;CARBON;5853,91
2020-03-12;ZIPAEMG 3;ENDG;CARBON;15198,43
2020-03-12;ZIPAEMG 4;ENDG;CARBON;19259,30
2020-03-12;ZIPAEMG 5;ENDG;CARBON;16881,83
2020-03-13;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-03-13;BARRANQUILLA 3;TBSG;GAS;0,00
2020-03-13;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-03-13;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-03-13;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-03-13;BARRANQUILLA 4;TBSG;GAS;0,00
2020-03-13;CARTAGENA 1;ENDG;GAS;0,00
2020-03-13;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-03-13;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-03-13;CARTAGENA 2;ENDG;GAS;0,00
2020-03-13;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
