Fecha;recurso;codigo_agente;combustible;consumo_combustible_mbtu
2020-01-01;BARRANQUILLA 3;TBSG;GAS;0,00
2020-01-01;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-01-01;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-01-01;BARRANQUILLA 4;TBSG;GAS;0,00
2020-01-01;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-01-01;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-01-01;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-01-01;CARTAGENA 1;ENDG;GAS;0,00
2020-01-01;CARTAGENA 2;ENDG;GAS;0,00
2020-01-01;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-01-01;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-01-01;CARTAGENA 3;ENDG;GAS;0,00
2020-01-01;FLORES 1;TMFG;GAS NI;0,00
2020-01-01;FLORES 1;TMFG;GAS;0,00
2020-01-01;FLORES 4B;TMFG;GAS NI;0,00
2020-01-01;FLORES 4B;TMFG;GAS;41270,93
2020-01-01;GECELCA 3;GECG;CARBON;34395,99
2020-01-01;GECELCA 32;GECG;CARBON;47132,32
2020-01-01;GUAJIRA 1;GECG;GAS;8817,10
2020-01-01;GUAJIRA 1;GECG;CARBON;21836,03
2020-01-01;GUAJIRA 2;GECG;CARBON;3777,59
2020-01-01;GUAJIRA 2;GECG;GAS;433,84
2020-01-01;MERILECTRICA 1;EPSG;GAS;0,00
2020-01-01;PAIPA 1;HIMG;CARBON;9701,39
2020-01-01;PAIPA 2;HIMG;CARBON;18539,72
2020-01-01;PAIPA 3;HIMG;CARBON;15506,12
2020-01-01;PAIPA 4;SOCG;CARBON;32779,66
2020-01-01;PROELECTRICA 1;PRIG;GAS;311,00
2020-01-01;TASAJERO 1;TRMG;CARBON;9716,34
2020-01-01;TASAJERO 2;TERG;CARBON;29530,83
2020-01-01;TEBSAB;TBSG;GAS;70437,93
2020-01-01;TEBSAB;TBSG;GAS NI;0,00
2020-01-01;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-01-01;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-01-01;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-01-01;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-01-01;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-01-01;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-01-01;TERMOCENTRO CC;ISGG;GAS;0,00
2020-01-01;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-01-01;TERMODORADA 1;EPMG;GAS;0,00
2020-01-01;TERMODORADA 1;EPMG;ACPM;0,00
2020-01-01;TERMOEMCALI 1;TEMG;GAS;0,00
2020-01-01;TERMONORTE;TMNG;ACPM;0,00
2020-01-01;TERMONORTE;TMNG;GAS;0,00
2020-01-01;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-01-01;TERMOSIERRAB;EPMG;GAS;36992,50
2020-01-01;TERMOSIERRAB;EPMG;ACPM;0,00
2020-01-01;TERMOVALLE 1;TMVG;GAS;0,00
2020-01-01;TERMOVALLE 1;TMVG;ACPM;0,00
2020-01-01;TERMOYOPAL 2;TYPG;GAS;8998,93
2020-01-01;ZIPAEMG 2;ENDG;CARBON;10516,26
2020-01-01;ZIPAEMG 4;ENDG;CARBON;621,39
2020-01-01;ZIPAEMG 5;ENDG;CARBON;735,03
2020-01-02;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-01-02;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-01-02;BARRANQUILLA 3;TBSG;GAS;0,00
2020-01-02;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-01-02;BARRANQUILLA 4;TBSG;GAS;0,00
2020-01-02;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-01-02;CARTAGENA 1;ENDG;GAS;0,00
2020-01-02;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-01-02;CARTAGENA 2;ENDG;GAS;0,00
2020-01-02;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-01-02;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-01-02;CARTAGENA 3;ENDG;GAS;0,00
2020-01-02;FLORES 1;TMFG;GAS NI;0,00
2020-01-02;FLORES 1;TMFG;GAS;14755,24
2020-01-02;FLORES 4B;TMFG;GAS NI;0,00
2020-01-02;FLORES 4B;TMFG;GAS;50643,74
2020-01-02;GECELCA 3;GECG;CARBON;36733,21
2020-01-02;GECELCA 32;GECG;CARBON;51672,26
2020-01-02;GUAJIRA 1;GECG;CARBON;3985,39
2020-01-02;GUAJIRA 1;GECG;GAS;552,29
2020-01-02;GUAJIRA 2;GECG;CARBON;0,00
2020-01-02;GUAJIRA 2;GECG;GAS;0,00
2020-01-02;MERILECTRICA 1;EPSG;GAS;0,00
2020-01-02;PAIPA 1;HIMG;CARBON;9135,80
2020-01-02;PAIPA 2;HIMG;CARBON;21352,44
2020-01-02;PAIPA 3;HIMG;CARBON;18052,05
2020-01-02;PAIPA 4;SOCG;CARBON;29877,27
2020-01-02;PROELECTRICA 1;PRIG;GAS;6638,00
2020-01-02;TASAJERO 1;TRMG;CARBON;10916,81
2020-01-02;TASAJERO 2;TERG;CARBON;30347,81
2020-01-02;TEBSAB;TBSG;GAS NI;0,00
2020-01-02;TEBSAB;TBSG;GAS;106285,58
2020-01-02;TERMOCANDELARIA 1;TCIG;GAS;12340,00
2020-01-02;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-01-02;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-01-02;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-01-02;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-01-02;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-01-02;TERMOCENTRO CC;ISGG;GAS;0,00
2020-01-02;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-01-02;TERMODORADA 1;EPMG;ACPM;0,00
2020-01-02;TERMODORADA 1;EPMG;GAS;0,00
2020-01-02;TERMOEMCALI 1;TEMG;GAS;0,00
2020-01-02;TERMONORTE;TMNG;ACPM;431,00
2020-01-02;TERMONORTE;TMNG;GAS;2951,00
2020-01-02;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-01-02;TERMOSIERRAB;EPMG;ACPM;0,00
2020-01-02;TERMOSIERRAB;EPMG;GAS;36855,85
2020-01-02;TERMOVALLE 1;TMVG;ACPM;0,00
2020-01-02;TERMOVALLE 1;TMVG;GAS;0,00
2020-01-02;TERMOYOPAL 2;TYPG;GAS;9687,58
2020-01-02;ZIPAEMG 2;ENDG;CARBON;0,26
2020-01-02;ZIPAEMG 4;ENDG;CARBON;11622,20
2020-01-02;ZIPAEMG 5;ENDG;CARBON;5789,84
2020-01-03;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-01-03;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-01-03;BARRANQUILLA 3;TBSG;GAS;0,00
2020-01-03;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-01-03;BARRANQUILLA 4;TBSG;GAS;0,00
2020-01-03;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-01-03;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-01-03;CARTAGENA 1;ENDG;GAS;0,00
2020-01-03;CARTAGENA 2;ENDG;GAS;0,00
2020-01-03;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-01-03;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-01-03;CARTAGENA 3;ENDG;GAS;0,00
2020-01-03;FLORES 1;TMFG;GAS NI;0,00
2020-01-03;FLORES 1;TMFG;GAS;2516,71
2020-01-03;FLORES 4B;TMFG;GAS NI;0,00
2020-01-03;FLORES 4B;TMFG;GAS;19665,50
2020-01-03;GECELCA 3;GECG;CARBON;38132,18
2020-01-03;GECELCA 32;GECG;CARBON;55855,89
2020-01-03;GUAJIRA 1;GECG;GAS;0,00
2020-01-03;GUAJIRA 1;GECG;CARBON;0,00
2020-01-03;GUAJIRA 2;GECG;CARBON;0,00
2020-01-03;GUAJIRA 2;GECG;GAS;0,30
2020-01-03;MERILECTRICA 1;EPSG;GAS;0,00
2020-01-03;PAIPA 1;HIMG;CARBON;11117,82
2020-01-03;PAIPA 2;HIMG;CARBON;18655,12
2020-01-03;PAIPA 3;HIMG;CARBON;16451,55
2020-01-03;PAIPA 4;SOCG;CARBON;33170,74
2020-01-03;PROELECTRICA 1;PRIG;GAS;9801,00
2020-01-03;TASAJERO 1;TRMG;CARBON;11905,49
2020-01-03;TASAJERO 2;TERG;CARBON;34352,14
2020-01-03;TEBSAB;TBSG;GAS NI;0,00
2020-01-03;TEBSAB;TBSG;GAS;77073,55
2020-01-03;TERMOCANDELARIA 1;TCIG;GAS;2128,00
2020-01-03;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-01-03;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-01-03;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-01-03;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-01-03;TERMOCANDELARIA 2;TCIG;GAS;14392,00
2020-01-03;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-01-03;TERMOCENTRO CC;ISGG;GAS;0,00
2020-01-03;TERMODORADA 1;EPMG;ACPM;0,00
2020-01-03;TERMODORADA 1;EPMG;GAS;0,00
2020-01-03;TERMOEMCALI 1;TEMG;GAS;0,00
2020-01-03;TERMONORTE;TMNG;ACPM;624,00
2020-01-03;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-01-03;TERMONORTE;TMNG;GAS;4231,00
2020-01-03;TERMOSIERRAB;EPMG;GAS;36701,32
2020-01-03;TERMOSIERRAB;EPMG;ACPM;0,00
2020-01-03;TERMOVALLE 1;TMVG;GAS;0,00
2020-01-03;TERMOVALLE 1;TMVG;ACPM;0,00
2020-01-03;TERMOYOPAL 2;TYPG;GAS;9623,79
2020-01-03;ZIPAEMG 3;ENDG;CARBON;6464,11
2020-01-03;ZIPAEMG 4;ENDG;CARBON;18520,03
2020-01-04;BARRANQUILLA 3;TBSG;GAS;0,00
2020-01-04;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-01-04;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-01-04;BARRANQUILLA 4;TBSG;GAS;0,00
2020-01-04;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-01-04;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-01-04;CARTAGENA 1;ENDG;GAS;0,00
2020-01-04;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-01-04;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-01-04;CARTAGENA 2;ENDG;GAS;0,00
2020-01-04;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-01-04;CARTAGENA 3;ENDG;GAS;0,00
2020-01-04;FLORES 1;TMFG;GAS NI;0,00
2020-01-04;FLORES 1;TMFG;GAS;13731,71
2020-01-04;FLORES 4B;TMFG;GAS NI;0,00
2020-01-04;FLORES 4B;TMFG;GAS;40594,36
2020-01-04;GECELCA 3;GECG;CARBON;38818,27
2020-01-04;GECELCA 32;GECG;CARBON;58330,35
2020-01-04;GUAJIRA 1;GECG;GAS;0,00
2020-01-04;GUAJIRA 1;GECG;CARBON;0,00
2020-01-04;GUAJIRA 2;GECG;GAS;5275,26
2020-01-04;GUAJIRA 2;GECG;CARBON;0,00
2020-01-04;MERILECTRICA 1;EPSG;GAS;0,00
2020-01-04;PAIPA 1;HIMG;CARBON;8711,60
2020-01-04;PAIPA 2;HIMG;CARBON;10671,84
2020-01-04;PAIPA 3;HIMG;CARBON;17680,93
2020-01-04;PAIPA 4;SOCG;CARBON;36713,12
2020-01-04;PROELECTRICA 1;PRIG;GAS;8952,00
2020-01-04;TASAJERO 1;TRMG;CARBON;12968,17
2020-01-04;TASAJERO 2;TERG;CARBON;35611,35
2020-01-04;TEBSAB;TBSG;GAS;71022,22
2020-01-04;TEBSAB;TBSG;GAS NI;0,00
2020-01-04;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-01-04;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-01-04;TERMOCANDELARIA 1;TCIG;GAS;8789,00
2020-01-04;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-01-04;TERMOCANDELARIA 2;TCIG;GAS;3410,00
2020-01-04;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-01-04;TERMOCENTRO CC;ISGG;GAS;0,00
2020-01-04;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-01-04;TERMODORADA 1;EPMG;ACPM;0,00
2020-01-04;TERMODORADA 1;EPMG;GAS;0,00
2020-01-04;TERMOEMCALI 1;TEMG;GAS;0,00
2020-01-04;TERMONORTE;TMNG;ACPM;270,24
2020-01-04;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-01-04;TERMONORTE;TMNG;GAS;9640,62
2020-01-04;TERMOSIERRAB;EPMG;GAS;36615,66
2020-01-04;TERMOSIERRAB;EPMG;ACPM;0,00
2020-01-04;TERMOVALLE 1;TMVG;ACPM;0,00
2020-01-04;TERMOVALLE 1;TMVG;GAS;0,00
2020-01-04;TERMOYOPAL 2;TYPG;GAS;9633,98
2020-01-04;ZIPAEMG 3;ENDG;CARBON;14526,30
2020-01-04;ZIPAEMG 4;ENDG;CARBON;12822,85
2020-01-05;BARRANQUILLA 3;TBSG;GAS;0,00
2020-01-05;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-01-05;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-01-05;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-01-05;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-01-05;BARRANQUILLA 4;TBSG;GAS;0,00
2020-01-05;CARTAGENA 1;ENDG;GAS;0,00
2020-01-05;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-01-05;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-01-05;CARTAGENA 2;ENDG;GAS;0,00
2020-01-05;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-01-05;CARTAGENA 3;ENDG;GAS;0,00
2020-01-05;FLORES 1;TMFG;GAS;941,76
2020-01-05;FLORES 1;TMFG;GAS NI;0,00
2020-01-05;FLORES 4B;TMFG;GAS NI;0,00
2020-01-05;FLORES 4B;TMFG;GAS;40520,99
2020-01-05;GECELCA 3;GECG;CARBON;40004,16
2020-01-05;GECELCA 32;GECG;CARBON;58447,36
2020-01-05;GUAJIRA 1;GECG;GAS;0,00
2020-01-05;GUAJIRA 1;GECG;CARBON;0,00
2020-01-05;GUAJIRA 2;GECG;GAS;10470,07
2020-01-05;GUAJIRA 2;GECG;CARBON;15070,75
2020-01-05;MERILECTRICA 1;EPSG;GAS;0,00
2020-01-05;PAIPA 1;HIMG;CARBON;6327,98
2020-01-05;PAIPA 2;HIMG;CARBON;18811,05
2020-01-05;PAIPA 3;HIMG;CARBON;10761,67
2020-01-05;PAIPA 4;SOCG;CARBON;36445,99
2020-01-05;PROELECTRICA 1;PRIG;GAS;5590,00
2020-01-05;TASAJERO 1;TRMG;CARBON;13093,36
2020-01-05;TASAJERO 2;TERG;CARBON;294,18
2020-01-05;TEBSAB;TBSG;GAS;56859,74
2020-01-05;TEBSAB;TBSG;GAS NI;0,00
2020-01-05;TERMOCANDELARIA 1;TCIG;GAS;5756,00
2020-01-05;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-01-05;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-01-05;TERMOCANDELARIA 2;TCIG;GAS;5957,00
2020-01-05;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-01-05;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-01-05;TERMOCENTRO CC;ISGG;GAS;0,00
2020-01-05;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-01-05;TERMODORADA 1;EPMG;GAS;0,00
2020-01-05;TERMODORADA 1;EPMG;ACPM;0,00
2020-01-05;TERMOEMCALI 1;TEMG;GAS;0,00
2020-01-05;TERMONORTE;TMNG;GAS;9108,25
2020-01-05;TERMONORTE;TMNG;ACPM;227,47
2020-01-05;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-01-05;TERMOSIERRAB;EPMG;ACPM;0,00
2020-01-05;TERMOSIERRAB;EPMG;GAS;36716,44
2020-01-05;TERMOVALLE 1;TMVG;GAS;0,00
2020-01-05;TERMOVALLE 1;TMVG;ACPM;0,00
2020-01-05;TERMOYOPAL 2;TYPG;GAS;9684,01
2020-01-05;ZIPAEMG 3;ENDG;CARBON;14628,31
2020-01-05;ZIPAEMG 4;ENDG;CARBON;18860,86
2020-01-06;BARRANQUILLA 3;TBSG;GAS;0,00
2020-01-06;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-01-06;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-01-06;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-01-06;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-01-06;BARRANQUILLA 4;TBSG;GAS;0,00
2020-01-06;CARTAGENA 1;ENDG;GAS;0,00
2020-01-06;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-01-06;CARTAGENA 2;ENDG;GAS;0,00
2020-01-06;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-01-06;CARTAGENA 3;ENDG;GAS;0,00
2020-01-06;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-01-06;FLORES 1;TMFG;GAS NI;0,00
2020-01-06;FLORES 1;TMFG;GAS;0,00
2020-01-06;FLORES 4B;TMFG;GAS NI;0,00
2020-01-06;FLORES 4B;TMFG;GAS;41715,32
2020-01-06;GECELCA 3;GECG;CARBON;41535,26
2020-01-06;GECELCA 32;GECG;CARBON;58759,70
2020-01-06;GUAJIRA 1;GECG;GAS;6879,73
2020-01-06;GUAJIRA 1;GECG;CARBON;7908,13
2020-01-06;GUAJIRA 2;GECG;CARBON;17064,65
2020-01-06;GUAJIRA 2;GECG;GAS;7629,54
2020-01-06;MERILECTRICA 1;EPSG;GAS;0,00
2020-01-06;PAIPA 1;HIMG;CARBON;8477,20
2020-01-06;PAIPA 2;HIMG;CARBON;21506,41
2020-01-06;PAIPA 3;HIMG;CARBON;16703,27
2020-01-06;PAIPA 4;SOCG;CARBON;36733,23
2020-01-06;PROELECTRICA 1;PRIG;GAS;326,00
2020-01-06;TASAJERO 1;TRMG;CARBON;13374,10
2020-01-06;TEBSAB;TBSG;GAS;71323,51
2020-01-06;TEBSAB;TBSG;GAS NI;0,00
2020-01-06;TERMOCANDELARIA 1;TCIG;GAS;1202,00
2020-01-06;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-01-06;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-01-06;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-01-06;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-01-06;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-01-06;TERMOCENTRO CC;ISGG;GAS;0,00
2020-01-06;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-01-06;TERMODORADA 1;EPMG;ACPM;0,00
2020-01-06;TERMODORADA 1;EPMG;GAS;0,00
2020-01-06;TERMOEMCALI 1;TEMG;GAS;0,00
2020-01-06;TERMONORTE;TMNG;ACPM;62,87
2020-01-06;TERMONORTE;TMNG;GAS;1661,67
2020-01-06;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-01-06;TERMOSIERRAB;EPMG;GAS;36686,44
2020-01-06;TERMOSIERRAB;EPMG;ACPM;0,00
2020-01-06;TERMOVALLE 1;TMVG;ACPM;0,00
2020-01-06;TERMOVALLE 1;TMVG;GAS;0,00
2020-01-06;TERMOYOPAL 2;TYPG;GAS;9657,59
2020-01-06;ZIPAEMG 2;ENDG;CARBON;5742,32
2020-01-06;ZIPAEMG 3;ENDG;CARBON;11090,41
2020-01-06;ZIPAEMG 4;ENDG;CARBON;12422,39
2020-01-06;ZIPAEMG 5;ENDG;CARBON;6289,31
2020-01-07;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-01-07;BARRANQUILLA 3;TBSG;GAS;0,00
2020-01-07;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-01-07;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-01-07;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-01-07;BARRANQUILLA 4;TBSG;GAS;0,00
2020-01-07;CARTAGENA 1;ENDG;GAS;0,00
2020-01-07;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-01-07;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-01-07;CARTAGENA 2;ENDG;GAS;0,00
2020-01-07;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-01-07;CARTAGENA 3;ENDG;GAS;0,00
2020-01-07;FLORES 1;TMFG;GAS NI;0,00
2020-01-07;FLORES 1;TMFG;GAS;0,00
2020-01-07;FLORES 4B;TMFG;GAS;32185,07
2020-01-07;FLORES 4B;TMFG;GAS NI;0,00
2020-01-07;GECELCA 3;GECG;CARBON;40217,02
2020-01-07;GECELCA 32;GECG;CARBON;62158,68
2020-01-07;GUAJIRA 1;GECG;GAS;6858,18
2020-01-07;GUAJIRA 1;GECG;CARBON;22461,61
2020-01-07;GUAJIRA 2;GECG;CARBON;28140,44
2020-01-07;GUAJIRA 2;GECG;GAS;3497,55
2020-01-07;MERILECTRICA 1;EPSG;GAS;0,00
2020-01-07;PAIPA 1;HIMG;CARBON;10687,76
2020-01-07;PAIPA 2;HIMG;CARBON;21339,54
2020-01-07;PAIPA 3;HIMG;CARBON;17986,13
2020-01-07;PAIPA 4;SOCG;CARBON;36696,13
2020-01-07;PROELECTRICA 1;PRIG;GAS;7001,00
2020-01-07;TASAJERO 1;TRMG;CARBON;13394,99
2020-01-07;TASAJERO 2;TERG;CARBON;20286,16
2020-01-07;TEBSAB;TBSG;GAS;91571,32
2020-01-07;TEBSAB;TBSG;GAS NI;0,00
2020-01-07;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-01-07;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-01-07;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-01-07;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-01-07;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-01-07;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-01-07;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-01-07;TERMOCENTRO CC;ISGG;GAS;0,00
2020-01-07;TERMODORADA 1;EPMG;ACPM;0,00
2020-01-07;TERMODORADA 1;EPMG;GAS;0,00
2020-01-07;TERMOEMCALI 1;TEMG;GAS;0,00
2020-01-07;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-01-07;TERMONORTE;TMNG;GAS;0,00
2020-01-07;TERMONORTE;TMNG;ACPM;0,00
2020-01-07;TERMOSIERRAB;EPMG;GAS;36613,07
2020-01-07;TERMOSIERRAB;EPMG;ACPM;0,00
2020-01-07;TERMOVALLE 1;TMVG;ACPM;0,00
2020-01-07;TERMOVALLE 1;TMVG;GAS;0,00
2020-01-07;TERMOYOPAL 2;TYPG;GAS;9683,36
2020-01-07;ZIPAEMG 2;ENDG;CARBON;12063,32
2020-01-07;ZIPAEMG 4;ENDG;CARBON;18944,08
2020-01-07;ZIPAEMG 5;ENDG;CARBON;16277,53
2020-01-08;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-01-08;BARRANQUILLA 3;TBSG;GAS;0,00
2020-01-08;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-01-08;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
2020-01-08;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-01-08;BARRANQUILLA 4;TBSG;GAS;0,00
2020-01-08;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-01-08;CARTAGENA 1;ENDG;GAS;0,00
2020-01-08;CARTAGENA 2;ENDG;GAS;0,00
2020-01-08;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-01-08;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-01-08;CARTAGENA 3;ENDG;GAS;0,00
2020-01-08;FLORES 1;TMFG;GAS NI;0,00
2020-01-08;FLORES 1;TMFG;GAS;0,00
2020-01-08;FLORES 4B;TMFG;GAS;11598,48
2020-01-08;FLORES 4B;TMFG;GAS NI;0,00
2020-01-08;GECELCA 3;GECG;CARBON;42550,80
2020-01-08;GECELCA 32;GECG;CARBON;61506,04
2020-01-08;GUAJIRA 1;GECG;CARBON;20889,11
2020-01-08;GUAJIRA 1;GECG;GAS;8478,58
2020-01-08;GUAJIRA 2;GECG;GAS;1884,23
2020-01-08;GUAJIRA 2;GECG;CARBON;31459,56
2020-01-08;MERILECTRICA 1;EPSG;GAS;0,00
2020-01-08;PAIPA 1;HIMG;CARBON;11365,86
2020-01-08;PAIPA 2;HIMG;CARBON;21357,00
2020-01-08;PAIPA 3;HIMG;CARBON;17969,77
2020-01-08;PAIPA 4;SOCG;CARBON;36735,22
2020-01-08;PROELECTRICA 1;PRIG;GAS;9903,00
2020-01-08;TASAJERO 1;TRMG;CARBON;13371,96
2020-01-08;TASAJERO 2;TERG;CARBON;37245,17
2020-01-08;TEBSAB;TBSG;GAS NI;0,00
2020-01-08;TEBSAB;TBSG;GAS;95741,09
2020-01-08;TERMOCANDELARIA 1;TCIG;ACPM;0,00
2020-01-08;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-01-08;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-01-08;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-01-08;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-01-08;TERMOCANDELARIA 2;TCIG;ACPM;0,00
2020-01-08;TERMOCENTRO CC;ISGG;GAS;0,00
2020-01-08;TERMOCENTRO CC;ISGG;QUEROSENE;0,00
2020-01-08;TERMODORADA 1;EPMG;GAS;0,00
2020-01-08;TERMODORADA 1;EPMG;ACPM;0,00
2020-01-08;TERMOEMCALI 1;TEMG;GAS;0,00
2020-01-08;TERMONORTE;TMNG;COMBUSTOLEO;0,00
2020-01-08;TERMONORTE;TMNG;GAS;0,00
2020-01-08;TERMONORTE;TMNG;ACPM;0,00
2020-01-08;TERMOSIERRAB;EPMG;ACPM;0,00
2020-01-08;TERMOSIERRAB;EPMG;GAS;36761,07
2020-01-08;TERMOVALLE 1;TMVG;ACPM;0,00
2020-01-08;TERMOVALLE 1;TMVG;GAS;22798,52
2020-01-08;TERMOYOPAL 2;TYPG;GAS;9671,02
2020-01-08;ZIPAEMG 2;ENDG;CARBON;12483,76
2020-01-08;ZIPAEMG 4;ENDG;CARBON;17113,74
2020-01-08;ZIPAEMG 5;ENDG;CARBON;17044,25
2020-01-09;BARRANQUILLA 3;TBSG;GAS;0,00
2020-01-09;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-01-09;BARRANQUILLA 3;TBSG;COMBUSTOLEO;0,00
2020-01-09;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-01-09;BARRANQUILLA 4;TBSG;GAS;0,00
2020-01-09;BARRANQUILLA 4;TBSG;COMBUSTOLEO;0,00
