Ano,Dias para iniciar un negocio,Emisiones de CO2,Esperanza de vida (mujeres),Esperanza de vida (varones),Facilidad para hacer negocios,Gasto en salud ( del PIB),Gasto en salud (per capita),Horas preparar los impuestos,Interes de prestamos,PIB,Pais,Poblacion 0-14,Poblacion 15-64,Poblacion 65+,Poblacion total,Poblacion urbana,Region,Tasa de mortalidad infantil,Tasa de natalidad,Tasa tributaria empresarial,Turismo emisor,Turismo receptivo,Uso de Internet,Uso de energia,Uso de telefonos celulares
2001-12-01,NA,55122,74,73,NA,3.60,634,NA,7.90,34890773740,Kuwait,25.70,71.10,3.30,1980604,98.10,Oriente Medio,1.10,2.30,NA,3207000000,286000000,0.1,20067,0.4
2001-12-01,NA,16208,77,73,NA,10.90,571,NA,17.20,17649751244,Libano,28.50,64.40,7.20,3357600,86.10,Oriente Medio,1.60,1.80,NA,NA,837000000,0.1,5258,0.2
2001-12-01,NA,20286,75,71,NA,3.10,263,NA,9.20,19949284975,Oman,36.90,60.70,2.40,2239025,71.50,Oriente Medio,1.30,2.30,NA,703000000,538000000,0.1,8420,0.1
2001-12-01,NA,30363,78,76,NA,2.60,732,NA,NA,17538461033,Qatar,26.30,72.00,1.70,611808,96.50,Oriente Medio,1.00,1.90,NA,366000000,272000000,0.1,12452,0.3
2001-12-01,NA,48786,75,72,NA,4.90,58,NA,9.00,21099833784,Siria,40.40,56.30,3.40,16700984,52.30,Oriente Medio,1.90,3.00,NA,670000000,1150000000,0,15638,0
2001-12-01,NA,16252,62,59,NA,4.30,27,NA,17.50,9854042165,Yemen,48.10,49.10,2.80,18029989,26.80,Oriente Medio,6.70,3.90,NA,136000000,38000000,0,5265,0
2002-12-01,NA,90854,71,68,NA,3.70,65,NA,8.60,56760288962,Algeria,31.80,64.10,4.10,32572977,61.50,africa,3.20,1.90,NA,248000000,111000000,0,28773,0
2002-12-01,NA,12666,48,45,NA,4.40,33,NA,97.30,12497346043,Angola,47.70,49.90,2.50,14886574,33.90,africa,12.60,5.00,NA,52000000,51000000,0,8304,0
2002-12-01,NA,2054,58,54,NA,4.30,16,NA,NA,2807657386,Benin,45.10,52.00,2.80,7414744,39.00,africa,8.50,4.20,NA,49000000,95000000,0,2262,0
2002-12-01,NA,4485,49,48,NA,5.70,193,NA,16.20,5438856515,Botsuana,37.20,59.80,3.00,1808976,54.40,africa,5.40,2.60,NA,197000000,324000000,0,1916,0.2
2002-12-01,NA,1005,52,50,NA,5.00,13,NA,NA,3205592273,Burkina Faso,46.70,50.70,2.70,12296399,19.30,africa,9.40,4.60,NA,36000000,37000000,0,NA,0
2002-12-01,NA,220,50,48,NA,7.10,6,NA,19.50,825394484,Burundi,47.60,49.50,2.80,7037727,8.70,africa,8.60,4.30,NA,14000000,1600000,0,NA,0
2002-12-01,NA,3418,53,51,NA,4.80,31,NA,18.00,10879778328,Camerun,44.90,51.80,3.40,16782044,46.70,africa,8.70,4.10,NA,205000000,124000000,0,6518,0
2002-12-01,NA,169,48,46,NA,8.00,18,NA,18.00,1987622269,Chad,49.10,48.10,2.80,8959964,21.70,africa,10.40,5.10,NA,80000000,25000000,0,NA,0
2002-12-01,NA,92,60,57,NA,3.40,15,NA,12.00,251162421,Comoros,41.30,55.60,3.10,556028,28.00,africa,7.20,3.90,NA,NA,11000000,0,NA,NA
2002-12-01,NA,1544,48,46,NA,4.20,5,NA,NA,8728037672,Congo (Kinshasa),46.40,50.80,2.80,49516960,36.10,africa,11.30,4.70,NA,NA,NA,0,17841,0
2002-12-01,NA,708,54,52,NA,2.50,23,NA,18.00,3019993723,Congo (Kinshasa),42.00,54.50,3.60,3283719,59.60,africa,7.30,3.90,NA,85000000,25600000,0,869,0.1
2002-12-01,NA,7286,47,46,NA,4.70,33,NA,NA,11486664265,Costa de Marfil,42.20,54.90,2.90,16674987,44.90,africa,9.60,3.80,NA,490000000,56000000,0,6946,0.1
2002-12-01,NA,127194,71,67,NA,6.10,74,NA,13.80,87850680573,Egipto,34.20,60.40,5.40,68302914,42.90,africa,3.10,2.40,NA,1309000000,4133000000,0,47162,0.1
2002-12-01,NA,605,59,55,NA,4.00,6,NA,NA,729321364,Eritrea,45.40,52.70,1.90,4281576,18.00,africa,5.40,4.00,NA,NA,73000000,0,748,NA
2002-12-01,NA,4481,55,53,NA,4.70,5,NA,8.70,7707034813,Etiopia,46.50,50.40,3.10,69948344,15.10,africa,8.30,4.20,NA,55000000,261000000,0,26867,0
2002-12-01,NA,1778,61,58,NA,3.70,142,NA,18.00,4931503836,Gabon,40.20,54.00,5.80,1285318,81.60,africa,5.40,3.30,NA,234000000,77000000,0,1583,0.2
2002-12-01,NA,315,57,55,NA,3.80,17,NA,24.00,578235310,Gambia,45.90,51.50,2.60,1306667,49.70,africa,6.10,4.50,NA,NA,NA,0,NA,0.1
2002-12-01,NA,7437,58,57,NA,4.80,15,NA,NA,6166197192,Ghana,40.90,55.90,3.20,19786307,45.30,africa,6.20,3.40,NA,184000000,383000000,0,8264,0
2002-12-01,NA,1324,51,51,NA,6.10,20,NA,NA,2949637039,Guinea,43.90,52.70,3.40,9045748,31.70,africa,9.50,4.10,NA,38000000,NA,0,NA,0
2002-12-01,NA,4980,49,47,NA,1.80,71,NA,18.00,1806742733,Guinea Ecuatorial,41.90,54.60,3.50,551399,38.80,africa,9.40,3.90,NA,NA,NA,0,NA,0.1
2002-12-01,NA,154,53,51,NA,5.80,17,NA,NA,406669723,Guinea-Bissau,43.30,53.70,3.00,1330849,38.30,africa,10.40,4.10,NA,10200000,2300000,0,NA,NA
2002-12-01,NA,7968,54,52,NA,4.50,18,NA,18.50,13147736954,Kenia,43.50,53.80,2.80,33000524,20.60,africa,6.60,3.90,NA,126000000,513000000,0,14454,0
2002-12-01,NA,NA,45,44,NA,6.90,24,NA,17.10,656802669,Lesoto,40.70,54.70,4.60,1885487,20.60,africa,8.20,3.00,NA,164000000,14000000,0,NA,0.1
2002-12-01,NA,502,54,52,NA,5.40,9,NA,20.20,536000000,Liberia,43.20,53.70,3.10,3070673,45.00,africa,10.40,4.20,NA,NA,NA,0,NA,0
2002-12-01,NA,47832,74,71,NA,4.90,185,NA,7.00,19842519685,Libia,32.00,64.00,4.10,5340389,76.50,africa,2.30,2.30,NA,654000000,202000000,0,16951,0
2002-12-01,NA,1236,61,59,NA,5.20,14,NA,25.30,4397254715,Madagascar,45.40,51.70,3.00,16736029,27.70,africa,6.40,4.00,NA,192000000,109000000,0,NA,0
2002-12-01,NA,884,47,47,NA,4.80,11,NA,50.50,2665158943,Malawi,46.10,50.90,3.00,11926778,14.80,africa,9.00,4.40,NA,86000000,45000000,0,NA,0
2002-12-01,NA,554,50,50,NA,6.30,19,NA,NA,3342824260,Mali,46.10,50.60,3.30,10882662,29.80,africa,10.90,4.80,NA,62000000,105000000,0,NA,0
2002-12-01,NA,38254,70,67,NA,5.30,73,NA,13.10,40416114690,Marruecos,32.70,62.50,4.80,29311443,54.00,africa,4.00,2.10,NA,669000000,3157000000,0,11079,0.2
2002-12-01,NA,2981,76,69,NA,4.20,168,NA,21.00,4767303153,Mauricio,25.20,68.50,6.40,1210196,42.30,africa,1.40,1.70,NA,223000000,829000000,0.1,NA,0.3
2002-12-01,NA,1434,61,58,NA,6.00,24,NA,21.00,1324424463,Mauritania,42.30,54.50,3.20,2877431,50.80,africa,7.60,3.80,NA,NA,NA,0,NA,0.1
2002-12-01,NA,1588,49,46,NA,6.40,14,NA,26.70,4201332885,Mozambique,44.10,52.70,3.20,19319894,29.50,africa,10.40,4.50,NA,115000000,65000000,0,7645,0
2002-12-01,NA,1760,56,52,NA,6.20,106,NA,13.80,3361236321,Namibia,40.20,56.50,3.30,1958303,33.80,africa,4.90,3.10,NA,65000000,251000000,0,1010,0.1
2002-12-01,NA,814,52,52,NA,7.00,12,NA,NA,2170481498,Niger,48.30,49.10,2.50,11817297,16.40,africa,9.40,5.20,NA,29000000,20000000,0,NA,0
2002-12-01,NA,98125,48,47,NA,3.90,18,NA,24.80,59116868250,Nigeria,43.40,53.80,2.80,129224641,36.50,africa,10.60,4.30,NA,910000000,256000000,0,97389,0
2002-12-01,NA,246,46,42,NA,4.20,11,NA,18.00,991387865,Republica Centroafricana,42.20,53.90,4.00,3767248,37.80,africa,11.30,3.90,NA,29000000,3000000,0,NA,0
2002-12-01,NA,689,51,50,NA,4.20,8,NA,16.40,1677447003,Ruanda,45.90,51.30,2.90,8987523,16.80,africa,9.20,4.00,NA,24000000,31000000,0,NA,0
2002-12-01,NA,59,66,62,NA,10.60,59,NA,37.40,84617971,Santo Tome y Principe,42.90,53.00,4.00,144447,55.30,africa,5.40,3.70,NA,1800000,6900000,0.1,NA,0
2002-12-01,NA,4547,60,57,NA,5.10,26,NA,NA,5333862344,Senegal,44.70,52.10,3.20,10390050,40.60,africa,6.50,4.00,NA,112000000,210000000,0,2632,0.1
2002-12-01,NA,543,77,69,NA,4.40,371,NA,10.60,698083345,Seychelles,26.70,65.40,7.90,83700,50.50,africa,1.20,1.80,NA,53000000,247000000,0.1,NA,0.5
2002-12-01,NA,609,40,39,NA,16.00,44,NA,22.20,1239004288,Sierra Leona,42.80,54.80,2.40,4493047,36.10,africa,13.60,4.30,NA,39000000,38000000,0,NA,0
2002-12-01,NA,572,53,50,NA,NA,NA,NA,NA,NA,Somalia,47.50,49.60,2.90,7825924,34.00,africa,10.50,4.80,NA,NA,NA,0,NA,0
2002-12-01,NA,1126,47,46,NA,5.20,58,NA,15.30,1224220675,Suazilandia,43.50,53.50,3.00,1082183,22.40,africa,8.20,3.20,NA,27000000,45000000,0,NA,0.1
2002-12-01,NA,347687,55,52,NA,8.50,205,NA,15.80,111100858130,Sudafrica,32.00,64.30,3.70,45808736,57.90,africa,5.30,2.40,NA,2251000000,3695000000,0.1,109908,0.3
2002-12-01,NA,8119,61,57,NA,3.60,18,NA,NA,14803423335,Sudan,43.50,53.50,3.00,29186427,32.60,africa,6.60,3.90,NA,91000000,108000000,0,15205,0
2002-12-01,NA,NA,51,49,NA,NA,NA,NA,NA,NA,Sudan del Sur,44.50,52.40,3.10,7186820,16.80,africa,10.00,4.10,NA,NA,NA,NA,NA,NA
2002-12-01,NA,3590,52,51,NA,3.40,10,NA,16.40,10805600069,Tanzania,44.70,52.40,2.90,35806497,23.00,africa,7.10,4.20,NA,361000000,639000000,0,14916,0
2002-12-01,NA,1232,55,53,NA,5.00,14,NA,NA,1474630199,Togo,43.60,53.60,2.80,5123674,33.80,africa,7.30,3.90,NA,26000000,16000000,0,2182,0
2002-12-01,NA,21016,75,71,NA,5.30,128,NA,NA,23141757278,Tunez,28.10,65.60,6.40,9781900,64.20,africa,2.30,1.70,NA,303000000,1831000000,0.1,7814,0.1
2002-12-01,NA,1668,50,50,NA,7.50,18,NA,19.10,6178563467,Uganda,49.40,48.00,2.60,25943441,12.30,africa,8.10,4.80,NA,NA,194000000,0,NA,0
2002-12-01,NA,400,59,56,NA,5.40,42,NA,11.30,591122040,Yibuti,39.80,57.00,3.20,744434,76.60,africa,7.60,2.90,NA,7700000,8900000,0,NA,0
2002-12-01,NA,1969,44,43,NA,6.70,24,NA,45.20,3711284087,Zambia,46.10,51.10,2.70,10625423,35.40,africa,9.10,4.50,NA,109000000,64000000,0,6633,0
2002-12-01,NA,11932,43,43,NA,NA,NA,NA,36.50,6342116354,Zimbabue,41.70,54.80,3.50,12640922,34.60,africa,5.90,3.20,NA,NA,76000000,0,9692,0
2002-12-01,NA,359,57,55,NA,8.90,14,NA,NA,4128818043,Afganistan,49.50,48.50,2.00,22202806,21.90,Asia,9.10,4.80,NA,NA,NA,0,NA,0
2002-12-01,NA,3044,76,69,NA,5.40,42,NA,21.10,2376335048,Armenia,24.10,65.10,10.80,3047002,64.30,Asia,2.40,1.30,NA,85000000,81000000,0,1876,0
2002-12-01,NA,29615,70,65,NA,4.50,34,NA,17.40,6236024951,Azerbaiyan,29.10,64.90,6.00,8171950,51.80,Asia,5.30,1.40,NA,110000000,63000000,0.1,11559,0.1
2002-12-01,NA,33707,67,66,NA,3.10,11,NA,16.00,47571130071,Banglades,35.90,60.00,4.10,137006279,24.80,Asia,5.90,2.60,NA,309000000,59000000,0,20756,0
2002-12-01,NA,5321,78,75,NA,3.10,526,NA,5.50,5843329102,Brunei,29.80,67.30,2.90,346407,72.10,Asia,0.80,2.20,NA,398000000,113000000,0.2,2157,0.4
2002-12-01,NA,418,62,62,NA,7.90,71,NA,15.30,537050133,Butan,38.00,58.10,3.90,598455,27.60,Asia,5.30,2.60,NA,NA,8000000,0,NA,NA
2002-12-01,NA,2208,67,61,NA,6.40,22,NA,NA,4284028138,Camboya,38.80,57.20,4.00,12709336,18.80,Asia,6.90,2.70,NA,64000000,509000000,0,3994,0
2002-12-01,NA,3694242,74,72,NA,4.80,54,NA,5.30,1453827558028,China,23.60,69.20,7.20,1280400000,38.40,Asia,2.60,1.30,NA,16759000000,21742000000,0,1253831,0.2
2002-12-01,NA,76109,70,63,NA,NA,NA,NA,NA,NA,Corea del Norte,25.60,68.00,6.50,23248059,59.60,Asia,3.40,1.70,NA,NA,NA,NA,19566,NA
2002-12-01,NA,465632,80,73,NA,4.80,581,NA,6.80,609020054512,Corea del Sur,20.30,71.60,8.10,47622179,80.30,Asia,0.60,1.00,NA,11440000000,7621000000,0.6,198667,0.7
2002-12-01,NA,71338,70,64,NA,2.80,28,NA,9.10,81357657790,Filipinas,38.00,58.70,3.30,80953652,47.40,Asia,2.90,2.90,NA,1874000000,2018000000,0,38767,0.2
2002-12-01,NA,3388,76,69,NA,8.70,64,NA,23.60,3395778661,Georgia,20.50,66.10,13.40,4357000,52.30,Asia,2.80,1.20,NA,189000000,144000000,0,2544,0.1
2002-12-01,NA,36952,85,79,NA,NA,NA,NA,5.00,166349228737,Hong Kong,16.10,72.40,11.50,6744100,100.00,Asia,NA,0.70,NA,12418000000,9849000000,0.4,13195,0.9
2002-12-01,NA,1226791,64,62,NA,4.40,21,NA,11.90,523968561884,India,33.40,62.10,4.50,1076705723,28.20,Asia,6.20,2.50,NA,4350000000,3300000000,0,477540,0
2002-12-01,NA,306737,70,66,NA,2.20,20,NA,18.90,195660611034,Indonesia,30.20,65.10,4.80,215038285,43.60,Asia,3.80,2.10,NA,5042000000,5797000000,0,164879,0.1
2002-12-01,NA,1216751,85,78,NA,7.90,2455,NA,1.90,3980819536160,Japon,14.20,67.50,18.20,127445000,81.60,Asia,0.30,0.90,NA,34977000000,6069000000,0.5,510390,0.6
2002-12-01,NA,151946,72,61,NA,3.60,61,NA,NA,24636598581,Kazajistan,26.30,66.50,7.10,14858948,55.30,Asia,3.40,1.50,NA,863000000,680000000,0,39679,0.1
2002-12-01,NA,4848,72,64,NA,5.40,17,NA,24.80,1605640633,Kirguistan,33.50,60.90,5.60,4990700,35.30,Asia,3.90,1.90,NA,27000000,48000000,0,2422,0
2002-12-01,NA,1177,64,62,NA,4.00,13,NA,29.30,1758176653,Laos,42.50,53.90,3.70,5545245,24.00,Asia,7.80,2.90,NA,4000000,110000000,0,NA,0
2002-12-01,NA,1525,80,76,NA,NA,NA,NA,6.10,7008026415,Macao,20.80,71.80,7.40,444150,100.00,Asia,NA,0.80,NA,512000000,4428000000,0.3,NA,0.6
2002-12-01,NA,135129,75,71,NA,3.30,138,NA,6.50,100845526316,Malasia,32.10,63.90,4.00,24413795,63.90,Asia,0.80,2.10,NA,3330000000,8084000000,0.3,51009,0.4
2002-12-01,NA,689,73,70,NA,5.20,152,NA,13.50,828240882,Maldivas,38.50,57.40,4.10,282743,30.00,Asia,2.80,2.20,NA,60000000,337000000,0.1,NA,0.1
2002-12-01,NA,8287,67,61,NA,4.80,28,NA,35.50,1396555772,Mongolia,32.30,64.00,3.70,2443231,59.30,Asia,4.40,1.90,NA,125000000,143000000,0,2586,0.1
2002-12-01,NA,9208,65,61,NA,2.40,3,NA,15.00,NA,Myanmar,29.60,65.60,4.80,49261313,27.70,Asia,5.60,2.00,NA,34000000,136000000,0,12968,0
2002-12-01,NA,2710,64,62,NA,5.60,14,NA,6.80,6050875807,Nepal,40.10,55.90,4.00,24102862,14.30,Asia,5.40,3.10,NA,108000000,134000000,0,8467,0
2002-12-01,NA,114084,65,64,NA,3.00,15,NA,NA,72306820396,Pakistan,40.20,55.80,4.00,149693684,33.80,Asia,8.50,2.90,NA,491000000,562000000,0,65775,0
2002-12-01,NA,47231,81,77,NA,2.90,632,NA,5.30,91941791944,Singapur,20.60,71.70,7.70,4176000,100.00,Asia,0.30,1.10,NA,8212000000,4458000000,0.5,21005,0.8
2002-12-01,NA,11008,76,69,NA,3.90,34,NA,13.20,17102623876,Sri Lanka,26.10,67.30,6.50,18921000,18.40,Asia,1.30,1.90,NA,438000000,594000000,0,8199,0
2002-12-01,NA,215975,75,68,NA,3.70,74,NA,6.90,126876918690,Tailandia,23.40,69.60,7.00,63797841,33.80,Asia,1.80,1.40,NA,3888000000,10388000000,0.1,82257,0.3
2002-12-01,NA,1881,68,61,NA,4.50,9,NA,14.70,1221113795,Tayikistan,41.20,55.20,3.60,6404118,26.40,Asia,6.60,2.90,NA,1700000,5000000,0,2129,0
2002-12-01,NA,161,63,60,NA,6.10,19,NA,NA,426700000,Timor-Leste,49.70,47.80,2.50,899367,25.00,Asia,7.60,4.00,NA,NA,NA,NA,NA,NA
2002-12-01,NA,40245,68,60,NA,3.30,63,NA,NA,4462028989,Turkmenistan,34.90,60.70,4.40,4600171,46.40,Asia,6.30,2.30,NA,NA,NA,0,15811,0
2002-12-01,NA,126915,70,64,NA,5.40,21,NA,NA,9687951055,Uzbekistan,35.70,59.80,4.50,25271850,37.10,Asia,5.00,2.10,NA,NA,68000000,0,53188,0
2002-12-01,NA,70806,79,69,NA,5.10,22,NA,9.10,37947904054,Vietnam,29.80,63.70,6.50,79538700,25.50,Asia,2.60,1.70,NA,NA,NA,0,33441,0
2002-12-01,NA,3751,78,72,NA,6.50,89,NA,15.30,4449373456,Albania,29.00,63.60,7.50,3051427,43.50,Europa,2.10,1.70,NA,386000000,492000000,0,1975,0.3
2002-12-01,NA,828771,81,75,NA,10.70,2610,NA,9.70,2006587615283,Alemania,15.10,67.60,17.30,82488495,73.20,Europa,0.40,0.90,NA,59496000000,26690000000,0.5,338553,0.7
2002-12-01,NA,532,NA,NA,NA,5.80,1486,NA,NA,1456198796,Andorra,NA,NA,NA,71639,91.60,Europa,0.40,1.10,NA,NA,NA,0.1,NA,0.5
2002-12-01,NA,10935,76,71,NA,9.30,170,NA,18.40,3791306758,Antigua Republica Yugoslava de Macedonia,21.30,68.10,10.60,2074441,58.10,Europa,1.30,1.20,NA,60000000,55000000,0.2,2527,0.2
2002-12-01,NA,67179,82,76,NA,10.10,2599,NA,NA,207537336721,Austria,16.70,67.70,15.60,8081957,65.80,Europa,0.40,1.00,NA,7743000000,12334000000,0.4,30447,0.8
2002-12-01,NA,107531,81,75,NA,8.50,2075,NA,7.70,252795031056,Belgica,17.40,65.50,17.10,10332785,97.20,Europa,0.40,1.10,NA,11270000000,7598000000,0.5,56375,0.8
2002-12-01,NA,52390,74,62,NA,6.50,96,NA,36.90,14594925393,Bielorrusia,17.20,68.70,14.00,9865000,70.90,Europa,0.90,0.90,NA,527000000,295000000,0.1,25262,0
2002-12-01,NA,22919,77,73,NA,7.10,122,NA,12.70,6651226179,Bosnia y Herzegovina,19.70,68.60,11.70,3897579,39.30,Europa,0.70,0.90,NA,112000000,307000000,0,4407,0.2
2002-12-01,NA,44635,75,69,NA,7.60,154,NA,9.20,15979194511,Bulgaria,14.80,68.30,17.00,7868468,69.50,Europa,1.60,0.90,NA,1018000000,1392000000,0.1,18861,0.3
2002-12-01,NA,7022,80,76,NA,6.10,882,NA,7.20,10557366162,Chipre,21.40,68.20,10.40,979877,68.70,Europa,0.50,1.30,NA,582000000,2178000000,0.3,2143,0.4
2002-12-01,NA,21877,78,71,NA,6.30,375,NA,12.80,26524896398,Croacia,16.70,67.10,16.30,4440000,55.90,Europa,0.70,0.90,NA,852000000,3952000000,0.2,8245,0.5
2002-12-01,NA,49266,79,75,NA,9.30,3023,NA,7.10,173880831444,Dinamarca,18.70,66.40,14.90,5375931,85.30,Europa,0.40,1.20,NA,5838000000,4791000000,0.6,19004,0.8
2002-12-01,NA,39252,78,70,NA,5.60,256,NA,10.30,34638306042,Eslovaquia,18.50,70.00,11.50,5376912,56.00,Europa,0.90,1.00,NA,506000000,742000000,0.4,18733,0.5
2002-12-01,NA,15420,80,72,NA,8.60,1000,NA,13.20,23136352386,Eslovenia,15.10,70.20,14.70,1994530,50.80,Europa,0.40,0.90,NA,647000000,1152000000,0.3,6830,0.8
2002-12-01,NA,314519,83,76,NA,7.30,1215,NA,4.30,686295878035,Espana,14.50,68.60,16.90,41431558,76.50,Europa,0.50,1.00,NA,9366000000,35468000000,0.2,128757,0.8
2002-12-01,NA,14936,77,65,NA,4.80,256,NA,6.70,7324390332,Estonia,16.70,67.40,15.90,1379350,69.10,Europa,0.80,1.00,NA,305000000,737000000,0.4,4713,0.7
2002-12-01,NA,61078,82,75,NA,7.80,2032,NA,4.80,135183512140,Finlandia,17.80,66.90,15.30,5200598,82.50,Europa,0.30,1.10,NA,2438000000,2235000000,0.6,34819,0.9
2002-12-01,NA,380840,83,76,NA,10.60,2497,NA,6.60,1452031150009,Francia,18.70,65.10,16.20,61803229,76.40,Europa,0.40,1.30,NA,27808000000,40537000000,0.3,261182,0.6
2002-12-01,NA,93670,81,76,NA,9.10,1223,NA,7.40,146049724849,Grecia,14.80,67.60,17.60,10983723,73.30,Europa,0.60,0.90,NA,2453000000,10005000000,0.1,28321,0.8
2002-12-01,NA,56094,77,68,NA,7.60,495,NA,10.20,66389489264,Hungria,16.30,68.30,15.40,10158608,65.10,Europa,0.90,1.00,NA,2211000000,3774000000,0.2,25601,0.7
2002-12-01,NA,43762,80,75,NA,7.00,2221,NA,3.80,123016253873,Irlanda,21.10,67.80,11.10,3931947,59.60,Europa,0.50,1.50,NA,3835000000,4228000000,0.3,14673,0.8
2002-12-01,NA,NA,82,75,NA,NA,NA,NA,NA,1897606791,Isla de Man,NA,NA,NA,78338,51.90,Europa,NA,1.10,NA,NA,NA,NA,NA,NA
2002-12-01,NA,2171,83,79,NA,10.20,3156,NA,15.40,8907207933,Islandia,22.80,65.60,11.70,287523,92.70,Europa,0.30,1.40,NA,373000000,415000000,0.8,3285,0.9
2002-12-01,NA,763,82,77,NA,NA,NA,NA,NA,1268445919,Islas Faroe,NA,NA,NA,47751,38.00,Europa,NA,NA,NA,NA,NA,0.5,NA,0.7
2002-12-01,NA,452632,83,77,NA,8.20,1761,NA,6.50,1225176959595,Italia,14.20,66.90,18.90,57059007,67.40,Europa,0.40,0.90,NA,19636000000,28192000000,0.3,172396,0.9
2002-12-01,NA,NA,70,66,NA,NA,NA,NA,NA,2702427047,Kosovo,NA,NA,NA,1702310,NA,Europa,NA,2.10,NA,NA,NA,NA,1894,NA
2002-12-01,NA,6652,77,65,NA,6.30,248,NA,8.00,9314784080,Letonia,16.50,67.70,15.80,2310173,67.90,Europa,1.30,0.90,NA,267000000,201000000,0.2,4073,0.4
2002-12-01,NA,NA,82,77,NA,NA,NA,NA,NA,2688617885,Liechtenstein,NA,NA,NA,33821,14.90,Europa,NA,1.20,NA,NA,NA,0.6,NA,0.3
2002-12-01,NA,13212,78,66,NA,6.40,263,NA,6.80,14163949142,Lituania,18.70,66.90,14.40,3443067,66.80,Europa,0.90,0.90,NA,334000000,556000000,0.2,8865,0.5
2002-12-01,NA,9417,82,75,NA,8.30,4202,NA,NA,22568793525,Luxemburgo,18.90,66.80,14.30,446175,85.30,Europa,0.30,1.20,NA,1963000000,2547000000,0.4,3646,1.1
2002-12-01,NA,2299,81,76,NA,7.90,839,NA,6.00,4296164768,Malta,19.30,69.00,11.70,395969,92.90,Europa,0.60,1.00,NA,180000000,757000000,0.3,734,0.7
2002-12-01,NA,3986,71,63,NA,8.10,37,NA,23.50,1661818168,Moldavia,21.90,67.60,10.50,3623062,45.60,Europa,2.30,1.20,NA,109000000,72000000,0,3096,0.1
2002-12-01,NA,NA,NA,NA,NA,3.40,2985,NA,NA,2905973022,Monaco,NA,NA,NA,32653,100.00,Europa,0.40,NA,NA,NA,NA,0.5,NA,0.5
2002-12-01,NA,NA,77,71,NA,8.60,180,NA,NA,1284504509,Montenegro,20.70,67.10,12.10,612325,60.60,Europa,1.10,1.30,NA,NA,NA,NA,NA,NA
2002-12-01,NA,37429,82,77,NA,10.40,4418,NA,8.70,191927027230,Noruega,20.00,65.10,14.90,4538159,77.00,Europa,0.40,1.20,NA,5610000000,2581000000,0.7,24912,0.8
2002-12-01,NA,172364,81,76,NA,8.90,2411,NA,4.00,437807265199,Paises Bajos,18.60,67.70,13.70,16148929,79.10,Europa,0.50,1.30,NA,14201000000,11745000000,0.6,75706,0.8
2002-12-01,NA,296932,79,70,NA,6.30,328,NA,12.00,198179425151,Polonia,18.00,69.20,12.70,38230364,61.80,Europa,0.70,0.90,NA,3440000000,4971000000,0.2,88855,0.4
2002-12-01,NA,66820,81,74,NA,9.30,1190,NA,NA,132285714286,Portugal,15.90,67.50,16.60,10419631,55.70,Europa,0.50,1.10,NA,2631000000,6595000000,0.2,25824,0.8
2002-12-01,NA,531939,81,76,NA,7.60,2065,NA,4.00,1620900779377,Reino Unido,18.60,65.60,15.80,59370479,79.00,Europa,0.50,1.10,NA,51125000000,27819000000,0.6,218306,0.8
2002-12-01,NA,120193,79,72,NA,6.80,522,NA,6.70,78425201661,Republica Checa,15.70,70.40,13.90,10196916,73.80,Europa,0.50,0.90,NA,1797000000,3376000000,0.2,42535,0.8
2002-12-01,NA,92174,75,67,NA,4.60,97,NA,35.40,45988510814,Rumania,17.40,68.60,14.00,21730496,52.80,Europa,2.20,1.00,NA,448000000,400000000,0.1,38140,0.2
2002-12-01,NA,1557665,72,59,NA,6.00,142,NA,15.70,345110438694,Rusia,16.80,70.20,13.00,145408033,73.30,Europa,1.80,1.00,NA,11362000000,5278000000,0,623098,0.1
2002-12-01,NA,NA,85,78,NA,6.50,2894,NA,8.00,879957210,San Marino,NA,NA,NA,28064,93.90,Europa,0.40,NA,NA,NA,NA,0.5,NA,0.6
2002-12-01,NA,NA,75,70,NA,8.90,179,NA,19.70,15102567925,Serbia,19.30,67.20,13.50,7500031,53.70,Europa,1.00,1.00,NA,105000000,77000000,NA,15891,NA
2002-12-01,NA,57425,82,78,NA,9.20,2599,NA,5.60,250960758337,Suecia,18.10,64.70,17.20,8924958,84.10,Europa,0.30,1.10,NA,8221000000,5671000000,0.7,51784,0.9
2002-12-01,NA,40718,83,78,NA,10.60,4190,NA,3.90,286658255889,Suiza,17.10,67.50,15.50,7284753,73.40,Europa,0.50,1.00,NA,7210000000,9117000000,0.6,25888,0.8
2002-12-01,NA,205678,75,68,NA,5.40,180,NA,NA,232534560442,Turquia,29.70,64.00,6.30,65022300,66.00,Europa,3.00,2.10,NA,1880000000,11901000000,0.1,74248,0.4
2002-12-01,NA,318684,74,63,NA,6.30,55,NA,25.30,42392896031,Ucrania,16.20,69.20,14.50,48202500,67.30,Europa,1.40,0.90,NA,794000000,1001000000,0,135601,0.1
2002-12-01,NA,363,76,71,NA,4.30,433,NA,11.40,806505874,Antigua y Barbuda,29.00,64.00,7.00,80030,31.10,Las Americas,1.20,2.00,NA,33000000,274000000,0.1,NA,0.5
2002-12-01,NA,123266,78,71,NA,8.30,225,NA,51.70,123607470069,Argentina,27.30,62.60,10.10,37627545,89.50,Las Americas,1.70,1.80,NA,2744000000,1716000000,0.1,55386,0.2
