Ano,Dias para iniciar un negocio,Emisiones de CO2,Esperanza de vida (mujeres),Esperanza de vida (varones),Facilidad para hacer negocios,Gasto en salud ( del PIB),Gasto en salud (per capita),Horas preparar los impuestos,Interes de prestamos,PIB,Pais,Poblacion 0-14,Poblacion 15-64,Poblacion 65+,Poblacion total,Poblacion urbana,Region,Tasa de mortalidad infantil,Tasa de natalidad,Tasa tributaria empresarial,Turismo emisor,Turismo receptivo,Uso de Internet,Uso de energia,Uso de telefonos celulares
2002-12-01,NA,2255,76,71,NA,NA,NA,NA,13.10,1941094972,Aruba,22.50,69.50,7.90,94995,46.00,Las Americas,NA,1.30,NA,172000000,835000000,0.2,NA,0.7
2002-12-01,NA,1577,76,70,NA,5.30,1183,NA,6.00,6957996000,Bahamas. Las,27.90,66.40,5.70,309039,82.10,Las Americas,1.30,1.60,NA,338000000,1773000000,0.2,NA,0.4
2002-12-01,NA,1228,76,71,NA,7.40,677,NA,8.50,3168600000,Barbados,21.40,67.20,11.40,269524,33.50,Las Americas,1.50,1.30,NA,146000000,666000000,0.3,NA,0.4
2002-12-01,NA,359,75,68,NA,4.40,162,NA,14.80,932676403,Belice,39.30,56.50,4.20,251766,47.10,Las Americas,2.00,2.80,NA,48000000,121000000,0.1,NA,0.2
2002-12-01,NA,524,81,76,NA,NA,NA,NA,NA,3937228000,Bermuda,NA,NA,NA,62912,100.00,Las Americas,NA,1.30,NA,243000000,378000000,0.5,NA,0.5
2002-12-01,NA,9567,66,62,NA,6.50,58,NA,20.60,7905485216,Bolivia,39.30,56.40,4.30,8843350,62.80,Las Americas,5.20,3.00,NA,114000000,143000000,0,3527,0.1
2002-12-01,NA,332267,75,67,NA,7.20,203,NA,62.90,504221228974,Brasil,28.70,65.50,5.70,179393768,81.90,Las Americas,2.50,2.00,NA,2929000000,2142000000,0.1,195759,0.2
2002-12-01,NA,519163,82,77,NA,9.60,2254,NA,4.20,752531702033,Canada,18.60,68.70,12.80,31362000,79.90,Las Americas,0.50,1.10,NA,14257000000,12744000000,0.6,248220,0.4
2002-12-01,NA,55361,81,75,NA,7.50,331,NA,7.80,70984568429,Chile,26.70,65.80,7.50,15819522,86.60,Las Americas,0.80,1.60,NA,932000000,1221000000,0.2,25568,0.4
2002-12-01,NA,55661,75,68,NA,5.70,135,NA,16.30,97933392356,Colombia,32.00,63.10,4.90,41216304,72.70,Las Americas,2.00,2.20,NA,1355000000,1237000000,0,25205,0.1
2002-12-01,NA,6326,80,76,NA,8.00,332,NA,26.40,16844378578,Costa Rica,30.00,64.40,5.60,4093840,61.80,Las Americas,1.00,1.90,NA,430000000,1292000000,0.2,3073,0.1
2002-12-01,NA,26091,79,75,NA,6.50,195,NA,NA,33590400000,Cuba,20.90,68.90,10.30,11212125,75.80,Las Americas,0.60,1.20,NA,NA,1769000000,0,11729,0
2002-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Curazao,23.40,65.60,11.00,128804,90.90,Las Americas,NA,NA,NA,137000000,217000000,NA,NA,NA
2002-12-01,NA,103,79,75,NA,5.10,237,NA,11.00,326998081,Dominica,NA,NA,NA,69806,65.70,Las Americas,1.30,1.50,NA,9000000,46000000,0.2,NA,0.2
2002-12-01,NA,24690,77,71,NA,4.80,105,NA,15.80,28548945000,Ecuador,33.80,60.90,5.30,13030041,61.10,Las Americas,2.60,2.50,NA,507000000,449000000,0,9177,0.1
2002-12-01,NA,6040,75,65,NA,7.70,184,NA,NA,14306700000,El Salvador,37.40,56.80,5.80,6008308,60.00,Las Americas,2.40,2.30,NA,266000000,521000000,0,4232,0.1
2002-12-01,NA,5650950,80,74,NA,15.10,5578,NA,4.70,10980200000000,Estados Unidos,21.00,66.70,12.30,287625193,79.40,Las Americas,0.70,1.40,NA,81860000000,104427000000,0.6,2255957,0.5
2002-12-01,NA,205,73,68,NA,6.60,353,NA,11.30,544381962,Granada,33.00,59.20,7.70,102099,36.10,Las Americas,1.30,1.90,NA,8000000,91000000,0.1,NA,0.1
2002-12-01,NA,539,71,65,NA,NA,NA,NA,NA,1169136691,Groenlandia,NA,NA,NA,56609,82.10,Las Americas,NA,1.70,NA,NA,NA,0.4,NA,0.4
2002-12-01,NA,11096,72,65,NA,6.20,110,NA,16.90,20776536920,Guatemala,43.80,52.10,4.20,11765738,45.90,Las Americas,3.70,3.60,NA,329000000,647000000,0,7248,0.1
2002-12-01,NA,1580,67,60,NA,5.80,56,NA,16.30,722460912,Guyana,35.80,60.00,4.20,750629,28.50,Las Americas,3.70,2.20,NA,44000000,53000000,NA,NA,0.1
2002-12-01,NA,1826,60,56,NA,5.50,20,NA,34.20,3214632479,Haiti,39.40,56.60,4.00,8859635,38.90,Las Americas,7.10,3.00,NA,172000000,108000000,0,2309,0
2002-12-01,NA,6091,73,69,NA,7.30,88,NA,22.70,7776459964,Honduras,41.40,54.50,4.00,6495801,46.60,Las Americas,2.90,3.00,NA,221000000,305000000,0,3380,0.1
2002-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Isla de San Martin (parte neerlandesa),NA,NA,NA,32566,100.00,Las Americas,NA,NA,NA,140000000,489000000,NA,NA,NA
2002-12-01,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,Islas Caiman,NA,NA,NA,44742,100.00,Las Americas,NA,NA,NA,NA,607000000,NA,NA,0.4
2002-12-01,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,Islas Turcas y Caicos,NA,NA,NA,21740,86.00,Las Americas,NA,NA,NA,NA,292000000,NA,NA,NA
2002-12-01,NA,NA,81,75,NA,NA,NA,NA,NA,NA,Islas Virgenes (EEÊUU),24.60,66.20,9.30,108208,93.00,Las Americas,NA,1.50,NA,NA,1195000000,0.3,NA,0.4
2002-12-01,NA,10301,74,68,NA,4.90,180,NA,18.50,9718989517,Jamaica,32.10,60.40,7.60,2615253,52.30,Las Americas,1.90,1.80,NA,274000000,1482000000,0.1,3586,0.5
2002-12-01,NA,391251,77,72,NA,5.60,396,NA,8.20,741559499085,Mexico,33.40,61.50,5.10,106723661,75.40,Las Americas,1.90,2.30,NA,7087000000,9547000000,0.1,150843,0.2
2002-12-01,NA,4037,74,68,NA,5.70,57,NA,18.30,5224213019,Nicaragua,39.70,56.50,3.90,5248577,55.20,Las Americas,3.00,2.70,NA,125000000,135000000,0,2636,0
2002-12-01,NA,5871,78,73,NA,8.00,310,NA,10.60,12272400000,Panama,31.60,62.70,5.70,3178450,62.80,Las Americas,2.10,2.30,NA,252000000,710000000,0.1,2625,0.2
2002-12-01,NA,3898,73,69,NA,7.00,79,NA,38.70,6325151760,Paraguay,37.20,58.20,4.50,5571371,56.60,Las Americas,2.60,2.70,NA,117000000,76000000,0,3885,0.3
2002-12-01,NA,27187,74,69,NA,4.80,102,NA,20.80,53992755100,Peru,33.30,61.70,5.10,26729909,73.90,Las Americas,2.60,2.30,NA,806000000,836000000,0.1,11873,0.1
2002-12-01,NA,NA,82,74,NA,NA,NA,NA,NA,72546194000,Puerto Rico,23.00,65.30,11.70,3823701,94.30,Las Americas,NA,1.40,NA,1319000000,2486000000,0.2,NA,0.4
2002-12-01,NA,21500,74,68,NA,6.30,176,NA,26.10,26570402719,Republica Dominicana,34.20,60.40,5.40,8935261,63.40,Las Americas,3.20,2.40,NA,429000000,2730000000,0.1,7476,0.2
2002-12-01,NA,198,74,69,NA,3.70,374,NA,10.90,478067954,San Cristobal y Nieves,NA,NA,NA,46934,32.40,Las Americas,1.20,1.70,NA,8000000,57000000,0.2,NA,0.1
2002-12-01,NA,NA,81,74,NA,NA,NA,NA,NA,NA,San Martin,NA,NA,NA,27450,NA,Las Americas,NA,1.70,NA,NA,NA,NA,NA,NA
2002-12-01,NA,187,73,68,NA,3.90,168,NA,11.60,462641610,San Vicente y las Granadinas,30.20,62.70,7.10,108150,45.90,Las Americas,1.90,1.90,NA,10000000,91000000,0.1,NA,0.1
2002-12-01,NA,326,74,70,NA,6.40,289,NA,12.60,723027643,Santa Lucia,30.80,61.90,7.30,160217,26.30,Las Americas,1.50,1.80,NA,34000000,210000000,0.1,NA,0.1
2002-12-01,NA,2252,72,65,NA,7.10,161,NA,22.20,1078402128,Surinam,30.30,63.90,5.90,480099,66.60,Las Americas,2.90,2.20,NA,54000000,17000000,0,NA,0.2
2002-12-01,NA,26890,73,65,NA,5.00,352,NA,12.50,9008273516,Trinidad y Tobago,23.80,69.40,6.80,1277723,10.40,Las Americas,2.50,1.50,NA,208000000,402000000,0.2,12540,0.2
2002-12-01,NA,4620,79,71,NA,11.00,449,NA,118.40,13606494599,Uruguay,24.30,62.40,13.30,3327500,92.60,Las Americas,1.40,1.60,NA,243000000,409000000,0.1,2538,0.2
2002-12-01,NA,193262,76,70,NA,5.70,207,NA,36.60,92889586976,Venezuela,32.70,62.50,4.70,25333622,88.40,Las Americas,1.70,2.30,NA,1546000000,484000000,0,57515,0.3
2002-12-01,NA,341002,83,77,NA,8.40,1847,NA,8.20,394442235245,Australia,20.40,67.00,12.60,19651400,87.50,Oceania,0.50,1.30,NA,8494000000,13624000000,NA,109461,0.6
2002-12-01,NA,836,71,65,NA,3.50,79,NA,8.10,1842691481,Fiji,33.40,62.90,3.70,816237,48.70,Oceania,2.00,2.40,NA,79000000,384000000,0.1,NA,0.1
2002-12-01,NA,NA,78,73,NA,NA,NA,NA,NA,NA,Guam,30.20,64.10,5.80,157241,93.30,Oceania,NA,2.10,NA,NA,NA,0.3,NA,0.4
2002-12-01,NA,84,NA,NA,NA,18.20,418,NA,NA,124735072,Islas Marshall,NA,NA,NA,52161,69.00,Oceania,3.30,NA,NA,300000,3400000,0,NA,0
2002-12-01,NA,172,66,63,NA,6.10,48,NA,14.60,341663054,Islas Salomon,41.60,55.50,2.90,434880,16.60,Oceania,2.90,3.50,NA,8500000,800000,0,NA,0
2002-12-01,NA,40,68,63,NA,8.80,76,NA,NA,72259046,Kiribati,38.90,57.60,3.50,85799,43.50,Oceania,5.20,2.70,NA,NA,NA,0,NA,0
2002-12-01,NA,147,68,67,NA,7.90,178,NA,15.30,241543396,Micronesia,39.50,56.60,3.90,106983,22.30,Oceania,4.00,2.80,NA,5000000,17000000,0.1,NA,0
2002-12-01,NA,2428,79,71,NA,NA,NA,NA,NA,NA,Nueva Caledonia,28.10,65.70,6.20,221490,62.60,Oceania,NA,1.90,NA,104000000,156000000,0.2,NA,0.4
2002-12-01,NA,33201,81,77,NA,8.00,1244,NA,7.20,66021205382,Nueva Zelanda,22.30,65.90,11.80,3948500,85.90,Oceania,0.60,1.40,NA,1386000000,3159000000,0.6,17119,0.6
2002-12-01,NA,3513,62,57,NA,4.60,24,NA,13.90,2999542369,Papua Nueva Guinea,40.20,57.30,2.50,5660267,13.20,Oceania,5.70,3.40,NA,60000000,2800000,0,NA,0
2002-12-01,NA,737,76,70,NA,NA,NA,NA,NA,NA,Polinesia Francesa,30.30,65.20,4.50,245032,55.90,Oceania,NA,1.90,NA,264000000,471000000,0.1,NA,0.2
2002-12-01,NA,143,73,67,NA,5.50,83,NA,11.40,256677700,Samoa,40.40,55.00,4.60,176592,21.90,Oceania,1.80,3.00,NA,NA,45000000,0,NA,0
2002-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Samoa Americana,NA,NA,NA,58729,88.40,Oceania,NA,NA,NA,NA,NA,NA,NA,0
2002-12-01,NA,147,73,69,NA,5.00,92,NA,11.40,181801947,Tonga,38.20,55.90,5.90,99083,23.10,Oceania,1.50,2.90,NA,3200000,5900000,0,NA,0
2002-12-01,NA,84,70,67,NA,3.80,52,NA,7.40,262603782,Vanuatu,40.80,56.00,3.30,193950,22.20,Oceania,1.90,3.10,NA,11000000,72000000,0,NA,0
2002-12-01,NA,326407,75,71,NA,4.30,375,NA,NA,188551196399,Arabia Saudita,36.80,59.80,3.40,21825217,80.30,Oriente Medio,1.80,2.50,NA,7370000000,NA,0.1,116953,0.2
2002-12-01,NA,15698,76,74,NA,3.90,510,NA,8.40,9632411109,Bahrein,30.10,67.50,2.40,732541,88.40,Oriente Medio,1.00,2.00,NA,550000000,985000000,0.2,6433,0.5
2002-12-01,NA,84704,76,74,NA,2.70,917,NA,NA,109816204634,Emiratos arabes Unidos,24.30,74.60,1.00,3223969,81.10,Oriente Medio,0.90,1.60,NA,3651000000,1332000000,0.3,40578,0.8
2002-12-01,NA,87260,73,68,NA,1.40,9,NA,NA,NA,Irak,42.40,54.10,3.50,25238267,68.60,Oriente Medio,3.50,3.50,NA,26000000,45000000,0,27981,0
2002-12-01,NA,402178,72,69,NA,5.10,102,NA,NA,116420833374,Iran,30.80,64.70,4.50,67727274,65.50,Oriente Medio,2.60,1.80,NA,3990000000,1607000000,0,138011,0
2002-12-01,NA,63146,82,78,NA,7.80,1334,NA,9.90,112974376293,Israel,28.00,62.00,10.00,6570000,91.30,Oriente Medio,0.50,2.10,NA,3322000000,2426000000,0.2,18809,1
2002-12-01,NA,16887,74,71,NA,9.70,189,NA,10.20,9580161951,Jordania,39.00,57.90,3.10,5038000,80.40,Oriente Medio,2.20,3.10,NA,504000000,1254000000,0.1,5060,0.2
2002-12-01,NA,52753,74,73,NA,3.60,661,NA,6.50,38138801497,Kuwait,25.60,71.00,3.40,2048232,98.10,Oriente Medio,1.10,2.20,NA,3412000000,320000000,0.1,20639,0.6
2002-12-01,NA,16039,77,74,NA,10.00,546,NA,16.60,19152238806,Libano,28.40,64.30,7.20,3515604,86.20,Oriente Medio,1.50,1.70,NA,2683000000,4284000000,0.1,5220,0.2
2002-12-01,NA,25471,75,71,NA,3.20,278,NA,8.50,20049414986,Oman,36.60,60.90,2.40,2308409,71.50,Oriente Medio,1.30,2.30,NA,702000000,539000000,0.1,8818,0.2
2002-12-01,NA,28482,78,76,NA,2.70,833,NA,NA,19363735706,Qatar,26.80,71.60,1.60,629745,96.70,Oriente Medio,1.00,1.80,NA,423000000,285000000,0.1,13711,0.4
2002-12-01,NA,39068,76,72,NA,4.90,57,NA,9.00,21582248882,Siria,40.00,56.70,3.40,16994676,52.70,Oriente Medio,1.80,2.90,NA,760000000,970000000,0,16735,0
2002-12-01,NA,15764,62,60,NA,4.20,27,NA,17.70,10693278292,Yemen,47.60,49.70,2.80,18551068,27.30,Oriente Medio,6.40,3.80,NA,135000000,38000000,0,5100,0
2003-12-01,25,92533,71,68,NA,3.60,74,NA,8.10,67863832648,Algeria,30.70,65.10,4.20,33003442,62.30,africa,3.10,2.00,NA,255000000,112000000,0,30698,0
2003-12-01,119,9065,49,46,NA,4.90,45,NA,96.10,14188949240,Angola,47.70,49.80,2.50,15421075,34.60,africa,12.50,5.00,NA,49000000,63000000,0,9004,0
2003-12-01,32,2321,58,55,NA,4.60,21,NA,NA,3557229702,Benin,44.90,52.20,2.80,7665681,39.30,africa,8.20,4.10,NA,53000000,108000000,0,2386,0
2003-12-01,107,4265,48,47,NA,4.30,190,NA,16.40,7511538765,Botsuana,36.70,60.20,3.10,1832602,54.60,africa,5.10,2.60,NA,235000000,459000000,0,1907,0.2
2003-12-01,40,1078,53,51,NA,5.50,19,NA,NA,4205691122,Burkina Faso,46.60,50.80,2.60,12659086,20.00,africa,9.10,4.50,NA,50000000,38000000,0,NA,0
2003-12-01,13,165,50,48,NA,7.20,6,NA,18.20,784654424,Burundi,46.80,50.40,2.80,7264340,8.90,africa,8.20,4.30,NA,15000000,1200000,0,NA,0
2003-12-01,45,3795,53,51,NA,4.90,39,NA,18.00,13621809574,Camerun,44.70,52.00,3.30,17223277,47.30,africa,8.40,4.10,NA,272000000,266000000,0,6766,0.1
2003-12-01,64,381,48,46,NA,5.80,17,NA,18.00,2736666451,Chad,49.20,48.10,2.70,9311234,21.70,africa,10.30,5.00,NA,NA,NA,0,NA,0
2003-12-01,NA,99,60,57,NA,3.60,21,NA,11.80,324470869,Comoros,41.40,55.60,3.00,570491,27.90,africa,7.20,3.90,NA,8000000,16000000,0,NA,0
2003-12-01,166,1698,49,46,NA,5.10,6,NA,NA,8937565919,Congo (Kinshasa),46.40,50.80,2.80,50972323,36.50,africa,11.10,4.70,NA,NA,NA,0,18503,0
2003-12-01,37,1085,54,52,NA,2.60,27,NA,18.00,3495868725,Congo (Kinshasa),42.10,54.40,3.60,3363418,60.10,africa,7.00,3.90,NA,118000000,30000000,0,999,0.1
2003-12-01,62,5460,47,46,NA,5.10,42,NA,NA,13737482343,Costa de Marfil,42.20,54.80,2.90,16909801,45.50,africa,9.40,3.70,NA,551000000,76000000,0,6578,0.1
2003-12-01,37,147963,72,67,NA,5.60,56,NA,13.50,82923680622,Egipto,33.50,61.00,5.40,69432477,42.90,africa,2.90,2.40,NA,1465000000,4704000000,0,48971,0.1
2003-12-01,NA,726,60,55,NA,3.20,6,NA,NA,870247702,Eritrea,44.60,53.50,1.90,4472533,18.30,africa,5.10,4.00,NA,NA,74000000,NA,804,NA
2003-12-01,46,4947,55,54,NA,4.90,6,NA,7.00,8465744001,Etiopia,46.50,50.40,3.10,71989666,15.30,africa,7.90,4.10,NA,63000000,336000000,0,27648,0
2003-12-01,NA,1335,61,58,NA,3.80,174,NA,18.00,6054883172,Gabon,39.90,54.30,5.70,1315820,82.20,africa,5.30,3.30,NA,239000000,84000000,0,1593,0.2
2003-12-01,NA,315,57,55,NA,4.20,15,NA,29.30,487038678,Gambia,45.90,51.50,2.60,1348548,50.60,africa,5.90,4.50,NA,8000000,58000000,0,NA,0.1
2003-12-01,22,7631,59,57,NA,4.80,18,NA,NA,7632720680,Ghana,40.70,56.10,3.20,20301686,46.00,africa,6.00,3.40,NA,216000000,441000000,0,8226,0
2003-12-01,40,1342,52,52,NA,4.90,18,NA,NA,3446442219,Guinea,43.80,52.90,3.30,9204581,32.10,africa,9.20,4.10,NA,36000000,NA,0,NA,0
2003-12-01,NA,6018,49,47,NA,2.00,101,NA,18.00,2484745876,Guinea Ecuatorial,41.50,55.10,3.40,568552,38.80,africa,9.20,3.80,NA,NA,NA,0,NA,0.1
2003-12-01,NA,194,53,51,NA,5.80,20,NA,NA,465414408,Guinea-Bissau,43.10,53.90,3.00,1360559,39.20,africa,10.10,4.10,NA,21300000,2400000,0,NA,0
2003-12-01,60,6755,54,52,NA,4.40,20,NA,16.60,14904504019,Kenia,43.20,54.10,2.80,33905011,20.90,africa,6.50,3.90,NA,127000000,619000000,0,14769,0
2003-12-01,93,NA,44,44,NA,7.10,36,NA,16.00,969181551,Lesoto,40.40,55.00,4.60,1898757,21.10,africa,8.30,3.00,NA,242000000,21000000,0,NA,0.1
2003-12-01,NA,532,54,53,NA,3.40,5,NA,17.10,409000000,Liberia,43.20,53.70,3.00,3124222,45.40,africa,9.70,4.10,NA,NA,NA,0,NA,0
2003-12-01,NA,49167,75,71,NA,4.10,194,NA,7.00,24062500000,Libia,31.50,64.40,4.10,5422612,76.70,africa,2.20,2.30,NA,689000000,243000000,0,17441,0
2003-12-01,67,1701,62,59,NA,4.80,15,NA,24.30,5474030228,Madagascar,45.20,51.80,2.90,17245275,27.90,africa,6.10,3.90,NA,67000000,119000000,0,NA,0
2003-12-01,45,957,47,47,NA,6.30,13,NA,48.90,2424656666,Malawi,46.10,50.90,3.00,12238739,14.90,africa,8.40,4.30,NA,70000000,66000000,0,NA,0
2003-12-01,41,539,50,51,NA,6.20,24,NA,NA,4362439887,Mali,46.20,50.60,3.20,11219737,30.50,africa,10.50,4.80,NA,94000000,136000000,0,NA,0
2003-12-01,36,37561,70,67,NA,5.30,88,NA,12.60,49822651702,Marruecos,32.00,63.10,4.90,29586937,54.30,africa,3.80,2.10,NA,845000000,3802000000,0,11018,0.2
2003-12-01,NA,3146,76,69,NA,3.90,188,NA,21.00,5609836354,Mauricio,24.90,68.70,6.40,1222811,42.00,africa,1.40,1.60,NA,236000000,960000000,0.1,NA,0.4
2003-12-01,82,1474,62,59,NA,5.40,23,NA,21.00,1563072653,Mauritania,42.00,54.80,3.20,2965667,51.60,africa,7.60,3.70,NA,NA,NA,0,NA,0.1
2003-12-01,153,1918,49,46,NA,6.40,15,NA,24.70,4666197195,Mozambique,44.40,52.50,3.20,19873460,29.60,africa,9.90,4.50,NA,141000000,106000000,0,8063,0
2003-12-01,85,1874,56,52,NA,6.50,162,NA,14.70,4931280096,Namibia,40.10,56.50,3.30,1981237,34.70,africa,4.90,3.00,NA,101000000,383000000,0,1076,0.1
2003-12-01,35,880,53,53,NA,6.80,15,NA,NA,2731416281,Niger,48.60,48.90,2.50,12254040,16.50,africa,9.00,5.20,NA,39000000,28000000,0,NA,0
2003-12-01,36,93138,48,47,NA,7.50,39,NA,20.70,67655840108,Nigeria,43.50,53.80,2.80,132550146,37.40,africa,10.30,4.30,NA,2076000000,58000000,0,99007,0
2003-12-01,22,235,46,43,NA,4.40,13,NA,18.00,1139754772,Republica Centroafricana,42.10,53.90,4.00,3829636,37.90,africa,11.20,3.80,NA,31000000,4000000,0,NA,0
2003-12-01,18,682,53,51,NA,6.30,13,NA,17.10,1845979351,Ruanda,45.20,52.10,2.70,9126167,17.60,africa,8.30,3.90,NA,26000000,30000000,0,NA,0
2003-12-01,NA,66,66,62,NA,11.80,78,NA,29.60,101315400,Santo Tome y Principe,42.60,53.40,4.00,147455,56.30,africa,5.20,3.70,NA,1800000,7400000,0.1,NA,0
2003-12-01,59,5013,61,58,NA,5.40,35,NA,NA,6858952717,Senegal,44.50,52.40,3.20,10673535,40.80,africa,6.20,3.90,NA,129000000,269000000,0,2556,0.1
2003-12-01,NA,557,76,66,NA,4.80,403,NA,10.60,703096503,Seychelles,25.80,66.40,7.80,82800,50.60,africa,1.20,1.80,NA,54000000,258000000,0.1,NA,0.6
2003-12-01,26,653,41,40,NA,15.50,45,NA,20.00,1371442566,Sierra Leona,42.80,54.80,2.40,4712763,36.40,africa,13.30,4.30,NA,38000000,60000000,0,NA,0
2003-12-01,NA,576,53,50,NA,NA,NA,NA,NA,NA,Somalia,47.60,49.50,2.90,8037706,34.40,africa,10.50,4.70,NA,NA,NA,0,NA,0
2003-12-01,NA,1041,46,46,NA,5.80,98,NA,14.60,1854020496,Suazilandia,43.00,53.90,3.10,1087929,22.30,africa,8.20,3.20,NA,23000000,70000000,0,NA,0.1
2003-12-01,38,380811,54,51,NA,8.60,310,NA,15.00,168219325184,Sudafrica,31.60,64.50,3.90,46409243,58.40,africa,5.30,2.30,NA,3655000000,6674000000,0.1,117374,0.4
2003-12-01,NA,9072,61,57,NA,3.80,23,NA,NA,17646271397,Sudan,43.50,53.50,3.00,29973979,32.70,africa,6.40,3.90,NA,119000000,17000000,0,14725,0
2003-12-01,NA,NA,51,49,NA,NA,NA,NA,NA,NA,Sudan del Sur,44.40,52.50,3.10,7449905,16.90,africa,9.50,4.10,NA,NA,NA,NA,NA,NA
2003-12-01,28,3806,53,51,NA,3.70,12,NA,14.50,11659129815,Tanzania,44.60,52.40,3.00,36760831,23.60,africa,6.60,4.20,NA,375000000,654000000,0,15491,0
2003-12-01,65,1463,55,53,NA,5.60,18,NA,NA,1673690390,Togo,43.30,53.90,2.80,5258956,34.30,africa,7.20,3.90,NA,37000000,26000000,0,2303,0
2003-12-01,11,21397,75,71,NA,5.40,151,NA,NA,27453084983,Tunez,27.20,66.30,6.50,9839800,64.60,africa,2.20,1.70,NA,355000000,1935000000,0.1,8028,0.2
2003-12-01,34,1709,51,51,NA,7.60,18,NA,18.90,6336696289,Uganda,49.40,48.10,2.60,26838428,12.50,africa,7.70,4.70,NA,NA,185000000,0,NA,0
2003-12-01,NA,407,59,56,NA,6.20,50,NA,11.30,622044666,Yibuti,39.00,57.80,3.20,755085,76.70,africa,7.50,2.90,NA,9900000,6900000,0,NA,0
2003-12-01,35,2101,45,44,NA,6.70,27,NA,40.60,4341841414,Zambia,46.40,50.90,2.70,10894519,35.80,africa,8.60,4.50,NA,115000000,88000000,0,6828,0
2003-12-01,97,10627,42,43,NA,NA,NA,NA,97.30,5727591778,Zimbabue,41.60,54.90,3.50,12673103,34.50,africa,5.80,3.20,NA,NA,61000000,0.1,9500,0
2003-12-01,NA,583,57,55,NA,10.00,18,NA,NA,4583648922,Afganistan,49.40,48.50,2.00,23116142,22.20,Asia,8.80,4.70,NA,NA,NA,0,NA,0
2003-12-01,18,3429,76,69,NA,5.60,51,NA,20.80,2807061009,Armenia,23.30,65.50,11.20,3036032,64.30,Asia,2.30,1.40,NA,97000000,90000000,0,1981,0
2003-12-01,105,30616,71,65,NA,6.60,57,NA,15.50,7275766111,Azerbaiyan,28.00,65.80,6.20,8234100,52.00,Asia,5.00,1.40,NA,120000000,70000000,NA,12158,0.1
2003-12-01,50,33883,67,66,NA,3.00,11,NA,16.00,51913661485,Banglades,35.40,60.50,4.20,139185986,25.40,Asia,5.60,2.50,NA,389000000,59000000,0,21713,0
2003-12-01,NA,5357,79,75,NA,3.10,575,NA,5.50,6557333067,Brunei,29.50,67.50,3.00,353649,72.60,Asia,0.80,2.10,NA,469000000,124000000,0.2,2505,0.5
2003-12-01,62,378,63,62,NA,5.10,51,NA,15.00,622026107,Butan,36.50,59.50,4.00,616383,28.70,Asia,5.10,2.50,NA,NA,8000000,0,NA,0
2003-12-01,94,2380,68,62,NA,7.30,26,NA,NA,4658246907,Camboya,37.90,58.00,4.10,12934369,18.90,Asia,6.30,2.60,NA,60000000,441000000,0,4115,0
2003-12-01,48,4525177,75,72,NA,4.80,61,NA,5.30,1640958734582,China,22.50,70.20,7.40,1288400000,39.80,Asia,2.40,1.20,NA,16716000000,18707000000,0.1,1427554,0.2
2003-12-01,NA,77777,71,64,NA,NA,NA,NA,NA,NA,Corea del Norte,25.30,67.90,6.80,23449180,59.60,Asia,3.00,1.60,NA,NA,NA,NA,20027,NA
2003-12-01,17,466215,81,74,NA,5.20,695,NA,6.20,680520807982,Corea del Sur,19.90,71.60,8.50,47859311,80.70,Asia,0.50,1.00,NA,11063000000,7005000000,0.7,202717,0.7
2003-12-01,49,71532,71,64,NA,3.20,33,NA,9.50,83908205720,Filipinas,37.70,59.00,3.30,82604681,47.10,Asia,2.90,2.80,NA,1649000000,1821000000,0,38822,0.3
2003-12-01,25,3773,76,69,NA,8.50,74,NA,23.80,3991374540,Georgia,19.70,66.40,13.90,4328900,52.40,Asia,2.60,1.20,NA,170000000,172000000,0,2705,0.2
2003-12-01,11,40066,84,79,NA,NA,NA,NA,5.00,161384522525,Hong Kong,15.50,72.80,11.70,6730800,100.00,Asia,NA,0.70,NA,11447000000,9004000000,0.5,13608,1.1
2003-12-01,89,1281914,65,62,NA,4.30,24,NA,11.50,618356467438,India,33.00,62.40,4.60,1093786762,28.60,Asia,6.00,2.40,NA,4385000000,4560000000,0,489507,0
2003-12-01,168,316792,70,66,NA,2.50,27,NA,16.90,234772458818,Indonesia,30.10,65.10,4.80,218145617,44.40,Asia,3.60,2.10,NA,4427000000,4461000000,0,165366,0.1
2003-12-01,31,1237429,85,78,NA,8.00,2693,NA,1.80,4302939184964,Japon,14.10,67.20,18.80,127718000,83.20,Asia,0.30,0.90,NA,36505000000,11475000000,0.5,506237,0.7
2003-12-01,26,153816,72,61,NA,3.70,77,NA,NA,30833692831,Kazajistan,25.70,67.00,7.40,14909018,55.10,Asia,3.20,1.70,NA,783000000,638000000,0,43041,0.1
2003-12-01,21,5328,72,65,NA,5.40,21,NA,19.10,1919012781,Kirguistan,32.60,61.70,5.70,5043300,35.30,Asia,3.70,2.10,NA,35000000,62000000,0,2584,0
2003-12-01,153,1129,65,62,NA,4.90,18,NA,30.50,2023324407,Laos,41.80,54.50,3.70,5619069,25.10,Asia,7.50,2.90,NA,5000000,77000000,0,NA,0
2003-12-01,NA,1536,81,76,NA,NA,NA,NA,6.00,7926373572,Macao,19.70,73.00,7.40,450711,100.00,Asia,NA,0.80,NA,471000000,5225000000,0.3,NA,0.8
