Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2013-01-03;ORIENTE;GUAVIO;16,69;3.896.600,00;91,68%
2013-01-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.491.900,00;73,08%
2013-01-03;VALLE;ALTOANCHICAYA;24,47;2.594.500,00;59,78%
2013-01-03;VALLE;CALIMA;3,23;148.600,00;29,14%
2013-01-03;VALLE;CAUCA SALVAJINA;73,57;1.759.100,00;43,65%
2013-01-03;VALLE;DIGUA;18,76;239.600,00;55,72%
2013-01-03;VALLE;FLORIDA II;6,15;123.000,00;94,62%
2013-01-04;ANTIOQUIA;A. SAN LORENZO;19,12;4.439.200,00;78,85%
2013-01-04;ANTIOQUIA;CONCEPCION;4,08;1.285.000,00;79,32%
2013-01-04;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,81;1.516.800,00;60,19%
2013-01-04;ANTIOQUIA;GRANDE;15,65;4.804.000,00;66,82%
2013-01-04;ANTIOQUIA;GUADALUPE;10,93;3.446.900,00;78,52%
2013-01-04;ANTIOQUIA;GUATAPE;8,33;1.414.100,00;34,57%
2013-01-04;ANTIOQUIA;MIEL I;75,90;3.467.000,00;90,52%
2013-01-04;ANTIOQUIA;NARE;22,42;7.956.200,00;61,92%
2013-01-04;ANTIOQUIA;PORCE II;51,89;6.303.800,00;93,67%
2013-01-04;ANTIOQUIA;PORCE III;0,65;48.000,00;3,12%
2013-01-04;ANTIOQUIA;SAN CARLOS;22,63;2.979.300,00;127,87%
2013-01-04;ANTIOQUIA;TENCHE;2,16;681.800,00;80,21%
2013-01-04;CARIBE;SINU URRA;116,92;1.327.000,00;68,40%
2013-01-04;CENTRO;BOGOTA N.R.;0,00;;
2013-01-04;CENTRO;MAGDALENA BETANIA;175,35;2.640.400,00;61,98%
2013-01-04;CENTRO;PRADO;11,95;141.200,00;25,67%
2013-01-04;ORIENTE;BATA;11,25;2.060.800,00;78,36%
2013-01-04;ORIENTE;CHUZA;1,77;704.000,00;61,75%
2013-01-04;ORIENTE;GUAVIO;15,75;3.677.200,00;86,52%
2013-01-04;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.186.100,00;64,11%
2013-01-04;VALLE;ALTOANCHICAYA;25,39;2.692.000,00;62,03%
2013-01-04;VALLE;CALIMA;6,52;300.000,00;58,82%
2013-01-04;VALLE;CAUCA SALVAJINA;73,33;1.753.400,00;43,51%
2013-01-04;VALLE;DIGUA;18,90;241.400,00;56,14%
2013-01-04;VALLE;FLORIDA II;6,20;124.000,00;95,38%
2013-01-05;ANTIOQUIA;A. SAN LORENZO;18,26;4.241.100,00;75,33%
2013-01-05;ANTIOQUIA;CONCEPCION;4,06;1.279.600,00;78,99%
2013-01-05;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,74;1.493.400,00;59,26%
2013-01-05;ANTIOQUIA;GRANDE;19,06;5.853.200,00;81,41%
2013-01-05;ANTIOQUIA;GUADALUPE;10,79;3.402.400,00;77,50%
2013-01-05;ANTIOQUIA;GUATAPE;13,45;2.282.700,00;55,81%
2013-01-05;ANTIOQUIA;MIEL I;68,69;3.137.500,00;81,92%
2013-01-05;ANTIOQUIA;NARE;23,04;8.175.800,00;63,62%
2013-01-05;ANTIOQUIA;PORCE II;51,96;6.312.600,00;93,80%
2013-01-05;ANTIOQUIA;PORCE III;3,66;269.700,00;17,51%
2013-01-05;ANTIOQUIA;SAN CARLOS;20,53;2.702.900,00;116,00%
2013-01-05;ANTIOQUIA;TENCHE;2,66;838.800,00;98,68%
2013-01-05;CARIBE;SINU URRA;129,73;1.472.400,00;75,90%
2013-01-05;CENTRO;BOGOTA N.R.;0,00;;
2013-01-05;CENTRO;MAGDALENA BETANIA;188,58;2.839.600,00;66,66%
2013-01-05;CENTRO;PRADO;11,96;141.300,00;25,69%
2013-01-05;ORIENTE;BATA;12,21;2.111.200,00;80,27%
2013-01-05;ORIENTE;CHUZA;2,12;843.200,00;73,96%
2013-01-05;ORIENTE;GUAVIO;15,38;3.590.800,00;84,49%
2013-01-05;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.248.700,00;65,94%
2013-01-05;VALLE;ALTOANCHICAYA;22,01;2.333.700,00;53,77%
2013-01-05;VALLE;CALIMA;6,45;296.800,00;58,20%
2013-01-05;VALLE;CAUCA SALVAJINA;66,27;1.584.600,00;39,32%
2013-01-05;VALLE;DIGUA;16,02;204.600,00;47,58%
2013-01-05;VALLE;FLORIDA II;6,20;124.000,00;95,38%
2013-01-06;ANTIOQUIA;A. SAN LORENZO;17,73;4.116.800,00;73,12%
2013-01-06;ANTIOQUIA;CONCEPCION;4,04;1.273.000,00;78,58%
2013-01-06;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,64;1.461.600,00;58,00%
2013-01-06;ANTIOQUIA;GRANDE;12,13;3.723.400,00;51,79%
2013-01-06;ANTIOQUIA;GUADALUPE;10,66;3.360.800,00;76,56%
2013-01-06;ANTIOQUIA;GUATAPE;17,09;2.901.600,00;70,94%
2013-01-06;ANTIOQUIA;MIEL I;56,67;2.588.400,00;67,58%
2013-01-06;ANTIOQUIA;NARE;21,40;7.592.500,00;59,09%
2013-01-06;ANTIOQUIA;PORCE II;59,64;7.245.100,00;107,65%
2013-01-06;ANTIOQUIA;PORCE III;33,27;2.455.000,00;159,42%
2013-01-06;ANTIOQUIA;SAN CARLOS;20,20;2.659.100,00;114,12%
2013-01-06;ANTIOQUIA;TENCHE;1,53;483.100,00;56,84%
2013-01-06;CARIBE;SINU URRA;100,82;1.144.300,00;58,98%
2013-01-06;CENTRO;BOGOTA N.R.;4,46;1.774.000,00;51,27%
2013-01-06;CENTRO;MAGDALENA BETANIA;169,63;2.554.200,00;59,96%
2013-01-06;CENTRO;PRADO;11,96;141.300,00;25,69%
2013-01-06;ORIENTE;BATA;13,64;2.401.500,00;91,31%
2013-01-06;ORIENTE;CHUZA;1,51;600.600,00;52,68%
2013-01-06;ORIENTE;GUAVIO;14,23;3.322.300,00;78,17%
2013-01-06;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.293.200,00;67,25%
2013-01-06;VALLE;ALTOANCHICAYA;20,11;2.132.200,00;49,13%
2013-01-06;VALLE;CALIMA;10,88;500.600,00;98,16%
2013-01-06;VALLE;CAUCA SALVAJINA;65,97;1.577.400,00;39,14%
2013-01-06;VALLE;DIGUA;34,20;436.700,00;101,56%
2013-01-06;VALLE;FLORIDA II;6,20;124.000,00;95,38%
2013-01-07;ANTIOQUIA;A. SAN LORENZO;17,57;4.080.400,00;72,48%
2013-01-07;ANTIOQUIA;CONCEPCION;7,09;2.237.000,00;138,09%
2013-01-07;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,58;1.444.200,00;57,31%
2013-01-07;ANTIOQUIA;GRANDE;14,97;4.596.400,00;63,93%
2013-01-07;ANTIOQUIA;GUADALUPE;8,06;2.542.900,00;57,92%
2013-01-07;ANTIOQUIA;GUATAPE;16,43;2.789.200,00;68,20%
2013-01-07;ANTIOQUIA;MIEL I;51,34;2.345.000,00;61,23%
2013-01-07;ANTIOQUIA;NARE;17,81;6.318.700,00;49,17%
2013-01-07;ANTIOQUIA;PORCE II;46,82;5.688.300,00;84,52%
2013-01-07;ANTIOQUIA;PORCE III;9,10;671.400,00;43,60%
2013-01-07;ANTIOQUIA;SAN CARLOS;19,70;2.594.100,00;111,33%
2013-01-07;ANTIOQUIA;TENCHE;1,64;517.800,00;60,92%
2013-01-07;CARIBE;SINU URRA;91,34;1.036.700,00;53,44%
2013-01-07;CENTRO;BOGOTA N.R.;0,00;;
2013-01-07;CENTRO;MAGDALENA BETANIA;162,79;2.451.200,00;57,54%
2013-01-07;CENTRO;PRADO;11,96;141.300,00;25,69%
2013-01-07;ORIENTE;BATA;9,92;2.037.300,00;77,46%
2013-01-07;ORIENTE;CHUZA;1,49;592.700,00;51,99%
2013-01-07;ORIENTE;GUAVIO;14,51;3.387.700,00;79,71%
2013-01-07;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.993.900,00;58,47%
2013-01-07;VALLE;ALTOANCHICAYA;17,18;1.821.500,00;41,97%
2013-01-07;VALLE;CALIMA;4,36;200.600,00;39,33%
2013-01-07;VALLE;CAUCA SALVAJINA;61,18;1.462.900,00;36,30%
2013-01-07;VALLE;DIGUA;17,86;228.100,00;53,05%
2013-01-07;VALLE;FLORIDA II;6,20;124.000,00;95,38%
2013-01-08;ANTIOQUIA;A. SAN LORENZO;17,17;3.987.700,00;70,83%
2013-01-08;ANTIOQUIA;CONCEPCION;4,02;1.267.600,00;78,25%
2013-01-08;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,48;1.412.700,00;56,06%
2013-01-08;ANTIOQUIA;GRANDE;13,85;4.254.000,00;59,17%
2013-01-08;ANTIOQUIA;GUADALUPE;6,36;2.006.200,00;45,70%
2013-01-08;ANTIOQUIA;GUATAPE;14,93;2.534.300,00;61,96%
2013-01-08;ANTIOQUIA;MIEL I;47,27;2.159.300,00;56,38%
2013-01-08;ANTIOQUIA;NARE;21,10;7.487.800,00;58,27%
2013-01-08;ANTIOQUIA;PORCE II;38,41;4.665.700,00;69,33%
2013-01-08;ANTIOQUIA;PORCE III;0,03;2.000,00;0,13%
2013-01-08;ANTIOQUIA;SAN CARLOS;19,26;2.535.900,00;108,84%
2013-01-08;ANTIOQUIA;TENCHE;1,34;421.900,00;49,64%
2013-01-08;CARIBE;SINU URRA;65,33;741.500,00;38,22%
2013-01-08;CENTRO;BOGOTA N.R.;2,88;1.145.500,00;33,11%
2013-01-08;CENTRO;MAGDALENA BETANIA;35,59;535.900,00;12,58%
2013-01-08;CENTRO;PRADO;7,58;89.500,00;16,27%
2013-01-08;ORIENTE;BATA;7,53;1.785.600,00;67,89%
2013-01-08;ORIENTE;CHUZA;1,02;405.700,00;35,59%
2013-01-08;ORIENTE;GUAVIO;13,76;3.212.600,00;75,59%
2013-01-08;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.809.700,00;53,07%
2013-01-08;VALLE;ALTOANCHICAYA;19,09;2.024.100,00;46,64%
2013-01-08;VALLE;CALIMA;4,36;200.600,00;39,33%
2013-01-08;VALLE;CAUCA SALVAJINA;61,15;1.462.200,00;36,28%
2013-01-08;VALLE;DIGUA;13,77;175.800,00;40,88%
2013-01-08;VALLE;FLORIDA II;5,77;115.400,00;88,77%
2013-01-09;ANTIOQUIA;A. SAN LORENZO;16,83;3.907.600,00;69,41%
2013-01-09;ANTIOQUIA;CONCEPCION;4,04;1.274.600,00;78,68%
2013-01-09;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,37;1.378.000,00;54,68%
2013-01-09;ANTIOQUIA;GRANDE;14,37;4.413.400,00;61,38%
2013-01-09;ANTIOQUIA;GUADALUPE;2,94;927.700,00;21,13%
2013-01-09;ANTIOQUIA;GUATAPE;11,55;1.961.500,00;47,96%
2013-01-09;ANTIOQUIA;MIEL I;43,95;2.007.400,00;52,41%
2013-01-09;ANTIOQUIA;NARE;14,47;5.133.600,00;39,95%
2013-01-09;ANTIOQUIA;PORCE II;48,92;5.943.200,00;88,31%
2013-01-09;ANTIOQUIA;PORCE III;10,65;785.500,00;51,01%
2013-01-09;ANTIOQUIA;SAN CARLOS;17,77;2.339.500,00;100,41%
2013-01-09;ANTIOQUIA;TENCHE;3,26;1.027.700,00;120,91%
2013-01-09;CARIBE;SINU URRA;54,42;617.600,00;31,84%
2013-01-09;CENTRO;BOGOTA N.R.;0,00;;
2013-01-09;CENTRO;MAGDALENA BETANIA;128,99;1.942.300,00;45,59%
2013-01-09;CENTRO;PRADO;8,65;102.200,00;18,58%
2013-01-09;ORIENTE;BATA;18,06;2.326.000,00;88,44%
2013-01-09;ORIENTE;CHUZA;1,01;401.700,00;35,24%
2013-01-09;ORIENTE;GUAVIO;10,92;2.549.500,00;59,99%
2013-01-09;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.733.100,00;50,82%
2013-01-09;VALLE;ALTOANCHICAYA;18,05;1.913.800,00;44,10%
2013-01-09;VALLE;CALIMA;1,52;69.900,00;13,71%
2013-01-09;VALLE;CAUCA SALVAJINA;56,74;1.356.700,00;33,67%
2013-01-09;VALLE;DIGUA;16,68;213.000,00;49,53%
2013-01-09;VALLE;FLORIDA II;5,24;104.800,00;80,62%
2013-01-10;ANTIOQUIA;A. SAN LORENZO;16,79;3.899.700,00;69,27%
2013-01-10;ANTIOQUIA;CONCEPCION;4,05;1.278.400,00;78,91%
2013-01-10;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,38;1.381.500,00;54,82%
2013-01-10;ANTIOQUIA;GRANDE;14,99;4.601.600,00;64,00%
2013-01-10;ANTIOQUIA;GUADALUPE;10,37;3.269.400,00;74,47%
2013-01-10;ANTIOQUIA;GUATAPE;12,57;2.134.500,00;52,19%
2013-01-10;ANTIOQUIA;MIEL I;41,75;1.906.900,00;49,79%
2013-01-10;ANTIOQUIA;NARE;20,23;7.177.700,00;55,86%
2013-01-10;ANTIOQUIA;PORCE II;51,75;6.287.100,00;93,42%
2013-01-10;ANTIOQUIA;PORCE III;2,75;202.700,00;13,16%
2013-01-10;ANTIOQUIA;SAN CARLOS;17,20;2.264.200,00;97,18%
2013-01-10;ANTIOQUIA;TENCHE;3,17;999.600,00;117,60%
2013-01-10;CARIBE;SINU URRA;73,28;831.700,00;42,87%
2013-01-10;CENTRO;BOGOTA N.R.;0,00;;
2013-01-10;CENTRO;MAGDALENA BETANIA;141,01;2.123.300,00;49,84%
2013-01-10;CENTRO;PRADO;5,50;65.000,00;11,82%
2013-01-10;ORIENTE;BATA;12,55;2.111.200,00;80,27%
2013-01-10;ORIENTE;CHUZA;1,09;433.500,00;38,03%
2013-01-10;ORIENTE;GUAVIO;12,72;2.969.800,00;69,88%
2013-01-10;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.923.300,00;56,40%
2013-01-10;VALLE;ALTOANCHICAYA;16,92;1.794.000,00;41,34%
2013-01-10;VALLE;CALIMA;6,52;300.000,00;58,82%
2013-01-10;VALLE;CAUCA SALVAJINA;54,58;1.305.100,00;32,38%
2013-01-10;VALLE;DIGUA;13,82;176.500,00;41,05%
2013-01-10;VALLE;FLORIDA II;5,24;104.800,00;80,62%
2013-01-11;ANTIOQUIA;A. SAN LORENZO;16,67;3.870.200,00;68,74%
2013-01-11;ANTIOQUIA;CONCEPCION;4,06;1.280.300,00;79,03%
2013-01-11;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,37;1.376.400,00;54,62%
2013-01-11;ANTIOQUIA;GRANDE;13,17;4.043.100,00;56,23%
2013-01-11;ANTIOQUIA;GUADALUPE;10,36;3.267.800,00;74,44%
2013-01-11;ANTIOQUIA;GUATAPE;14,16;2.404.600,00;58,79%
2013-01-11;ANTIOQUIA;MIEL I;40,05;1.829.500,00;47,77%
2013-01-11;ANTIOQUIA;NARE;17,72;6.287.800,00;48,93%
2013-01-11;ANTIOQUIA;PORCE II;64,61;7.849.000,00;116,63%
2013-01-11;ANTIOQUIA;PORCE III;16,85;1.242.800,00;80,70%
2013-01-11;ANTIOQUIA;SAN CARLOS;16,97;2.233.800,00;95,87%
2013-01-11;ANTIOQUIA;TENCHE;1,27;400.500,00;47,12%
2013-01-11;CARIBE;SINU URRA;77,68;881.600,00;45,44%
2013-01-11;CENTRO;BOGOTA N.R.;0,00;;
2013-01-11;CENTRO;MAGDALENA BETANIA;152,16;2.291.200,00;53,78%
2013-01-11;CENTRO;PRADO;3,33;39.300,00;7,15%
2013-01-11;ORIENTE;BATA;12,16;1.958.500,00;74,47%
2013-01-11;ORIENTE;CHUZA;1,26;501.200,00;43,96%
2013-01-11;ORIENTE;GUAVIO;12,30;2.871.700,00;67,57%
2013-01-11;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.959.400,00;57,46%
2013-01-11;VALLE;ALTOANCHICAYA;19,49;2.066.500,00;47,62%
2013-01-11;VALLE;CALIMA;3,61;166.100,00;32,57%
2013-01-11;VALLE;CAUCA SALVAJINA;53,03;1.268.000,00;31,46%
2013-01-11;VALLE;DIGUA;17,96;229.400,00;53,35%
2013-01-11;VALLE;FLORIDA II;5,24;104.800,00;80,62%
2013-01-12;ANTIOQUIA;A. SAN LORENZO;16,38;3.802.900,00;67,55%
2013-01-12;ANTIOQUIA;CONCEPCION;3,56;1.121.300,00;69,22%
2013-01-12;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,34;1.368.500,00;54,31%
2013-01-12;ANTIOQUIA;GRANDE;15,56;4.777.900,00;66,45%
2013-01-12;ANTIOQUIA;GUADALUPE;8,37;2.639.300,00;60,12%
2013-01-12;ANTIOQUIA;GUATAPE;23,43;3.978.500,00;97,27%
2013-01-12;ANTIOQUIA;MIEL I;40,83;1.865.200,00;48,70%
2013-01-12;ANTIOQUIA;NARE;19,50;6.918.300,00;53,84%
2013-01-12;ANTIOQUIA;PORCE II;35,67;4.332.700,00;64,38%
2013-01-12;ANTIOQUIA;PORCE III;1,79;132.300,00;8,59%
2013-01-12;ANTIOQUIA;SAN CARLOS;17,15;2.258.100,00;96,91%
2013-01-12;ANTIOQUIA;TENCHE;1,39;438.900,00;51,64%
2013-01-12;CARIBE;SINU URRA;83,67;949.600,00;48,95%
2013-01-12;CENTRO;BOGOTA N.R.;2,39;950.600,00;27,47%
2013-01-12;CENTRO;MAGDALENA BETANIA;144,64;2.177.900,00;51,12%
2013-01-12;CENTRO;PRADO;18,60;219.700,00;39,95%
2013-01-12;ORIENTE;BATA;14,47;2.027.300,00;77,08%
2013-01-12;ORIENTE;CHUZA;1,84;731.900,00;64,20%
2013-01-12;ORIENTE;GUAVIO;12,47;2.911.400,00;68,50%
2013-01-12;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.930.000,00;56,60%
2013-01-12;VALLE;ALTOANCHICAYA;19,04;2.018.800,00;46,52%
2013-01-12;VALLE;CALIMA;4,32;198.800,00;38,98%
2013-01-12;VALLE;CAUCA SALVAJINA;54,86;1.311.800,00;32,55%
2013-01-12;VALLE;DIGUA;32,69;417.500,00;97,09%
2013-01-12;VALLE;FLORIDA II;5,24;104.800,00;80,62%
2013-01-13;ANTIOQUIA;A. SAN LORENZO;16,36;3.798.300,00;67,47%
2013-01-13;ANTIOQUIA;CONCEPCION;3,56;1.123.200,00;69,33%
2013-01-13;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,29;1.352.800,00;53,68%
2013-01-13;ANTIOQUIA;GRANDE;14,97;4.596.700,00;63,93%
2013-01-13;ANTIOQUIA;GUADALUPE;10,24;3.228.700,00;73,55%
2013-01-13;ANTIOQUIA;GUATAPE;23,34;3.963.400,00;96,90%
2013-01-13;ANTIOQUIA;MIEL I;37,83;1.728.200,00;45,12%
2013-01-13;ANTIOQUIA;NARE;17,33;6.148.400,00;47,85%
2013-01-13;ANTIOQUIA;PORCE II;52,18;6.339.000,00;94,19%
2013-01-13;ANTIOQUIA;PORCE III;5,59;412.300,00;26,77%
2013-01-13;ANTIOQUIA;SAN CARLOS;16,38;2.156.500,00;92,55%
2013-01-13;ANTIOQUIA;TENCHE;2,89;910.700,00;107,14%
2013-01-13;CARIBE;SINU URRA;68,32;775.400,00;39,97%
2013-01-13;CENTRO;BOGOTA N.R.;0,00;;
2013-01-13;CENTRO;MAGDALENA BETANIA;167,15;2.516.900,00;59,08%
2013-01-13;CENTRO;PRADO;12,07;142.600,00;25,93%
2013-01-13;ORIENTE;BATA;9,75;1.748.700,00;66,49%
2013-01-13;ORIENTE;CHUZA;0,21;83.500,00;7,32%
2013-01-13;ORIENTE;GUAVIO;12,30;2.871.700,00;67,57%
2013-01-13;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.958.300,00;57,43%
2013-01-13;VALLE;ALTOANCHICAYA;25,92;2.748.200,00;63,32%
2013-01-13;VALLE;CALIMA;4,14;190.500,00;37,35%
2013-01-13;VALLE;CAUCA SALVAJINA;56,26;1.345.200,00;33,38%
2013-01-13;VALLE;DIGUA;14,88;190.000,00;44,19%
2013-01-13;VALLE;FLORIDA II;5,24;104.800,00;80,62%
2013-01-14;ANTIOQUIA;A. SAN LORENZO;17,94;4.165.800,00;73,99%
2013-01-14;ANTIOQUIA;CONCEPCION;4,09;1.288.500,00;79,54%
2013-01-14;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,42;1.393.800,00;55,31%
2013-01-14;ANTIOQUIA;GRANDE;15,90;4.882.600,00;67,91%
2013-01-14;ANTIOQUIA;GUADALUPE;10,33;3.258.300,00;74,22%
2013-01-14;ANTIOQUIA;GUATAPE;62,83;10.668.000,00;260,83%
2013-01-14;ANTIOQUIA;MIEL I;37,26;1.702.100,00;44,44%
2013-01-14;ANTIOQUIA;NARE;19,80;7.025.100,00;54,67%
2013-01-14;ANTIOQUIA;PORCE II;52,39;6.364.100,00;94,56%
2013-01-14;ANTIOQUIA;PORCE III;24,08;1.776.600,00;115,36%
2013-01-14;ANTIOQUIA;SAN CARLOS;16,54;2.177.800,00;93,47%
2013-01-14;ANTIOQUIA;TENCHE;0,89;281.900,00;33,16%
2013-01-14;CARIBE;SINU URRA;68,60;778.600,00;40,13%
2013-01-14;CENTRO;BOGOTA N.R.;0,00;;
2013-01-14;CENTRO;MAGDALENA BETANIA;157,34;2.369.200,00;55,62%
2013-01-14;CENTRO;PRADO;161,46;1.907.300,00;346,78%
2013-01-14;ORIENTE;BATA;10,95;1.824.200,00;69,36%
2013-01-14;ORIENTE;CHUZA;1,24;493.200,00;43,26%
2013-01-14;ORIENTE;GUAVIO;13,95;3.256.900,00;76,63%
2013-01-14;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.481.000,00;72,76%
2013-01-14;VALLE;ALTOANCHICAYA;25,93;2.749.300,00;63,35%
2013-01-14;VALLE;CALIMA;2,43;111.800,00;21,92%
2013-01-14;VALLE;CAUCA SALVAJINA;97,96;2.342.300,00;58,12%
