Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2014-01-01;ANTIOQUIA;A. SAN LORENZO;26,15;5.990.300,00;106,97%
2014-01-01;ANTIOQUIA;CONCEPCION;4,34;1.188.200,00;83,68%
2014-01-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,49;1.777.200,00;80,42%
2014-01-01;ANTIOQUIA;DESV. MANSO;8,61;404.900,00;79,39%
2014-01-01;ANTIOQUIA;GRANDE;22,80;7.168.400,00;96,87%
2014-01-01;ANTIOQUIA;GUADALUPE;12,01;3.287.900,00;86,07%
2014-01-01;ANTIOQUIA;GUATAPE;20,46;3.462.800,00;83,85%
2014-01-01;ANTIOQUIA;MIEL I;188,64;8.874.300,00;218,58%
2014-01-01;ANTIOQUIA;NARE;37,47;13.276.100,00;102,28%
2014-01-01;ANTIOQUIA;PORCE II;53,52;6.815.300,00;94,79%
2014-01-01;ANTIOQUIA;PORCE III;3,48;256.800,00;16,89%
2014-01-01;ANTIOQUIA;SAN CARLOS;25,36;3.339.500,00;143,33%
2014-01-01;ANTIOQUIA;TENCHE;2,44;666.800,00;90,11%
2014-01-01;CARIBE;SINU URRA;223,08;2.531.900,00;130,51%
2014-01-01;CENTRO;AMOYA;8,26;840.200,00;60,01%
2014-01-01;CENTRO;BOGOTA N.R.;0,00;;
2014-01-01;CENTRO;MAGDALENA BETANIA;235,28;3.542.800,00;81,82%
2014-01-01;CENTRO;PRADO;29,91;353.300,00;64,24%
2014-01-01;ORIENTE;BATA;17,07;2.864.700,00;108,10%
2014-01-01;ORIENTE;CHUZA;2,91;1.157.500,00;102,43%
2014-01-01;ORIENTE;GUAVIO;14,76;3.446.000,00;81,27%
2014-01-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.292.700,00;101,00%
2014-01-01;VALLE;ALTOANCHICAYA;86,94;9.218.000,00;200,39%
2014-01-01;VALLE;CALIMA;10,66;480.800,00;94,27%
2014-01-01;VALLE;CAUCA SALVAJINA;138,17;3.303.800,00;82,80%
2014-01-01;VALLE;DIGUA;42,16;538.400,00;163,15%
2014-01-01;VALLE;FLORIDA II;10,36;207.200,00;159,38%
2014-01-02;ANTIOQUIA;A. SAN LORENZO;26,19;5.997.900,00;107,11%
2014-01-02;ANTIOQUIA;CONCEPCION;4,60;1.260.200,00;88,75%
2014-01-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,22;1.703.300,00;77,07%
2014-01-02;ANTIOQUIA;DESV. MANSO;4,44;209.100,00;41,00%
2014-01-02;ANTIOQUIA;GRANDE;16,42;5.162.800,00;69,77%
2014-01-02;ANTIOQUIA;GUADALUPE;11,94;3.268.200,00;85,55%
2014-01-02;ANTIOQUIA;GUATAPE;25,30;4.281.100,00;103,66%
2014-01-02;ANTIOQUIA;MIEL I;181,61;8.543.500,00;210,43%
2014-01-02;ANTIOQUIA;NARE;28,43;10.073.000,00;77,60%
2014-01-02;ANTIOQUIA;PORCE II;62,91;8.011.200,00;111,42%
2014-01-02;ANTIOQUIA;PORCE III;33,37;2.462.000,00;161,97%
2014-01-02;ANTIOQUIA;SAN CARLOS;25,35;3.338.200,00;143,27%
2014-01-02;ANTIOQUIA;TENCHE;1,56;427.700,00;57,80%
2014-01-02;CARIBE;SINU URRA;167,75;1.903.900,00;98,14%
2014-01-02;CENTRO;AMOYA;7,05;717.600,00;51,26%
2014-01-02;CENTRO;BOGOTA N.R.;5,15;2.048.400,00;57,86%
2014-01-02;CENTRO;MAGDALENA BETANIA;201,36;3.032.000,00;70,02%
