Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2018-01-01;ANTIOQUIA;A. SAN LORENZO;20,18;4.594.500,00;83,69%
2018-01-01;ANTIOQUIA;CONCEPCION;5,62;1.550.600,00;109,97%
2018-01-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);7,09;1.956.400,00;88,52%
2018-01-01;ANTIOQUIA;DESV. MANSO;8,92;424.200,00;81,58%
2018-01-01;ANTIOQUIA;GRANDE;25,77;8.797.600,00;111,64%
2018-01-01;ANTIOQUIA;GUADALUPE;12,38;3.417.200,00;89,93%
2018-01-01;ANTIOQUIA;GUATAPE;47,62;8.015.700,00;197,43%
2018-01-01;ANTIOQUIA;MIEL I;72,93;3.469.400,00;85,66%
2018-01-01;ANTIOQUIA;NARE;27,00;9.479.800,00;73,15%
2018-01-01;ANTIOQUIA;PORCE II;53,08;6.895.700,00;95,11%
2018-01-01;ANTIOQUIA;PORCE III;3,05;232.900,00;15,42%
2018-01-01;ANTIOQUIA;SAN CARLOS;25,97;3.403.200,00;146,06%
2018-01-01;ANTIOQUIA;TENCHE;2,31;638.800,00;86,32%
2018-01-01;CARIBE;SINU URRA;158,99;1.698.000,00;95,39%
2018-01-01;CENTRO;AMOYA;17,93;2.091.500,00;134,94%
2018-01-01;CENTRO;BETANIA CP;173,82;2.482.100,00;125,36%
2018-01-01;CENTRO;BOGOTA N.R.;47,33;18.634.700,00;538,58%
2018-01-01;CENTRO;EL QUIMBO;179,31;7.191.000,00;125,72%
2018-01-01;CENTRO;PRADO;140,52;1.639.700,00;303,65%
2018-01-01;CENTRO;SOGAMOSO;221,96;6.950.000,00;111,92%
2018-01-01;ORIENTE;BATA;28,05;4.646.700,00;180,81%
2018-01-01;ORIENTE;CHUZA;2,96;1.165.400,00;107,91%
2018-01-01;ORIENTE;GUAVIO;36,71;8.693.700,00;205,04%
2018-01-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;9.968.100,00;109,66%
2018-01-01;VALLE;ALTOANCHICAYA;52,74;5.619.100,00;124,87%
2018-01-01;VALLE;CALIMA;19,33;865.200,00;176,57%
2018-01-01;VALLE;CAUCA SALVAJINA;225,50;5.328.100,00;138,75%
2018-01-01;VALLE;DIGUA;32,76;418.400,00;123,06%
2018-01-01;VALLE;FLORIDA II;13,24;264.800,00;203,69%
2018-01-02;ANTIOQUIA;A. SAN LORENZO;29,30;6.671.900,00;121,53%
2018-01-02;ANTIOQUIA;CONCEPCION;6,67;1.839.900,00;130,49%
2018-01-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,60;2.649.000,00;119,86%
2018-01-02;ANTIOQUIA;DESV. MANSO;10,81;514.000,00;98,85%
2018-01-02;ANTIOQUIA;GRANDE;30,19;10.305.700,00;130,78%
2018-01-02;ANTIOQUIA;GUADALUPE;22,14;6.111.700,00;160,83%
2018-01-02;ANTIOQUIA;GUATAPE;46,50;7.827.500,00;192,80%
2018-01-02;ANTIOQUIA;MIEL I;77,77;3.699.900,00;91,36%
2018-01-02;ANTIOQUIA;NARE;37,17;13.052.500,00;100,71%
2018-01-02;ANTIOQUIA;PORCE II;90,59;11.767.700,00;162,31%
2018-01-02;ANTIOQUIA;PORCE III;19,94;1.522.600,00;100,83%
2018-01-02;ANTIOQUIA;SAN CARLOS;23,59;3.091.500,00;132,68%
2018-01-02;ANTIOQUIA;TENCHE;3,85;1.062.000,00;143,51%
2018-01-02;CARIBE;SINU URRA;207,51;2.216.200,00;124,51%
2018-01-02;CENTRO;AMOYA;15,70;1.831.500,00;118,16%
2018-01-02;CENTRO;BETANIA CP;273,57;3.906.600,00;197,30%
2018-01-02;CENTRO;BOGOTA N.R.;10,54;4.149.800,00;119,94%
2018-01-02;CENTRO;EL QUIMBO;232,27;9.315.000,00;162,85%
2018-01-02;CENTRO;PRADO;65,47;764.000,00;141,48%
2018-01-02;CENTRO;SOGAMOSO;243,40;7.621.700,00;122,73%
2018-01-02;ORIENTE;BATA;27,24;4.512.500,00;175,58%
2018-01-02;ORIENTE;CHUZA;2,92;1.149.700,00;106,45%
2018-01-02;ORIENTE;GUAVIO;30,77;7.287.000,00;171,86%
2018-01-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;12.982.600,00;142,82%
2018-01-02;VALLE;ALTOANCHICAYA;47,09;5.017.100,00;111,49%
2018-01-02;VALLE;CALIMA;19,37;867.000,00;176,94%
2018-01-02;VALLE;CAUCA SALVAJINA;250,27;5.913.400,00;153,99%
2018-01-02;VALLE;DIGUA;29,71;379.400,00;111,59%
2018-01-02;VALLE;FLORIDA II;14,84;296.800,00;228,31%
2018-01-03;ANTIOQUIA;A. SAN LORENZO;30,24;6.886.200,00;125,43%
2018-01-03;ANTIOQUIA;CONCEPCION;8,20;2.263.000,00;160,50%
2018-01-03;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);10,04;2.770.700,00;125,37%
2018-01-03;ANTIOQUIA;DESV. MANSO;10,55;501.700,00;96,48%
2018-01-03;ANTIOQUIA;GRANDE;30,33;10.352.800,00;131,38%
2018-01-03;ANTIOQUIA;GUADALUPE;34,36;9.484.700,00;249,60%
2018-01-03;ANTIOQUIA;GUATAPE;56,80;9.560.900,00;235,49%
2018-01-03;ANTIOQUIA;MIEL I;83,30;3.962.600,00;97,84%
2018-01-03;ANTIOQUIA;NARE;46,31;16.261.500,00;125,47%
2018-01-03;ANTIOQUIA;PORCE II;61,07;7.933.700,00;109,43%
2018-01-03;ANTIOQUIA;PORCE III;13,77;1.051.300,00;69,62%
2018-01-03;ANTIOQUIA;SAN CARLOS;30,09;3.942.500,00;169,21%
2018-01-03;ANTIOQUIA;TENCHE;7,67;2.117.800,00;286,19%
2018-01-03;CARIBE;SINU URRA;297,06;3.172.600,00;178,24%
2018-01-03;CENTRO;AMOYA;14,92;1.740.600,00;112,30%
2018-01-03;CENTRO;BETANIA CP;196,48;2.805.700,00;141,70%
2018-01-03;CENTRO;BOGOTA N.R.;39,01;15.358.900,00;443,90%
2018-01-03;CENTRO;EL QUIMBO;161,59;6.480.400,00;113,29%
2018-01-03;CENTRO;PRADO;67,80;791.100,00;146,50%
2018-01-03;CENTRO;SOGAMOSO;268,60;8.410.500,00;135,43%
2018-01-03;ORIENTE;BATA;22,87;3.788.600,00;147,42%
2018-01-03;ORIENTE;CHUZA;3,51;1.381.900,00;127,95%
2018-01-03;ORIENTE;GUAVIO;24,65;5.837.600,00;137,68%
2018-01-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;13.307.200,00;146,39%
2018-01-03;VALLE;ALTOANCHICAYA;43,41;4.625.000,00;102,78%
2018-01-03;VALLE;CALIMA;19,42;869.200,00;177,39%
2018-01-03;VALLE;CAUCA SALVAJINA;209,76;4.956.200,00;129,07%
2018-01-03;VALLE;DIGUA;27,73;354.100,00;104,15%
2018-01-03;VALLE;FLORIDA II;14,10;282.000,00;216,92%
2018-01-04;ANTIOQUIA;A. SAN LORENZO;27,50;6.262.900,00;114,08%
2018-01-04;ANTIOQUIA;CONCEPCION;4,37;1.206.100,00;85,54%
2018-01-04;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,03;2.492.400,00;112,78%
2018-01-04;ANTIOQUIA;DESV. MANSO;10,31;490.500,00;94,33%
2018-01-04;ANTIOQUIA;GRANDE;32,80;11.195.600,00;142,08%
2018-01-04;ANTIOQUIA;GUADALUPE;19,13;5.280.800,00;138,97%
2018-01-04;ANTIOQUIA;GUATAPE;67,07;11.289.800,00;278,07%
2018-01-04;ANTIOQUIA;MIEL I;85,96;4.089.500,00;100,98%
2018-01-04;ANTIOQUIA;NARE;58,93;20.690.300,00;159,65%
2018-01-04;ANTIOQUIA;PORCE II;83,80;10.886.300,00;150,16%
2018-01-04;ANTIOQUIA;PORCE III;19,39;1.480.900,00;98,07%
2018-01-04;ANTIOQUIA;SAN CARLOS;33,21;4.351.400,00;186,76%
2018-01-04;ANTIOQUIA;TENCHE;3,81;1.052.800,00;142,27%
2018-01-04;CARIBE;SINU URRA;294,10;3.141.000,00;176,46%
2018-01-04;CENTRO;AMOYA;12,74;1.485.800,00;95,86%
2018-01-04;CENTRO;BETANIA CP;208,27;2.974.100,00;150,21%
2018-01-04;CENTRO;BOGOTA N.R.;19,68;7.748.400,00;223,94%
2018-01-04;CENTRO;EL QUIMBO;173,87;6.972.900,00;121,90%
2018-01-04;CENTRO;PRADO;60,00;700.100,00;129,65%
2018-01-04;CENTRO;SOGAMOSO;241,28;7.555.100,00;121,66%
2018-01-04;ORIENTE;BATA;20,14;3.336.300,00;129,82%
2018-01-04;ORIENTE;CHUZA;1,04;409.500,00;37,92%
2018-01-04;ORIENTE;GUAVIO;18,40;4.357.500,00;102,77%
2018-01-04;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;12.771.800,00;140,50%
2018-01-04;VALLE;ALTOANCHICAYA;49,83;5.309.000,00;117,98%
2018-01-04;VALLE;CALIMA;19,46;871.000,00;177,76%
2018-01-04;VALLE;CAUCA SALVAJINA;204,30;4.827.200,00;125,71%
2018-01-04;VALLE;DIGUA;31,19;398.300,00;117,15%
2018-01-04;VALLE;FLORIDA II;12,57;251.400,00;193,38%
2018-01-05;ANTIOQUIA;A. SAN LORENZO;50,61;11.524.200,00;209,91%
2018-01-05;ANTIOQUIA;CONCEPCION;5,09;1.405.400,00;99,67%
2018-01-05;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);10,10;2.788.100,00;126,16%
2018-01-05;ANTIOQUIA;DESV. MANSO;9,00;428.300,00;82,37%
2018-01-05;ANTIOQUIA;GRANDE;29,80;10.172.200,00;129,09%
2018-01-05;ANTIOQUIA;GUADALUPE;17,14;4.730.400,00;124,48%
2018-01-05;ANTIOQUIA;GUATAPE;86,16;14.504.200,00;357,25%
2018-01-05;ANTIOQUIA;MIEL I;88,13;4.192.800,00;103,53%
2018-01-05;ANTIOQUIA;NARE;43,38;15.231.700,00;117,53%
2018-01-05;ANTIOQUIA;PORCE II;81,81;10.626.900,00;146,58%
2018-01-05;ANTIOQUIA;PORCE III;19,82;1.513.400,00;100,23%
2018-01-05;ANTIOQUIA;SAN CARLOS;46,92;6.148.400,00;263,88%
2018-01-05;ANTIOQUIA;TENCHE;3,06;844.400,00;114,11%
2018-01-05;CARIBE;SINU URRA;398,64;4.257.500,00;239,19%
2018-01-05;CENTRO;AMOYA;11,00;1.283.000,00;82,77%
2018-01-05;CENTRO;BETANIA CP;151,46;2.162.800,00;109,23%
2018-01-05;CENTRO;BOGOTA N.R.;25,24;9.937.400,00;287,21%
2018-01-05;CENTRO;EL QUIMBO;159,90;6.412.600,00;112,11%
2018-01-05;CENTRO;PRADO;244,37;2.851.500,00;528,06%
2018-01-05;CENTRO;SOGAMOSO;241,67;7.567.200,00;121,86%
2018-01-05;ORIENTE;BATA;18,22;3.018.300,00;117,44%
