Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2000-01-01;ANTIOQUIA;A. SAN LORENZO;18,50;3.924.500,00;65,08%
2000-01-01;ANTIOQUIA;CONCEPCION;5,37;1.103.300,00;110,33%
2000-01-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,98;2.050.500,00;130,61%
2000-01-01;ANTIOQUIA;GRANDE;28,03;5.192.100,00;120,19%
2000-01-01;ANTIOQUIA;GUADALUPE;15,82;3.250.400,00;112,86%
2000-01-01;ANTIOQUIA;GUATAPE;26,26;4.165.900,00;115,08%
2000-01-01;ANTIOQUIA;NARE;43,51;14.130.700,00;124,72%
2000-01-01;ANTIOQUIA;SAN CARLOS;12,14;1.463.500,00;66,83%
2000-01-01;ANTIOQUIA;TENCHE;2,34;480.800,00;84,35%
2000-01-01;CENTRO;BOGOTA N.R.;7,73;2.798.400,00;89,98%
2000-01-01;CENTRO;MAGDALENA BETANIA;221,63;3.117.000,00;78,71%
2000-01-01;CENTRO;PRADO;33,82;335.800,00;69,96%
2000-01-01;ORIENTE;BATA;9,26;1.415.400,00;58,25%
2000-01-01;ORIENTE;CHUZA;2,42;876.100,00;74,25%
2000-01-01;ORIENTE;GUAVIO;13,14;3.134.700,00;67,56%
2000-01-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.863.800,00;99,44%
2000-01-01;VALLE;CALIMA;20,04;856.100,00;182,15%
2000-01-01;VALLE;CAUCA SALVAJINA;249,11;5.518.300,00;152,02%
2000-01-02;ANTIOQUIA;A. SAN LORENZO;21,28;4.514.300,00;74,86%
2000-01-02;ANTIOQUIA;CONCEPCION;5,47;1.123.900,00;112,39%
2000-01-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);10,15;2.085.500,00;132,83%
2000-01-02;ANTIOQUIA;GRANDE;28,51;5.281.000,00;122,25%
2000-01-02;ANTIOQUIA;GUADALUPE;14,29;2.936.100,00;101,95%
2000-01-02;ANTIOQUIA;GUATAPE;26,70;4.235.700,00;117,01%
2000-01-02;ANTIOQUIA;NARE;43,67;14.182.600,00;125,18%
2000-01-02;ANTIOQUIA;SAN CARLOS;10,44;1.258.600,00;57,47%
2000-01-02;ANTIOQUIA;TENCHE;2,34;480.800,00;84,35%
2000-01-02;CENTRO;BOGOTA N.R.;1,15;416.300,00;13,39%
2000-01-02;CENTRO;MAGDALENA BETANIA;221,87;3.120.400,00;78,80%
2000-01-02;CENTRO;PRADO;50,61;502.500,00;104,69%
2000-01-02;ORIENTE;BATA;6,29;961.500,00;39,57%
2000-01-02;ORIENTE;CHUZA;0,00;;
2000-01-02;ORIENTE;GUAVIO;13,25;3.160.900,00;68,12%
2000-01-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.889.200,00;100,32%
2000-01-02;VALLE;CALIMA;28,07;1.199.200,00;255,15%
2000-01-02;VALLE;CAUCA SALVAJINA;284,25;6.296.700,00;173,46%
2000-01-03;ANTIOQUIA;A. SAN LORENZO;14,61;3.099.300,00;51,40%
2000-01-03;ANTIOQUIA;CONCEPCION;5,43;1.115.700,00;111,57%
2000-01-03;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);10,09;2.073.100,00;132,04%
2000-01-03;ANTIOQUIA;GRANDE;25,83;4.784.500,00;110,75%
2000-01-03;ANTIOQUIA;GUADALUPE;16,12;3.312.100,00;115,00%
2000-01-03;ANTIOQUIA;GUATAPE;24,80;3.934.300,00;108,68%
2000-01-03;ANTIOQUIA;NARE;41,21;13.383.700,00;118,13%
2000-01-03;ANTIOQUIA;SAN CARLOS;10,18;1.227.200,00;56,04%
2000-01-03;ANTIOQUIA;TENCHE;1,51;310.300,00;54,44%
2000-01-03;CENTRO;BOGOTA N.R.;1,17;423.600,00;13,62%
2000-01-03;CENTRO;MAGDALENA BETANIA;197,47;2.777.200,00;70,13%
2000-01-03;CENTRO;PRADO;38,25;379.800,00;79,13%
2000-01-03;ORIENTE;BATA;10,33;1.579.000,00;64,98%
2000-01-03;ORIENTE;CHUZA;12,17;4.405.700,00;373,36%
2000-01-03;ORIENTE;GUAVIO;15,79;3.766.900,00;81,18%
2000-01-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.997.400,00;104,08%
2000-01-03;VALLE;CALIMA;26,84;1.146.600,00;243,96%
2000-01-03;VALLE;CAUCA SALVAJINA;305,70;6.771.900,00;186,55%
2000-01-04;ANTIOQUIA;A. SAN LORENZO;13,70;2.906.300,00;48,20%
