Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2008-01-01;ANTIOQUIA;A. SAN LORENZO;21,06;4.684.200,00;96,98%
2008-01-01;ANTIOQUIA;CONCEPCION;4,47;1.003.300,00;89,58%
2008-01-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,90;1.996.500,00;114,74%
2008-01-01;ANTIOQUIA;GRANDE;22,65;5.513.800,00;97,25%
2008-01-01;ANTIOQUIA;GUADALUPE;13,88;3.113.000,00;99,46%
2008-01-01;ANTIOQUIA;GUATAPE;28,00;4.802.400,00;139,60%
2008-01-01;ANTIOQUIA;MIEL I;103,50;4.108.500,00;127,99%
2008-01-01;ANTIOQUIA;NARE;33,22;11.870.200,00;100,00%
2008-01-01;ANTIOQUIA;PORCE II;76,17;3.762.000,00;141,43%
2008-01-01;ANTIOQUIA;SAN CARLOS;9,56;1.251.300,00;65,17%
2008-01-01;ANTIOQUIA;TENCHE;1,89;422.900,00;70,48%
2008-01-01;CARIBE;SINU URRA;180,55;1.964.200,00;104,48%
2008-01-01;CENTRO;BOGOTA N.R.;7,51;3.269.600,00;87,42%
2008-01-01;CENTRO;MAGDALENA BETANIA;340,22;5.100.900,00;122,32%
2008-01-01;CENTRO;PRADO;50,85;590.400,00;118,08%
2008-01-01;ORIENTE;BATA;20,42;3.412.900,00;129,77%
2008-01-01;ORIENTE;CHUZA;2,49;1.084.100,00;82,76%
2008-01-01;ORIENTE;GUAVIO;19,42;4.613.800,00;105,10%
2008-01-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.727.500,00;110,61%
2008-01-01;VALLE;ALTOANCHICAYA;61,84;6.454.800,00;148,39%
2008-01-01;VALLE;CALIMA;14,26;636.300,00;127,26%
2008-01-01;VALLE;CAUCA SALVAJINA;215,01;4.681.400,00;133,75%
2008-01-01;VALLE;DIGUA;34,71;540.300,00;131,78%
2008-01-01;VALLE;FLORIDA II;11,82;236.400,00;181,85%
2008-01-02;ANTIOQUIA;A. SAN LORENZO;20,18;4.488.400,00;92,93%
2008-01-02;ANTIOQUIA;CONCEPCION;5,04;1.130.400,00;100,93%
2008-01-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,83;1.980.500,00;113,82%
2008-01-02;ANTIOQUIA;GRANDE;24,47;5.956.400,00;105,05%
2008-01-02;ANTIOQUIA;GUADALUPE;12,92;2.897.500,00;92,57%
2008-01-02;ANTIOQUIA;GUATAPE;19,11;3.278.200,00;95,30%
2008-01-02;ANTIOQUIA;MIEL I;103,25;4.098.600,00;127,68%
2008-01-02;ANTIOQUIA;NARE;46,61;16.654.500,00;140,31%
2008-01-02;ANTIOQUIA;PORCE II;65,26;3.223.200,00;121,17%
2008-01-02;ANTIOQUIA;SAN CARLOS;9,30;1.217.300,00;63,40%
2008-01-02;ANTIOQUIA;TENCHE;2,59;579.700,00;96,62%
2008-01-02;CARIBE;SINU URRA;161,74;1.759.600,00;93,60%
2008-01-02;CENTRO;BOGOTA N.R.;6,70;2.917.000,00;77,99%
2008-01-02;CENTRO;MAGDALENA BETANIA;326,25;4.891.400,00;117,30%
2008-01-02;CENTRO;PRADO;50,84;590.300,00;118,06%
2008-01-02;ORIENTE;BATA;19,73;3.297.500,00;125,38%
2008-01-02;ORIENTE;CHUZA;1,94;844.600,00;64,47%
2008-01-02;ORIENTE;GUAVIO;20,80;4.941.600,00;112,56%
2008-01-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.840.900,00;113,97%
2008-01-02;VALLE;ALTOANCHICAYA;59,38;6.198.000,00;142,48%
2008-01-02;VALLE;CALIMA;12,22;545.300,00;109,06%
2008-01-02;VALLE;CAUCA SALVAJINA;231,98;5.050.900,00;144,31%
2008-01-02;VALLE;DIGUA;41,32;643.200,00;156,88%
2008-01-02;VALLE;FLORIDA II;10,72;214.400,00;164,92%
2008-01-03;ANTIOQUIA;A. SAN LORENZO;20,00;4.448.400,00;92,10%
2008-01-03;ANTIOQUIA;CONCEPCION;5,80;1.301.300,00;116,19%
2008-01-03;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,69;2.172.700,00;124,87%
2008-01-03;ANTIOQUIA;GRANDE;25,35;6.172.200,00;108,86%
2008-01-03;ANTIOQUIA;GUADALUPE;13,79;3.092.400,00;98,80%
2008-01-03;ANTIOQUIA;GUATAPE;20,44;3.505.000,00;101,89%
2008-01-03;ANTIOQUIA;MIEL I;123,90;4.918.300,00;153,22%
2008-01-03;ANTIOQUIA;NARE;39,19;14.005.200,00;117,99%
2008-01-03;ANTIOQUIA;PORCE II;90,76;4.482.600,00;168,52%
2008-01-03;ANTIOQUIA;SAN CARLOS;12,67;1.658.400,00;86,38%
2008-01-03;ANTIOQUIA;TENCHE;2,51;562.900,00;93,82%
2008-01-03;CARIBE;SINU URRA;149,99;1.631.800,00;86,80%
2008-01-03;CENTRO;BOGOTA N.R.;0,58;252.500,00;6,75%
2008-01-03;CENTRO;MAGDALENA BETANIA;319,51;4.790.300,00;114,88%
2008-01-03;CENTRO;PRADO;69,70;809.300,00;161,86%
2008-01-03;ORIENTE;BATA;18,91;3.160.500,00;120,17%
2008-01-03;ORIENTE;CHUZA;1,89;822.800,00;62,81%
2008-01-03;ORIENTE;GUAVIO;16,77;3.984.200,00;90,76%
2008-01-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.672.600,00;108,98%
2008-01-03;VALLE;ALTOANCHICAYA;55,51;5.794.000,00;133,20%
2008-01-03;VALLE;CALIMA;14,01;625.200,00;125,04%
2008-01-03;VALLE;CAUCA SALVAJINA;226,50;4.931.500,00;140,90%
2008-01-03;VALLE;DIGUA;43,50;677.100,00;165,15%
2008-01-03;VALLE;FLORIDA II;10,50;210.000,00;161,54%
2008-01-04;ANTIOQUIA;A. SAN LORENZO;19,61;4.361.700,00;90,30%
2008-01-04;ANTIOQUIA;CONCEPCION;4,51;1.010.900,00;90,26%
2008-01-04;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,85;1.983.900,00;114,02%
2008-01-04;ANTIOQUIA;GRANDE;23,85;5.806.500,00;102,41%
2008-01-04;ANTIOQUIA;GUADALUPE;12,05;2.701.900,00;86,32%
2008-01-04;ANTIOQUIA;GUATAPE;27,61;4.734.500,00;137,63%
2008-01-04;ANTIOQUIA;MIEL I;105,62;4.192.700,00;130,61%
2008-01-04;ANTIOQUIA;NARE;39,16;13.992.700,00;117,88%
2008-01-04;ANTIOQUIA;PORCE II;79,75;3.938.800,00;148,08%
2008-01-04;ANTIOQUIA;SAN CARLOS;10,62;1.390.000,00;72,40%
2008-01-04;ANTIOQUIA;TENCHE;2,71;607.000,00;101,17%
2008-01-04;CARIBE;SINU URRA;159,54;1.735.700,00;92,32%
2008-01-04;CENTRO;BOGOTA N.R.;4,00;1.741.500,00;46,56%
2008-01-04;CENTRO;MAGDALENA BETANIA;317,75;4.764.000,00;114,24%
2008-01-04;CENTRO;PRADO;47,89;556.100,00;111,22%
2008-01-04;ORIENTE;BATA;17,95;3.000.000,00;114,07%
2008-01-04;ORIENTE;CHUZA;2,46;1.071.000,00;81,76%
2008-01-04;ORIENTE;GUAVIO;17,69;4.202.800,00;95,74%
2008-01-04;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.572.200,00;106,00%
2008-01-04;VALLE;ALTOANCHICAYA;44,26;4.619.800,00;106,20%
2008-01-04;VALLE;CALIMA;11,93;532.400,00;106,48%
2008-01-04;VALLE;CAUCA SALVAJINA;195,03;4.246.300,00;121,32%
2008-01-04;VALLE;DIGUA;37,77;587.900,00;143,39%
2008-01-04;VALLE;FLORIDA II;10,36;207.200,00;159,38%
2008-01-05;ANTIOQUIA;A. SAN LORENZO;19,57;4.352.800,00;90,12%
2008-01-05;ANTIOQUIA;CONCEPCION;4,97;1.115.400,00;99,59%
2008-01-05;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,72;1.954.500,00;112,33%
2008-01-05;ANTIOQUIA;GRANDE;23,48;5.715.900,00;100,81%
2008-01-05;ANTIOQUIA;GUADALUPE;13,73;3.079.400,00;98,38%
2008-01-05;ANTIOQUIA;GUATAPE;22,87;3.922.600,00;114,03%
2008-01-05;ANTIOQUIA;MIEL I;98,75;3.920.000,00;122,12%
2008-01-05;ANTIOQUIA;NARE;23,09;8.250.100,00;69,50%
2008-01-05;ANTIOQUIA;PORCE II;71,86;3.549.100,00;133,42%
2008-01-05;ANTIOQUIA;SAN CARLOS;9,98;1.306.300,00;68,04%
2008-01-05;ANTIOQUIA;TENCHE;1,90;426.300,00;71,05%
2008-01-05;CARIBE;SINU URRA;129,50;1.408.900,00;74,94%
2008-01-05;CENTRO;BOGOTA N.R.;0,00;;
2008-01-05;CENTRO;MAGDALENA BETANIA;267,05;4.003.800,00;96,01%
2008-01-05;CENTRO;PRADO;21,83;253.500,00;50,70%
2008-01-05;ORIENTE;BATA;18,19;3.040.200,00;115,60%
2008-01-05;ORIENTE;CHUZA;4,02;1.750.200,00;133,60%
2008-01-05;ORIENTE;GUAVIO;22,58;5.364.500,00;122,20%
2008-01-05;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.127.500,00;92,80%
2008-01-05;VALLE;ALTOANCHICAYA;40,96;4.275.300,00;98,28%
2008-01-05;VALLE;CALIMA;18,04;805.000,00;161,00%
2008-01-05;VALLE;CAUCA SALVAJINA;177,28;3.859.900,00;110,28%
2008-01-05;VALLE;DIGUA;29,68;462.000,00;112,68%
2008-01-05;VALLE;FLORIDA II;10,36;207.200,00;159,38%
2008-01-06;ANTIOQUIA;A. SAN LORENZO;19,42;4.319.400,00;89,43%
2008-01-06;ANTIOQUIA;CONCEPCION;5,49;1.231.300,00;109,94%
2008-01-06;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,48;2.126.300,00;122,20%
2008-01-06;ANTIOQUIA;GRANDE;23,70;5.770.200,00;101,77%
2008-01-06;ANTIOQUIA;GUADALUPE;9,78;2.193.400,00;70,08%
2008-01-06;ANTIOQUIA;GUATAPE;15,27;2.618.900,00;76,13%
2008-01-06;ANTIOQUIA;MIEL I;94,33;3.744.500,00;116,65%
2008-01-06;ANTIOQUIA;NARE;87,23;31.170.400,00;262,60%
2008-01-06;ANTIOQUIA;PORCE II;61,57;3.040.900,00;114,32%
2008-01-06;ANTIOQUIA;SAN CARLOS;9,69;1.268.300,00;66,06%
2008-01-06;ANTIOQUIA;TENCHE;2,72;608.800,00;101,47%
2008-01-06;CARIBE;SINU URRA;108,05;1.175.500,00;62,53%
2008-01-06;CENTRO;BOGOTA N.R.;5,64;2.455.500,00;65,66%
2008-01-06;CENTRO;MAGDALENA BETANIA;337,14;5.054.700,00;121,22%
2008-01-06;CENTRO;PRADO;22,18;257.500,00;51,50%
2008-01-06;ORIENTE;BATA;19,55;3.267.500,00;124,24%
