Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2017-01-01;ANTIOQUIA;A. SAN LORENZO;22,36;5.094.000,00;92,12%
2017-01-01;ANTIOQUIA;CONCEPCION;4,32;1.191.300,00;83,89%
2017-01-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,17;2.531.800,00;114,56%
2017-01-01;ANTIOQUIA;DESV. MANSO;0,00;;
2017-01-01;ANTIOQUIA;GRANDE;19,72;6.235.100,00;84,83%
2017-01-01;ANTIOQUIA;GUADALUPE;20,06;5.538.100,00;144,98%
2017-01-01;ANTIOQUIA;GUATAPE;42,78;7.206.000,00;176,19%
2017-01-01;ANTIOQUIA;MIEL I;99,84;4.796.700,00;115,58%
2017-01-01;ANTIOQUIA;NARE;49,33;17.337.000,00;133,77%
2017-01-01;ANTIOQUIA;PORCE II;70,93;9.213.600,00;125,70%
2017-01-01;ANTIOQUIA;PORCE III;20,51;1.566.100,00;103,03%
2017-01-01;ANTIOQUIA;SAN CARLOS;20,36;2.668.600,00;114,04%
2017-01-01;ANTIOQUIA;TENCHE;1,52;418.600,00;56,57%
2017-01-01;CARIBE;SINU URRA;268,31;2.991.100,00;160,81%
2017-01-01;CENTRO;AMOYA;10,24;1.194.100,00;76,06%
2017-01-01;CENTRO;BETANIA CP;336,63;4.826.500,00;240,12%
2017-01-01;CENTRO;BOGOTA N.R.;16,80;6.682.200,00;191,47%
2017-01-01;CENTRO;EL QUIMBO;252,03;10.221.700,00;175,03%
2017-01-01;CENTRO;PRADO;36,87;430.200,00;79,67%
2017-01-01;CENTRO;SOGAMOSO;400,79;12.549.800,00;201,12%
2017-01-01;ORIENTE;BATA;30,13;4.992.100,00;192,75%
2017-01-01;ORIENTE;CHUZA;3,54;1.408.000,00;129,17%
2017-01-01;ORIENTE;GUAVIO;40,20;9.416.900,00;222,62%
2017-01-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;8.237.200,00;141,78%
2017-01-01;VALLE;ALTOANCHICAYA;41,82;4.455.600,00;97,93%
2017-01-01;VALLE;CALIMA;13,98;625.700,00;125,14%
2017-01-01;VALLE;CAUCA SALVAJINA;217,79;5.145.900,00;132,63%
2017-01-01;VALLE;DIGUA;2,81;35.900,00;10,56%
2017-01-01;VALLE;FLORIDA II;8,66;173.200,00;133,23%
2017-01-02;ANTIOQUIA;A. SAN LORENZO;28,70;6.539.900,00;118,26%
2017-01-02;ANTIOQUIA;CONCEPCION;3,97;1.094.700,00;77,09%
2017-01-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,98;2.478.500,00;112,15%
2017-01-02;ANTIOQUIA;DESV. MANSO;1,48;71.000,00;13,40%
2017-01-02;ANTIOQUIA;GRANDE;19,87;6.279.700,00;85,44%
2017-01-02;ANTIOQUIA;GUADALUPE;19,71;5.440.400,00;142,42%
2017-01-02;ANTIOQUIA;GUATAPE;46,24;7.788.500,00;190,43%
2017-01-02;ANTIOQUIA;MIEL I;78,95;3.793.200,00;91,40%
2017-01-02;ANTIOQUIA;NARE;31,96;11.233.400,00;86,68%
2017-01-02;ANTIOQUIA;PORCE II;59,15;7.684.000,00;104,83%
2017-01-02;ANTIOQUIA;PORCE III;21,82;1.666.300,00;109,63%
2017-01-02;ANTIOQUIA;SAN CARLOS;21,53;2.821.200,00;120,56%
2017-01-02;ANTIOQUIA;TENCHE;5,29;1.460.200,00;197,32%
2017-01-02;CARIBE;SINU URRA;255,33;2.846.400,00;153,03%
2017-01-02;CENTRO;AMOYA;14,75;1.720.800,00;109,61%
2017-01-02;CENTRO;BETANIA CP;237,78;3.409.200,00;169,61%
2017-01-02;CENTRO;BOGOTA N.R.;12,12;4.820.800,00;138,13%
2017-01-02;CENTRO;EL QUIMBO;340,74;13.819.600,00;236,64%
2017-01-02;CENTRO;PRADO;27,63;322.400,00;59,70%
2017-01-02;CENTRO;SOGAMOSO;299,36;9.373.900,00;150,22%
2017-01-02;ORIENTE;BATA;24,02;3.979.700,00;153,66%
2017-01-02;ORIENTE;CHUZA;3,08;1.225.100,00;112,39%
2017-01-02;ORIENTE;GUAVIO;30,22;7.079.100,00;167,35%
2017-01-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;7.627.800,00;131,29%
2017-01-02;VALLE;ALTOANCHICAYA;39,45;4.203.100,00;92,38%
2017-01-02;VALLE;CALIMA;14,00;626.600,00;125,32%
2017-01-02;VALLE;CAUCA SALVAJINA;188,62;4.456.700,00;114,86%
2017-01-02;VALLE;DIGUA;0,34;4.300,00;1,26%
2017-01-02;VALLE;FLORIDA II;9,28;185.600,00;142,77%
2017-01-03;ANTIOQUIA;A. SAN LORENZO;22,17;5.051.200,00;91,34%
2017-01-03;ANTIOQUIA;CONCEPCION;3,96;1.093.600,00;77,01%
2017-01-03;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,95;2.470.700,00;111,80%
2017-01-03;ANTIOQUIA;DESV. MANSO;0,95;45.700,00;8,62%
2017-01-03;ANTIOQUIA;GRANDE;18,24;5.765.700,00;78,44%
2017-01-03;ANTIOQUIA;GUADALUPE;18,25;5.038.700,00;131,90%
2017-01-03;ANTIOQUIA;GUATAPE;37,75;6.359.400,00;155,49%
2017-01-03;ANTIOQUIA;MIEL I;68,03;3.268.300,00;78,75%
2017-01-03;ANTIOQUIA;NARE;21,71;7.628.500,00;58,86%
2017-01-03;ANTIOQUIA;PORCE II;78,01;10.134.300,00;138,26%
2017-01-03;ANTIOQUIA;PORCE III;29,84;2.278.700,00;149,91%
2017-01-03;ANTIOQUIA;SAN CARLOS;19,99;2.619.700,00;111,95%
2017-01-03;ANTIOQUIA;TENCHE;1,49;412.200,00;55,70%
2017-01-03;CARIBE;SINU URRA;227,68;2.538.200,00;136,46%
2017-01-03;CENTRO;AMOYA;11,06;1.290.700,00;82,21%
2017-01-03;CENTRO;BETANIA CP;192,41;2.758.700,00;137,25%
2017-01-03;CENTRO;BOGOTA N.R.;1,21;481.300,00;13,79%
2017-01-03;CENTRO;EL QUIMBO;207,95;8.434.000,00;144,42%
2017-01-03;CENTRO;PRADO;9,70;113.200,00;20,96%
2017-01-03;CENTRO;SOGAMOSO;251,90;7.887.700,00;126,41%
2017-01-03;ORIENTE;BATA;22,10;3.661.600,00;141,37%
2017-01-03;ORIENTE;CHUZA;3,09;1.229.100,00;112,76%
2017-01-03;ORIENTE;GUAVIO;15,00;3.513.800,00;83,07%
2017-01-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;6.130.700,00;105,52%
2017-01-03;VALLE;ALTOANCHICAYA;40,84;4.351.200,00;95,63%
2017-01-03;VALLE;CALIMA;12,02;538.000,00;107,60%
2017-01-03;VALLE;CAUCA SALVAJINA;174,78;4.129.700,00;106,44%
2017-01-03;VALLE;DIGUA;0,57;7.300,00;2,15%
2017-01-03;VALLE;FLORIDA II;8,23;164.600,00;126,62%
2017-01-04;ANTIOQUIA;A. SAN LORENZO;21,80;4.967.300,00;89,82%
2017-01-04;ANTIOQUIA;CONCEPCION;5,02;1.387.100,00;97,68%
2017-01-04;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,71;2.680.300,00;121,28%
2017-01-04;ANTIOQUIA;DESV. MANSO;6,81;327.000,00;61,70%
2017-01-04;ANTIOQUIA;GRANDE;20,42;6.454.500,00;87,82%
2017-01-04;ANTIOQUIA;GUADALUPE;16,15;4.459.100,00;116,73%
2017-01-04;ANTIOQUIA;GUATAPE;38,38;6.464.400,00;158,05%
2017-01-04;ANTIOQUIA;MIEL I;67,42;3.239.100,00;78,05%
2017-01-04;ANTIOQUIA;NARE;17,19;6.040.400,00;46,61%
2017-01-04;ANTIOQUIA;PORCE II;63,40;8.235.800,00;112,36%
2017-01-04;ANTIOQUIA;PORCE III;10,90;832.100,00;54,74%
2017-01-04;ANTIOQUIA;SAN CARLOS;18,53;2.428.000,00;103,76%
2017-01-04;ANTIOQUIA;TENCHE;4,58;1.263.100,00;170,69%
2017-01-04;CARIBE;SINU URRA;210,63;2.348.100,00;126,24%
2017-01-04;CENTRO;AMOYA;10,00;1.167.100,00;74,34%
2017-01-04;CENTRO;BETANIA CP;154,69;2.217.900,00;110,34%
2017-01-04;CENTRO;BOGOTA N.R.;0,00;;
2017-01-04;CENTRO;EL QUIMBO;137,35;5.570.600,00;95,39%
2017-01-04;CENTRO;PRADO;12,14;141.700,00;26,24%
2017-01-04;CENTRO;SOGAMOSO;279,99;8.767.400,00;140,50%
2017-01-04;ORIENTE;BATA;20,84;3.452.900,00;133,32%
2017-01-04;ORIENTE;CHUZA;2,48;986.400,00;90,50%
2017-01-04;ORIENTE;GUAVIO;20,01;4.687.400,00;110,81%
2017-01-04;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;5.907.800,00;101,68%
2017-01-04;VALLE;ALTOANCHICAYA;76,55;8.155.900,00;179,25%
2017-01-04;VALLE;CALIMA;38,19;1.709.300,00;341,86%
2017-01-04;VALLE;CAUCA SALVAJINA;174,42;4.121.200,00;106,22%
2017-01-04;VALLE;DIGUA;0,40;5.100,00;1,50%
2017-01-04;VALLE;FLORIDA II;7,26;145.200,00;111,69%
2017-01-05;ANTIOQUIA;A. SAN LORENZO;22,98;5.237.400,00;94,71%
2017-01-05;ANTIOQUIA;CONCEPCION;4,35;1.201.300,00;84,60%
2017-01-05;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,49;2.620.400,00;118,57%
2017-01-05;ANTIOQUIA;DESV. MANSO;2,93;141.000,00;26,60%
2017-01-05;ANTIOQUIA;GRANDE;30,54;9.653.600,00;131,34%
2017-01-05;ANTIOQUIA;GUADALUPE;20,02;5.527.600,00;144,70%
2017-01-05;ANTIOQUIA;GUATAPE;69,91;11.775.100,00;287,90%
2017-01-05;ANTIOQUIA;MIEL I;62,91;3.022.300,00;72,83%
2017-01-05;ANTIOQUIA;NARE;31,42;11.041.100,00;85,19%
2017-01-05;ANTIOQUIA;PORCE II;92,74;12.047.900,00;164,36%
2017-01-05;ANTIOQUIA;PORCE III;15,44;1.179.200,00;77,58%
2017-01-05;ANTIOQUIA;SAN CARLOS;48,50;6.356.300,00;271,64%
2017-01-05;ANTIOQUIA;TENCHE;2,28;629.500,00;85,07%
2017-01-05;CARIBE;SINU URRA;199,06;2.219.100,00;119,31%
2017-01-05;CENTRO;AMOYA;9,67;1.127.700,00;71,83%
2017-01-05;CENTRO;BETANIA CP;193,84;2.779.200,00;138,27%
2017-01-05;CENTRO;BOGOTA N.R.;10,97;4.363.300,00;125,02%
2017-01-05;CENTRO;EL QUIMBO;128,61;5.216.100,00;89,32%
2017-01-05;CENTRO;PRADO;104,06;1.214.300,00;224,87%
2017-01-05;CENTRO;SOGAMOSO;291,05;9.113.600,00;146,05%
2017-01-05;ORIENTE;BATA;20,21;3.348.500,00;129,29%
2017-01-05;ORIENTE;CHUZA;2,49;990.400,00;90,86%
2017-01-05;ORIENTE;GUAVIO;19,94;4.671.000,00;110,43%
2017-01-05;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;7.316.000,00;125,92%
2017-01-05;VALLE;ALTOANCHICAYA;30,77;3.278.300,00;72,05%
2017-01-05;VALLE;CALIMA;20,18;903.200,00;180,64%
2017-01-05;VALLE;CAUCA SALVAJINA;181,95;4.299.100,00;110,80%
2017-01-05;VALLE;DIGUA;0,94;12.000,00;3,53%
2017-01-05;VALLE;FLORIDA II;7,20;144.000,00;110,77%
2017-01-06;ANTIOQUIA;A. SAN LORENZO;20,53;4.678.600,00;84,60%
2017-01-06;ANTIOQUIA;CONCEPCION;3,87;1.068.500,00;75,25%
2017-01-06;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,02;2.489.000,00;112,62%
2017-01-06;ANTIOQUIA;DESV. MANSO;0,62;29.500,00;5,57%
2017-01-06;ANTIOQUIA;GRANDE;25,32;8.003.800,00;108,90%
2017-01-06;ANTIOQUIA;GUADALUPE;15,52;4.284.100,00;112,15%
2017-01-06;ANTIOQUIA;GUATAPE;39,09;6.585.100,00;161,00%
2017-01-06;ANTIOQUIA;MIEL I;59,83;2.874.400,00;69,26%
2017-01-06;ANTIOQUIA;NARE;21,71;7.628.900,00;58,86%
2017-01-06;ANTIOQUIA;PORCE II;84,03;10.916.000,00;148,92%
2017-01-06;ANTIOQUIA;PORCE III;4,10;313.200,00;20,61%
2017-01-06;ANTIOQUIA;SAN CARLOS;19,62;2.571.000,00;109,87%
2017-01-06;ANTIOQUIA;TENCHE;1,52;418.600,00;56,57%
2017-01-06;CARIBE;SINU URRA;191,21;2.131.600,00;114,60%
2017-01-06;CENTRO;AMOYA;9,87;1.151.300,00;73,33%
2017-01-06;CENTRO;BETANIA CP;245,65;3.522.000,00;175,22%
2017-01-06;CENTRO;BOGOTA N.R.;6,48;2.577.400,00;73,85%
2017-01-06;CENTRO;EL QUIMBO;348,96;14.153.000,00;242,35%
2017-01-06;CENTRO;PRADO;60,72;708.500,00;131,20%
2017-01-06;CENTRO;SOGAMOSO;272,75;8.540.600,00;136,87%
2017-01-06;ORIENTE;BATA;20,37;3.375.000,00;130,31%
2017-01-06;ORIENTE;CHUZA;4,38;1.742.200,00;159,83%
2017-01-06;ORIENTE;GUAVIO;25,39;5.947.700,00;140,61%
2017-01-06;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;6.810.200,00;117,22%
2017-01-06;VALLE;ALTOANCHICAYA;22,19;2.364.200,00;51,96%
2017-01-06;VALLE;CALIMA;10,11;452.500,00;90,50%
2017-01-06;VALLE;CAUCA SALVAJINA;159,63;3.771.700,00;97,21%
2017-01-06;VALLE;DIGUA;4,05;51.700,00;15,21%
2017-01-06;VALLE;FLORIDA II;8,64;172.800,00;132,92%
2017-01-07;ANTIOQUIA;A. SAN LORENZO;28,71;6.542.800,00;118,31%
2017-01-07;ANTIOQUIA;CONCEPCION;10,57;2.918.300,00;205,51%
2017-01-07;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);10,74;2.966.000,00;134,21%
2017-01-07;ANTIOQUIA;DESV. MANSO;1,22;58.800,00;11,09%
2017-01-07;ANTIOQUIA;GRANDE;17,38;5.493.500,00;74,74%
2017-01-07;ANTIOQUIA;GUADALUPE;15,89;4.386.000,00;114,82%
2017-01-07;ANTIOQUIA;GUATAPE;41,26;6.950.300,00;169,93%
2017-01-07;ANTIOQUIA;MIEL I;63,79;3.064.900,00;73,85%
2017-01-07;ANTIOQUIA;NARE;30,82;10.831.700,00;83,58%
2017-01-07;ANTIOQUIA;PORCE II;83,02;10.784.000,00;147,12%
2017-01-07;ANTIOQUIA;PORCE III;21,81;1.665.300,00;109,56%
2017-01-07;ANTIOQUIA;SAN CARLOS;18,64;2.442.900,00;104,40%
