Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2009-01-01;ANTIOQUIA;A. SAN LORENZO;36,71;8.450.700,00;153,93%
2009-01-01;ANTIOQUIA;CONCEPCION;4,93;1.192.000,00;97,70%
2009-01-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,51;2.298.400,00;120,97%
2009-01-01;ANTIOQUIA;GRANDE;28,39;6.556.300,00;121,86%
2009-01-01;ANTIOQUIA;GUADALUPE;9,92;2.395.500,00;71,08%
2009-01-01;ANTIOQUIA;GUATAPE;15,76;2.661.500,00;67,90%
2009-01-01;ANTIOQUIA;MIEL I;125,45;4.963.900,00;153,21%
2009-01-01;ANTIOQUIA;NARE;59,21;20.953.000,00;167,22%
2009-01-01;ANTIOQUIA;PORCE II;90,07;4.245.300,00;165,83%
2009-01-01;ANTIOQUIA;SAN CARLOS;8,09;1.058.300,00;45,62%
2009-01-01;ANTIOQUIA;TENCHE;3,25;785.400,00;120,83%
2009-01-01;CARIBE;SINU URRA;213,72;2.305.100,00;125,28%
2009-01-01;CENTRO;BOGOTA N.R.;15,94;6.939.800,00;187,06%
2009-01-01;CENTRO;MAGDALENA BETANIA;386,71;5.787.700,00;137,80%
2009-01-01;CENTRO;PRADO;20,91;238.700,00;45,04%
2009-01-01;ORIENTE;BATA;19,72;3.290.500,00;125,11%
2009-01-01;ORIENTE;CHUZA;1,27;552.900,00;43,20%
2009-01-01;ORIENTE;GUAVIO;16,15;3.825.000,00;87,93%
2009-01-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.183.300,00;123,77%
2009-01-01;VALLE;ALTOANCHICAYA;25,32;2.558.600,00;60,06%
2009-01-01;VALLE;CALIMA;12,22;509.000,00;110,65%
2009-01-01;VALLE;CAUCA SALVAJINA;215,80;5.007.800,00;130,75%
2009-01-01;VALLE;DIGUA;22,71;381.700,00;86,75%
2009-01-01;VALLE;FLORIDA II;11,18;223.600,00;172,00%
2009-01-02;ANTIOQUIA;A. SAN LORENZO;26,78;6.164.800,00;112,29%
2009-01-02;ANTIOQUIA;CONCEPCION;5,33;1.287.400,00;105,52%
2009-01-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);10,18;2.458.300,00;129,38%
2009-01-02;ANTIOQUIA;GRANDE;27,49;6.348.900,00;118,01%
2009-01-02;ANTIOQUIA;GUADALUPE;15,87;3.833.900,00;113,77%
2009-01-02;ANTIOQUIA;GUATAPE;12,77;2.157.400,00;55,04%
2009-01-02;ANTIOQUIA;MIEL I;126,97;5.024.100,00;155,06%
2009-01-02;ANTIOQUIA;NARE;40,07;14.179.600,00;113,17%
2009-01-02;ANTIOQUIA;PORCE II;70,06;3.302.200,00;128,99%
2009-01-02;ANTIOQUIA;SAN CARLOS;7,93;1.037.400,00;44,72%
2009-01-02;ANTIOQUIA;TENCHE;3,25;786.100,00;120,94%
2009-01-02;CARIBE;SINU URRA;175,28;1.890.500,00;102,74%
2009-01-02;CENTRO;BOGOTA N.R.;12,85;5.594.500,00;150,80%
2009-01-02;CENTRO;MAGDALENA BETANIA;345,26;5.167.300,00;123,03%
2009-01-02;CENTRO;PRADO;38,13;435.300,00;82,13%
2009-01-02;ORIENTE;BATA;20,25;3.378.900,00;128,48%
2009-01-02;ORIENTE;CHUZA;2,55;1.110.200,00;86,73%
2009-01-02;ORIENTE;GUAVIO;19,31;4.573.500,00;105,14%
2009-01-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.682.800,00;108,96%
2009-01-02;VALLE;ALTOANCHICAYA;23,72;2.397.000,00;56,27%
2009-01-02;VALLE;CALIMA;11,28;469.900,00;102,15%
2009-01-02;VALLE;CAUCA SALVAJINA;199,63;4.632.500,00;120,95%
2009-01-02;VALLE;DIGUA;18,66;313.700,00;71,30%
2009-01-02;VALLE;FLORIDA II;10,36;207.200,00;159,38%
2009-01-03;ANTIOQUIA;A. SAN LORENZO;104,62;24.083.600,00;438,68%
2009-01-03;ANTIOQUIA;CONCEPCION;4,80;1.158.600,00;94,97%
2009-01-03;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,96;2.406.200,00;126,64%
2009-01-03;ANTIOQUIA;GRANDE;26,58;6.138.700,00;114,10%
2009-01-03;ANTIOQUIA;GUADALUPE;16,34;3.946.700,00;117,11%
2009-01-03;ANTIOQUIA;GUATAPE;104,97;17.732.900,00;452,37%
2009-01-03;ANTIOQUIA;MIEL I;109,55;4.334.800,00;133,79%
2009-01-03;ANTIOQUIA;NARE;149,60;52.942.600,00;422,53%
2009-01-03;ANTIOQUIA;PORCE II;82,99;3.911.800,00;152,80%
2009-01-03;ANTIOQUIA;SAN CARLOS;18,62;2.435.800,00;104,99%
2009-01-03;ANTIOQUIA;TENCHE;3,25;786.100,00;120,94%
2009-01-03;CARIBE;SINU URRA;129,30;1.394.600,00;75,79%
2009-01-03;CENTRO;BOGOTA N.R.;16,62;7.235.800,00;195,04%
2009-01-03;CENTRO;MAGDALENA BETANIA;393,81;5.893.900,00;140,33%
2009-01-03;CENTRO;PRADO;45,22;516.300,00;97,42%
2009-01-03;ORIENTE;BATA;18,93;3.158.700,00;120,10%
2009-01-03;ORIENTE;CHUZA;1,97;857.700,00;67,01%
2009-01-03;ORIENTE;GUAVIO;18,59;4.402.900,00;101,22%
2009-01-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;7.265.700,00;214,96%
2009-01-03;VALLE;ALTOANCHICAYA;24,65;2.490.900,00;58,47%
2009-01-03;VALLE;CALIMA;14,55;606.100,00;131,76%
2009-01-03;VALLE;CAUCA SALVAJINA;191,77;4.450.100,00;116,19%
2009-01-03;VALLE;DIGUA;19,50;327.800,00;74,50%
2009-01-03;VALLE;FLORIDA II;10,36;207.200,00;159,38%
