Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2021-01-01;ANTIOQUIA;A. SAN LORENZO;19,29;4.354.800,00;79,76%
2021-01-01;ANTIOQUIA;CARLOS LLERAS;20,31;3.143.300,00;78,98%
2021-01-01;ANTIOQUIA;CONCEPCION;3,61;1.011.700,00;71,25%
2021-01-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);7,48;2.096.000,00;94,41%
2021-01-01;ANTIOQUIA;DESV. GUARINO;19,50;899.700,00;63,81%
2021-01-01;ANTIOQUIA;DESV. MANSO;10,77;497.000,00;95,58%
2021-01-01;ANTIOQUIA;GRANDE;19,47;6.795.200,00;84,62%
2021-01-01;ANTIOQUIA;GUADALUPE;11,26;3.153.100,00;81,90%
2021-01-01;ANTIOQUIA;GUATAPE;33,45;5.664.800,00;135,85%
2021-01-01;ANTIOQUIA;MIEL I;141,41;6.524.100,00;167,71%
2021-01-01;ANTIOQUIA;NARE;32,54;10.982.700,00;88,93%
2021-01-01;ANTIOQUIA;PORCE III;10,73;828.100,00;54,84%
2021-01-01;ANTIOQUIA;PORCE2 CP;23,49;2.973.500,00;78,46%
2021-01-01;ANTIOQUIA;QUEBRADONA;0,28;52.300,00;87,17%
2021-01-01;ANTIOQUIA;SAN CARLOS;21,97;2.814.700,00;122,91%
2021-01-01;ANTIOQUIA;SAN MIGUEL;39,51;1.334.000,00;92,00%
2021-01-01;ANTIOQUIA;TENCHE;2,26;633.000,00;84,40%
2021-01-01;CARIBE;SINU URRA;178,86;1.978.000,00;107,50%
2021-01-01;CENTRO;AMOYA;14,07;1.620.600,00;105,92%
2021-01-01;CENTRO;BETANIA CP;160,72;2.289.300,00;115,04%
2021-01-01;CENTRO;BOGOTA N.R.;18,92;7.449.100,00;211,02%
2021-01-01;CENTRO;CUCUANA;6,10;833.000,00;203,17%
2021-01-01;CENTRO;DESV. SAN MARCOS;1,31;178.900,00;119,27%
2021-01-01;CENTRO;EL QUIMBO;221,47;8.846.900,00;153,06%
2021-01-01;CENTRO;PRADO;84,86;981.700,00;181,80%
2021-01-01;CENTRO;SOGAMOSO;388,19;12.207.500,00;195,01%
2021-01-01;ORIENTE;BATA;18,26;2.994.100,00;116,96%
2021-01-01;ORIENTE;BLANCO;0,00;;
2021-01-01;ORIENTE;CHUZA;1,45;570.900,00;52,38%
2021-01-01;ORIENTE;GUAVIO;21,59;5.105.100,00;119,84%
2021-01-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.161.100,00;119,29%
2021-01-01;VALLE;ALTOANCHICAYA;77,44;7.767.100,00;184,05%
2021-01-01;VALLE;CALIMA;20,64;911.400,00;186,00%
2021-01-01;VALLE;CAUCA SALVAJINA;334,14;6.939.200,00;206,52%
2021-01-01;VALLE;DIGUA;46,09;667.900,00;175,76%
2021-01-01;VALLE;FLORIDA II;12,18;243.600,00;187,38%
2021-01-02;ANTIOQUIA;A. SAN LORENZO;27,83;6.282.500,00;115,06%
2021-01-02;ANTIOQUIA;CARLOS LLERAS;18,56;2.872.400,00;72,17%
2021-01-02;ANTIOQUIA;CONCEPCION;3,84;1.076.400,00;75,80%
2021-01-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);7,29;2.043.100,00;92,03%
2021-01-02;ANTIOQUIA;DESV. GUARINO;13,32;614.500,00;43,58%
2021-01-02;ANTIOQUIA;DESV. MANSO;4,50;207.400,00;39,88%
2021-01-02;ANTIOQUIA;GRANDE;20,36;7.105.800,00;88,49%
2021-01-02;ANTIOQUIA;GUADALUPE;11,27;3.156.700,00;81,99%
2021-01-02;ANTIOQUIA;GUATAPE;65,79;11.140.800,00;267,17%
2021-01-02;ANTIOQUIA;MIEL I;90,98;4.197.400,00;107,90%
2021-01-02;ANTIOQUIA;NARE;33,74;11.389.100,00;92,22%
2021-01-02;ANTIOQUIA;PORCE III;7,21;556.600,00;36,86%
2021-01-02;ANTIOQUIA;PORCE2 CP;28,35;3.589.200,00;94,70%
2021-01-02;ANTIOQUIA;QUEBRADONA;0,30;54.500,00;90,83%
2021-01-02;ANTIOQUIA;SAN CARLOS;28,28;3.622.300,00;158,18%
2021-01-02;ANTIOQUIA;SAN MIGUEL;42,61;1.438.600,00;99,21%
2021-01-02;ANTIOQUIA;TENCHE;1,51;422.400,00;56,32%
2021-01-02;CARIBE;SINU URRA;168,22;1.860.400,00;101,11%
2021-01-02;CENTRO;AMOYA;12,41;1.429.000,00;93,40%
2021-01-02;CENTRO;BETANIA CP;128,21;1.826.300,00;91,77%
2021-01-02;CENTRO;BOGOTA N.R.;16,94;6.669.600,00;188,94%
2021-01-02;CENTRO;CUCUANA;5,39;736.100,00;179,54%
2021-01-02;CENTRO;DESV. SAN MARCOS;1,15;157.000,00;104,67%
2021-01-02;CENTRO;EL QUIMBO;376,02;15.020.100,00;259,86%
2021-01-02;CENTRO;PRADO;53,80;622.400,00;115,26%
2021-01-02;CENTRO;SOGAMOSO;242,89;7.638.200,00;122,02%
2021-01-02;ORIENTE;BATA;17,50;2.869.400,00;112,09%
2021-01-02;ORIENTE;BLANCO;0,00;;
2021-01-02;ORIENTE;CHUZA;2,69;1.059.100,00;97,17%
2021-01-02;ORIENTE;GUAVIO;32,65;7.718.400,00;181,18%
2021-01-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.360.300,00;126,80%
2021-01-02;VALLE;ALTOANCHICAYA;62,21;6.239.600,00;147,86%
2021-01-02;VALLE;CALIMA;18,63;822.700,00;167,90%
2021-01-02;VALLE;CAUCA SALVAJINA;298,22;6.193.200,00;184,32%
2021-01-02;VALLE;DIGUA;37,87;548.800,00;144,42%
2021-01-02;VALLE;FLORIDA II;11,20;224.000,00;172,31%
2021-01-03;ANTIOQUIA;A. SAN LORENZO;28,92;6.528.100,00;119,56%
2021-01-03;ANTIOQUIA;CARLOS LLERAS;21,96;3.398.600,00;85,39%
2021-01-03;ANTIOQUIA;CONCEPCION;3,65;1.022.900,00;72,04%
2021-01-03;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);7,25;2.030.500,00;91,46%
2021-01-03;ANTIOQUIA;DESV. GUARINO;6,67;307.800,00;21,83%
2021-01-03;ANTIOQUIA;DESV. MANSO;0,68;31.300,00;6,02%
2021-01-03;ANTIOQUIA;GRANDE;19,29;6.732.400,00;83,84%
2021-01-03;ANTIOQUIA;GUADALUPE;11,36;3.182.500,00;82,66%
2021-01-03;ANTIOQUIA;GUATAPE;36,89;6.246.700,00;149,80%
2021-01-03;ANTIOQUIA;MIEL I;184,52;8.513.100,00;218,85%
2021-01-03;ANTIOQUIA;NARE;40,09;13.530.300,00;109,56%
2021-01-03;ANTIOQUIA;PORCE III;8,72;672.900,00;44,56%
2021-01-03;ANTIOQUIA;PORCE2 CP;32,02;4.053.900,00;106,96%
2021-01-03;ANTIOQUIA;QUEBRADONA;0,28;51.800,00;86,33%
2021-01-03;ANTIOQUIA;SAN CARLOS;23,39;2.996.800,00;130,86%
2021-01-03;ANTIOQUIA;SAN MIGUEL;45,41;1.533.200,00;105,74%
2021-01-03;ANTIOQUIA;TENCHE;1,51;423.000,00;56,40%
2021-01-03;CARIBE;SINU URRA;173,44;1.918.100,00;104,24%
2021-01-03;CENTRO;AMOYA;17,53;2.018.200,00;131,91%
2021-01-03;CENTRO;BETANIA CP;141,83;2.020.200,00;101,52%
2021-01-03;CENTRO;BOGOTA N.R.;15,26;6.008.100,00;170,20%
2021-01-03;CENTRO;CUCUANA;7,51;1.025.600,00;250,15%
2021-01-03;CENTRO;DESV. SAN MARCOS;2,05;279.900,00;186,60%
2021-01-03;CENTRO;EL QUIMBO;232,04;9.269.000,00;160,36%
2021-01-03;CENTRO;PRADO;307,69;3.559.400,00;659,15%
2021-01-03;CENTRO;SOGAMOSO;303,15;9.533.100,00;152,29%
2021-01-03;ORIENTE;BATA;34,32;5.627.400,00;219,82%
2021-01-03;ORIENTE;BLANCO;0,00;;
2021-01-03;ORIENTE;CHUZA;4,44;1.748.100,00;160,38%
2021-01-03;ORIENTE;GUAVIO;30,12;7.120.300,00;167,14%
2021-01-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.494.500,00;131,87%
2021-01-03;VALLE;ALTOANCHICAYA;74,54;7.476.200,00;177,16%
2021-01-03;VALLE;CALIMA;18,67;824.400,00;168,24%
2021-01-03;VALLE;CAUCA SALVAJINA;360,56;7.487.800,00;222,85%
2021-01-03;VALLE;DIGUA;44,52;645.100,00;169,76%
2021-01-03;VALLE;FLORIDA II;11,96;239.200,00;184,00%
2021-01-04;ANTIOQUIA;A. SAN LORENZO;18,45;4.165.200,00;76,29%
2021-01-04;ANTIOQUIA;CARLOS LLERAS;18,93;2.929.700,00;73,61%
2021-01-04;ANTIOQUIA;CONCEPCION;3,54;991.600,00;69,83%
2021-01-04;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,92;1.937.200,00;87,26%
2021-01-04;ANTIOQUIA;DESV. GUARINO;15,30;705.700,00;50,05%
2021-01-04;ANTIOQUIA;DESV. MANSO;2,64;121.800,00;23,42%
2021-01-04;ANTIOQUIA;GRANDE;17,09;5.965.900,00;74,30%
2021-01-04;ANTIOQUIA;GUADALUPE;10,99;3.077.200,00;79,93%
2021-01-04;ANTIOQUIA;GUATAPE;14,19;2.402.200,00;57,61%
2021-01-04;ANTIOQUIA;MIEL I;107,74;4.971.000,00;127,79%
2021-01-04;ANTIOQUIA;NARE;37,49;12.654.400,00;102,46%
2021-01-04;ANTIOQUIA;PORCE III;18,04;1.392.000,00;92,19%
2021-01-04;ANTIOQUIA;PORCE2 CP;27,01;3.419.300,00;90,22%
2021-01-04;ANTIOQUIA;QUEBRADONA;0,24;45.100,00;75,17%
2021-01-04;ANTIOQUIA;SAN CARLOS;21,14;2.707.400,00;118,23%
2021-01-04;ANTIOQUIA;SAN MIGUEL;37,75;1.274.600,00;87,90%
2021-01-04;ANTIOQUIA;TENCHE;1,52;426.900,00;56,92%
2021-01-04;CARIBE;SINU URRA;160,44;1.774.300,00;96,43%
2021-01-04;CENTRO;AMOYA;19,08;2.196.800,00;143,58%
2021-01-04;CENTRO;BETANIA CP;223,54;3.184.200,00;160,01%
2021-01-04;CENTRO;BOGOTA N.R.;11,96;4.708.900,00;133,40%
2021-01-04;CENTRO;CUCUANA;11,47;1.566.300,00;382,02%
2021-01-04;CENTRO;DESV. SAN MARCOS;2,63;359.200,00;239,47%
2021-01-04;CENTRO;EL QUIMBO;212,61;8.492.600,00;146,93%
2021-01-04;CENTRO;PRADO;68,71;794.800,00;147,19%
2021-01-04;CENTRO;SOGAMOSO;211,66;6.656.100,00;106,33%
2021-01-04;ORIENTE;BATA;24,66;4.043.500,00;157,95%
2021-01-04;ORIENTE;BLANCO;0,00;;
2021-01-04;ORIENTE;CHUZA;2,19;862.200,00;79,10%
2021-01-04;ORIENTE;GUAVIO;18,03;4.261.300,00;100,03%
2021-01-04;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.888.200,00;108,99%
2021-01-04;VALLE;ALTOANCHICAYA;58,44;5.861.400,00;138,90%
