Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2019-01-01;ANTIOQUIA;A. SAN LORENZO;16,30;3.663.100,00;67,34%
2019-01-01;ANTIOQUIA;CARLOS LLERAS;33,92;5.279.300,00;131,33%
2019-01-01;ANTIOQUIA;CONCEPCION;4,87;1.365.000,00;95,45%
2019-01-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,31;1.488.900,00;66,77%
2019-01-01;ANTIOQUIA;DESV. MANSO;0,42;20.200,00;3,88%
2019-01-01;ANTIOQUIA;GRANDE;17,21;6.014.900,00;74,53%
2019-01-01;ANTIOQUIA;GUADALUPE;10,85;3.038.800,00;78,73%
2019-01-01;ANTIOQUIA;GUATAPE;25,10;4.147.800,00;102,92%
2019-01-01;ANTIOQUIA;MIEL I;34,00;1.634.200,00;40,15%
2019-01-01;ANTIOQUIA;NARE;25,12;8.365.300,00;64,55%
2019-01-01;ANTIOQUIA;PORCE III;5,17;395.900,00;26,22%
2019-01-01;ANTIOQUIA;PORCE2 CP;29,40;3.825.800,00;97,60%
2019-01-01;ANTIOQUIA;SAN CARLOS;14,70;1.880.400,00;82,11%
2019-01-01;ANTIOQUIA;TENCHE;2,13;596.800,00;79,57%
2019-01-01;CARIBE;SINU URRA;106,16;1.186.500,00;63,79%
2019-01-01;CENTRO;AMOYA;5,82;678.400,00;43,49%
2019-01-01;CENTRO;BETANIA CP;61,18;870.600,00;43,53%
2019-01-01;CENTRO;BOGOTA N.R.;0,00;;
2019-01-01;CENTRO;CUCUANA;1,31;178.900,00;43,63%
2019-01-01;CENTRO;DESV. SAN MARCOS;0,66;90.100,00;60,07%
2019-01-01;CENTRO;EL QUIMBO;82,92;3.352.100,00;57,30%
2019-01-01;CENTRO;PRADO;29,26;338.300,00;62,65%
2019-01-01;CENTRO;SOGAMOSO;144,21;4.515.700,00;72,25%
2019-01-01;ORIENTE;BATA;6,48;1.071.300,00;41,36%
2019-01-01;ORIENTE;CHUZA;0,28;110.200,00;10,02%
2019-01-01;ORIENTE;GUAVIO;9,51;2.242.500,00;52,64%
2019-01-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.208.600,00;70,83%
2019-01-01;VALLE;ALTOANCHICAYA;14,97;1.594.500,00;35,20%
2019-01-01;VALLE;CALIMA;4,60;204.700,00;41,78%
2019-01-01;VALLE;CAUCA SALVAJINA;58,49;1.374.800,00;35,90%
2019-01-01;VALLE;DIGUA;12,39;158.200,00;46,53%
2019-01-01;VALLE;FLORIDA II;7,20;144.000,00;110,77%
2019-01-02;ANTIOQUIA;A. SAN LORENZO;15,69;3.527.100,00;64,84%
2019-01-02;ANTIOQUIA;CARLOS LLERAS;31,84;4.955.600,00;123,27%
2019-01-02;ANTIOQUIA;CONCEPCION;4,83;1.352.400,00;94,57%
2019-01-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,16;1.444.600,00;64,78%
2019-01-02;ANTIOQUIA;DESV. MANSO;0,09;4.100,00;0,79%
2019-01-02;ANTIOQUIA;GRANDE;16,08;5.619.400,00;69,63%
2019-01-02;ANTIOQUIA;GUADALUPE;10,64;2.980.200,00;77,21%
2019-01-02;ANTIOQUIA;GUATAPE;19,90;3.288.300,00;81,60%
2019-01-02;ANTIOQUIA;MIEL I;32,04;1.540.100,00;37,84%
2019-01-02;ANTIOQUIA;NARE;24,59;8.190.100,00;63,20%
2019-01-02;ANTIOQUIA;PORCE III;3,59;275.000,00;18,21%
2019-01-02;ANTIOQUIA;PORCE2 CP;21,34;2.776.200,00;70,82%
2019-01-02;ANTIOQUIA;SAN CARLOS;13,85;1.772.200,00;77,39%
2019-01-02;ANTIOQUIA;TENCHE;3,34;936.300,00;124,84%
2019-01-02;CARIBE;SINU URRA;98,79;1.104.200,00;59,37%
2019-01-02;CENTRO;AMOYA;5,65;658.800,00;42,23%
2019-01-02;CENTRO;BETANIA CP;59,79;850.800,00;42,54%
2019-01-02;CENTRO;BOGOTA N.R.;0,00;;
2019-01-02;CENTRO;CUCUANA;1,26;172.100,00;41,98%
2019-01-02;CENTRO;DESV. SAN MARCOS;0,66;90.100,00;60,07%
2019-01-02;CENTRO;EL QUIMBO;80,75;3.264.400,00;55,80%
2019-01-02;CENTRO;PRADO;31,13;359.900,00;66,65%
2019-01-02;CENTRO;SOGAMOSO;140,84;4.410.000,00;70,56%
2019-01-02;ORIENTE;BATA;9,02;1.491.300,00;57,58%
2019-01-02;ORIENTE;CHUZA;1,89;744.100,00;67,65%
2019-01-02;ORIENTE;GUAVIO;10,14;2.391.100,00;56,13%
2019-01-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.116.900,00;68,81%
