Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2016-01-01;ANTIOQUIA;A. SAN LORENZO;13,69;3.127.100,00;56,14%
2016-01-01;ANTIOQUIA;CONCEPCION;2,46;673.500,00;48,11%
2016-01-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,66;1.274.300,00;58,19%
2016-01-01;ANTIOQUIA;DESV. MANSO;0,00;;
2016-01-01;ANTIOQUIA;GRANDE;9,92;3.110.400,00;42,43%
2016-01-01;ANTIOQUIA;GUADALUPE;9,19;2.512.000,00;66,28%
2016-01-01;ANTIOQUIA;GUATAPE;16,15;2.724.600,00;66,45%
2016-01-01;ANTIOQUIA;MIEL I;14,55;701.800,00;16,83%
2016-01-01;ANTIOQUIA;NARE;16,92;5.969.800,00;46,06%
2016-01-01;ANTIOQUIA;PORCE II;50,85;6.473.800,00;90,04%
2016-01-01;ANTIOQUIA;PORCE III;14,24;1.050.900,00;70,53%
2016-01-01;ANTIOQUIA;SAN CARLOS;14,51;1.904.800,00;81,40%
2016-01-01;ANTIOQUIA;TENCHE;1,80;491.500,00;67,33%
2016-01-01;CARIBE;SINU URRA;167,59;1.801.100,00;99,51%
2016-01-01;CENTRO;AMOYA;10,87;1.267.800,00;80,24%
2016-01-01;CENTRO;BETANIA CP;54,78;819.900,00;38,86%
2016-01-01;CENTRO;BOGOTA N.R.;0,00;;
2016-01-01;CENTRO;EL QUIMBO;81,57;3.320.000,00;56,56%
2016-01-01;CENTRO;PRADO;4,32;51.000,00;9,27%
2016-01-01;CENTRO;SOGAMOSO;148,75;4.657.700,00;74,52%
2016-01-01;ORIENTE;BATA;22,88;3.850.600,00;145,86%
2016-01-01;ORIENTE;CHUZA;4,84;1.925.100,00;173,43%
2016-01-01;ORIENTE;GUAVIO;38,83;9.080.000,00;216,19%
2016-01-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.178.200,00;61,72%
2016-01-01;VALLE;ALTOANCHICAYA;16,89;1.798.800,00;39,19%
2016-01-01;VALLE;CALIMA;0,57;25.600,00;5,12%
2016-01-01;VALLE;CAUCA SALVAJINA;20,02;477.000,00;12,08%
2016-01-01;VALLE;DIGUA;9,72;124.100,00;36,50%
2016-01-01;VALLE;FLORIDA II;5,24;104.800,00;80,62%
2016-01-02;ANTIOQUIA;A. SAN LORENZO;16,56;3.781.200,00;67,89%
2016-01-02;ANTIOQUIA;CONCEPCION;3,16;862.400,00;61,60%
2016-01-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,86;1.327.300,00;60,61%
2016-01-02;ANTIOQUIA;DESV. MANSO;0,00;;
2016-01-02;ANTIOQUIA;GRANDE;12,35;3.874.100,00;52,85%
2016-01-02;ANTIOQUIA;GUADALUPE;9,74;2.662.100,00;70,24%
2016-01-02;ANTIOQUIA;GUATAPE;21,02;3.546.400,00;86,50%
2016-01-02;ANTIOQUIA;MIEL I;16,11;776.700,00;18,63%
2016-01-02;ANTIOQUIA;NARE;13,36;4.713.000,00;36,37%
2016-01-02;ANTIOQUIA;PORCE II;31,66;4.030.700,00;56,06%
2016-01-02;ANTIOQUIA;PORCE III;10,88;802.700,00;53,87%
2016-01-02;ANTIOQUIA;SAN CARLOS;15,73;2.061.100,00;88,08%
2016-01-02;ANTIOQUIA;TENCHE;1,47;401.800,00;55,04%
2016-01-02;CARIBE;SINU URRA;196,63;2.113.200,00;116,75%
2016-01-02;CENTRO;AMOYA;10,80;1.259.800,00;79,73%
2016-01-02;CENTRO;BETANIA CP;54,89;821.500,00;38,93%
2016-01-02;CENTRO;BOGOTA N.R.;0,00;;
2016-01-02;CENTRO;EL QUIMBO;56,89;2.315.500,00;39,45%
2016-01-02;CENTRO;PRADO;4,34;51.200,00;9,31%
2016-01-02;CENTRO;SOGAMOSO;146,72;4.594.100,00;73,51%
2016-01-02;ORIENTE;BATA;17,54;2.951.900,00;111,81%
2016-01-02;ORIENTE;CHUZA;2,67;1.062.000,00;95,68%
2016-01-02;ORIENTE;GUAVIO;22,27;5.207.600,00;123,99%
2016-01-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.722.400,00;54,98%
2016-01-02;VALLE;ALTOANCHICAYA;17,64;1.878.700,00;40,93%
2016-01-02;VALLE;CALIMA;4,28;192.200,00;38,44%
2016-01-02;VALLE;CAUCA SALVAJINA;21,89;521.600,00;13,21%
2016-01-02;VALLE;DIGUA;10,97;140.100,00;41,21%
2016-01-02;VALLE;FLORIDA II;5,24;104.800,00;80,62%
2016-01-03;ANTIOQUIA;A. SAN LORENZO;18,82;4.298.700,00;77,18%
2016-01-03;ANTIOQUIA;CONCEPCION;3,89;1.062.500,00;75,89%
2016-01-03;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,24;1.432.300,00;65,40%
2016-01-03;ANTIOQUIA;DESV. MANSO;0,00;;
2016-01-03;ANTIOQUIA;GRANDE;14,32;4.490.400,00;61,26%
2016-01-03;ANTIOQUIA;GUADALUPE;13,23;3.617.100,00;95,44%
2016-01-03;ANTIOQUIA;GUATAPE;13,16;2.219.800,00;54,14%
2016-01-03;ANTIOQUIA;MIEL I;15,27;736.500,00;17,66%
2016-01-03;ANTIOQUIA;NARE;16,87;5.951.400,00;45,92%
2016-01-03;ANTIOQUIA;PORCE II;61,26;7.798.700,00;108,47%
2016-01-03;ANTIOQUIA;PORCE III;8,63;636.600,00;42,72%
2016-01-03;ANTIOQUIA;SAN CARLOS;13,09;1.717.900,00;73,41%
2016-01-03;ANTIOQUIA;TENCHE;0,73;199.300,00;27,30%
2016-01-03;CARIBE;SINU URRA;156,56;1.682.600,00;92,96%
2016-01-03;CENTRO;AMOYA;10,64;1.241.300,00;78,56%
2016-01-03;CENTRO;BETANIA CP;55,06;824.000,00;39,05%
2016-01-03;CENTRO;BOGOTA N.R.;2,18;867.100,00;24,63%
2016-01-03;CENTRO;EL QUIMBO;54,15;2.204.000,00;37,55%
2016-01-03;CENTRO;PRADO;4,30;50.700,00;9,22%
2016-01-03;CENTRO;SOGAMOSO;153,73;4.813.700,00;77,02%
2016-01-03;ORIENTE;BATA;16,54;2.783.600,00;105,44%
2016-01-03;ORIENTE;CHUZA;2,14;851.200,00;76,68%
2016-01-03;ORIENTE;GUAVIO;22,34;5.224.000,00;124,38%
2016-01-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.121.200,00;60,87%
2016-01-03;VALLE;ALTOANCHICAYA;18,28;1.946.900,00;42,42%
2016-01-03;VALLE;CALIMA;4,28;192.200,00;38,44%
2016-01-03;VALLE;CAUCA SALVAJINA;21,65;515.900,00;13,06%
2016-01-03;VALLE;DIGUA;12,56;160.400,00;47,18%
2016-01-03;VALLE;FLORIDA II;5,24;104.800,00;80,62%
2016-01-04;ANTIOQUIA;A. SAN LORENZO;24,43;5.579.900,00;100,18%
2016-01-04;ANTIOQUIA;CONCEPCION;3,16;863.800,00;61,70%
2016-01-04;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,84;1.596.300,00;72,89%
2016-01-04;ANTIOQUIA;DESV. MANSO;5,28;254.800,00;48,08%
2016-01-04;ANTIOQUIA;GRANDE;14,73;4.618.700,00;63,01%
2016-01-04;ANTIOQUIA;GUADALUPE;9,32;2.547.500,00;67,22%
2016-01-04;ANTIOQUIA;GUATAPE;23,35;3.940.200,00;96,10%
2016-01-04;ANTIOQUIA;MIEL I;16,29;785.300,00;18,83%
2016-01-04;ANTIOQUIA;NARE;31,13;10.983.100,00;84,75%
2016-01-04;ANTIOQUIA;PORCE II;57,42;7.309.700,00;101,66%
2016-01-04;ANTIOQUIA;PORCE III;18,29;1.349.100,00;90,54%
2016-01-04;ANTIOQUIA;SAN CARLOS;19,55;2.565.800,00;109,65%
2016-01-04;ANTIOQUIA;TENCHE;1,46;398.500,00;54,59%
2016-01-04;CARIBE;SINU URRA;161,45;1.735.100,00;95,86%
2016-01-04;CENTRO;AMOYA;10,40;1.213.600,00;76,81%
2016-01-04;CENTRO;BETANIA CP;41,27;617.700,00;29,27%
2016-01-04;CENTRO;BOGOTA N.R.;0,00;;
2016-01-04;CENTRO;EL QUIMBO;60,74;2.472.200,00;42,12%
2016-01-04;CENTRO;PRADO;7,62;89.900,00;16,35%
2016-01-04;CENTRO;SOGAMOSO;153,42;4.803.900,00;76,86%
2016-01-04;ORIENTE;BATA;14,84;2.497.500,00;94,60%
2016-01-04;ORIENTE;CHUZA;1,64;652.300,00;58,77%
2016-01-04;ORIENTE;GUAVIO;20,90;4.887.200,00;116,36%
2016-01-04;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.681.400,00;69,15%
2016-01-04;VALLE;ALTOANCHICAYA;21,47;2.286.600,00;49,82%
2016-01-04;VALLE;CALIMA;7,14;320.600,00;64,12%
2016-01-04;VALLE;CAUCA SALVAJINA;26,79;638.300,00;16,16%
2016-01-04;VALLE;DIGUA;26,91;343.700,00;101,09%
2016-01-04;VALLE;FLORIDA II;5,24;104.800,00;80,62%
2016-01-05;ANTIOQUIA;A. SAN LORENZO;14,85;3.390.900,00;60,88%
2016-01-05;ANTIOQUIA;CONCEPCION;3,50;957.800,00;68,41%
2016-01-05;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,34;1.732.700,00;79,12%
2016-01-05;ANTIOQUIA;DESV. MANSO;0,17;8.200,00;1,55%
2016-01-05;ANTIOQUIA;GRANDE;14,18;4.446.800,00;60,67%
2016-01-05;ANTIOQUIA;GUADALUPE;12,78;3.494.400,00;92,20%
2016-01-05;ANTIOQUIA;GUATAPE;15,70;2.649.400,00;64,62%
2016-01-05;ANTIOQUIA;MIEL I;17,67;852.300,00;20,44%
2016-01-05;ANTIOQUIA;NARE;23,43;8.264.900,00;63,77%
2016-01-05;ANTIOQUIA;PORCE II;60,93;7.756.200,00;107,87%
2016-01-05;ANTIOQUIA;PORCE III;7,70;568.300,00;38,14%
2016-01-05;ANTIOQUIA;SAN CARLOS;13,86;1.819.900,00;77,77%
2016-01-05;ANTIOQUIA;TENCHE;1,80;491.200,00;67,29%
2016-01-05;CARIBE;SINU URRA;150,80;1.620.700,00;89,54%
2016-01-05;CENTRO;AMOYA;10,24;1.195.100,00;75,64%
2016-01-05;CENTRO;BETANIA CP;55,33;828.100,00;39,25%
2016-01-05;CENTRO;BOGOTA N.R.;4,19;1.666.600,00;47,35%
2016-01-05;CENTRO;EL QUIMBO;60,74;2.472.200,00;42,12%
2016-01-05;CENTRO;PRADO;13,73;162.000,00;29,45%
2016-01-05;CENTRO;SOGAMOSO;151,58;4.746.500,00;75,94%
2016-01-05;ORIENTE;BATA;12,94;2.177.700,00;82,49%
2016-01-05;ORIENTE;CHUZA;1,65;656.300,00;59,13%
2016-01-05;ORIENTE;GUAVIO;21,33;4.987.800,00;118,76%
2016-01-05;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.279.800,00;63,22%
2016-01-05;VALLE;ALTOANCHICAYA;16,25;1.730.700,00;37,71%
2016-01-05;VALLE;CALIMA;2,27;101.900,00;20,38%
2016-01-05;VALLE;CAUCA SALVAJINA;30,20;719.600,00;18,22%
2016-01-05;VALLE;DIGUA;18,68;238.600,00;70,18%
2016-01-05;VALLE;FLORIDA II;5,24;104.800,00;80,62%
2016-01-06;ANTIOQUIA;A. SAN LORENZO;17,96;4.102.700,00;73,66%
