Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2003-01-02;ANTIOQUIA;GUATAPE;14,62;2.441.800,00;63,42%
2003-01-02;ANTIOQUIA;MIEL I;54,53;2.386.200,00;69,37%
2003-01-02;ANTIOQUIA;NARE;15,84;5.591.000,00;44,37%
2003-01-02;ANTIOQUIA;PORCE II;50,51;2.534.900,00;94,59%
2003-01-02;ANTIOQUIA;SAN CARLOS;7,07;889.100,00;38,66%
2003-01-02;ANTIOQUIA;TENCHE;2,78;626.600,00;101,06%
2003-01-02;CARIBE;SINU URRA;176,81;1.859.900,00;100,54%
2003-01-02;CENTRO;BOGOTA N.R.;6,90;2.685.600,00;78,53%
2003-01-02;CENTRO;MAGDALENA BETANIA;152,18;2.268.800,00;53,13%
2003-01-02;CENTRO;PRADO;3,03;33.000,00;6,23%
2003-01-02;ORIENTE;BATA;9,31;1.532.200,00;58,70%
2003-01-02;ORIENTE;CHUZA;0,82;319.200,00;25,95%
2003-01-02;ORIENTE;GUAVIO;12,06;2.893.400,00;64,01%
2003-01-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.070.400,00;62,55%
2003-01-02;VALLE;ALTOANCHICAYA;41,73;4.455.200,00;100,57%
2003-01-02;VALLE;CALIMA;5,01;232.400,00;44,69%
2003-01-02;VALLE;CAUCA SALVAJINA;100,58;2.233.100,00;60,03%
2003-01-02;VALLE;DIGUA;32,66;510.400,00;124,49%
2003-01-02;VALLE;FLORIDA II;6,09;121.800,00;87,00%
2003-01-03;ANTIOQUIA;A. SAN LORENZO;12,54;2.813.400,00;51,43%
2003-01-03;ANTIOQUIA;CONCEPCION;3,22;725.700,00;64,79%
2003-01-03;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,98;1.347.800,00;77,46%
2003-01-03;ANTIOQUIA;GRANDE;15,38;3.763.300,00;65,22%
2003-01-03;ANTIOQUIA;GUADALUPE;9,03;2.035.200,00;64,20%
2003-01-03;ANTIOQUIA;GUATAPE;15,94;2.662.300,00;69,15%
2003-01-03;ANTIOQUIA;MIEL I;52,35;2.290.800,00;66,59%
2003-01-03;ANTIOQUIA;NARE;13,47;4.754.400,00;37,73%
2003-01-03;ANTIOQUIA;PORCE II;53,45;2.682.500,00;100,09%
2003-01-03;ANTIOQUIA;SAN CARLOS;6,87;864.000,00;37,57%
2003-01-03;ANTIOQUIA;TENCHE;1,28;288.500,00;46,53%
2003-01-03;CARIBE;SINU URRA;147,46;1.551.200,00;83,85%
2003-01-03;CENTRO;BOGOTA N.R.;0,00;;
2003-01-03;CENTRO;MAGDALENA BETANIA;152,18;2.268.800,00;53,13%
2003-01-03;CENTRO;PRADO;11,33;123.200,00;23,25%
2003-01-03;ORIENTE;BATA;9,60;1.580.000,00;60,54%
2003-01-03;ORIENTE;CHUZA;4,16;1.619.100,00;131,63%
2003-01-03;ORIENTE;GUAVIO;12,79;3.068.500,00;67,89%
2003-01-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.941.400,00;58,65%
2003-01-03;VALLE;ALTOANCHICAYA;43,32;4.624.900,00;104,40%
2003-01-03;VALLE;CALIMA;5,02;232.900,00;44,79%
2003-01-03;VALLE;CAUCA SALVAJINA;69,97;1.553.500,00;41,76%
2003-01-03;VALLE;DIGUA;28,21;440.800,00;107,51%
2003-01-03;VALLE;FLORIDA II;6,20;124.000,00;88,57%
2003-01-04;ANTIOQUIA;A. SAN LORENZO;14,71;3.300.200,00;60,33%
2003-01-04;ANTIOQUIA;CONCEPCION;3,21;723.500,00;64,60%
2003-01-04;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,96;1.343.300,00;77,20%
2003-01-04;ANTIOQUIA;GRANDE;16,34;3.998.100,00;69,29%
2003-01-04;ANTIOQUIA;GUADALUPE;9,59;2.161.400,00;68,18%
2003-01-04;ANTIOQUIA;GUATAPE;11,10;1.853.900,00;48,15%
2003-01-04;ANTIOQUIA;MIEL I;46,82;2.048.800,00;59,56%
2003-01-04;ANTIOQUIA;NARE;14,73;5.199.200,00;41,26%
2003-01-04;ANTIOQUIA;PORCE II;42,24;2.119.900,00;79,10%
2003-01-04;ANTIOQUIA;SAN CARLOS;6,78;852.700,00;37,07%
2003-01-04;ANTIOQUIA;TENCHE;0,53;119.500,00;19,27%
2003-01-04;CARIBE;SINU URRA;132,57;1.394.500,00;75,38%
2003-01-04;CENTRO;BOGOTA N.R.;0,00;;
2003-01-04;CENTRO;MAGDALENA BETANIA;138,18;2.060.100,00;48,25%
2003-01-04;CENTRO;PRADO;11,42;124.200,00;23,43%
2003-01-04;ORIENTE;BATA;9,15;1.505.900,00;57,70%
2003-01-04;ORIENTE;CHUZA;0,00;;
2003-01-04;ORIENTE;GUAVIO;11,46;2.749.400,00;60,83%
2003-01-04;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.749.100,00;52,84%
2003-01-04;VALLE;ALTOANCHICAYA;31,71;3.385.400,00;76,42%
2003-01-04;VALLE;CALIMA;7,53;349.300,00;67,17%
2003-01-04;VALLE;CAUCA SALVAJINA;80,41;1.785.300,00;47,99%
2003-01-04;VALLE;DIGUA;7,23;113.000,00;27,56%
2003-01-04;VALLE;FLORIDA II;6,20;124.000,00;88,57%
2003-01-05;ANTIOQUIA;A. SAN LORENZO;11,99;2.690.000,00;49,18%
2003-01-05;ANTIOQUIA;CONCEPCION;3,15;710.000,00;63,39%
2003-01-05;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,85;1.318.500,00;75,78%
2003-01-05;ANTIOQUIA;GRANDE;13,94;3.410.900,00;59,11%
2003-01-05;ANTIOQUIA;GUADALUPE;8,24;1.857.100,00;58,58%
2003-01-05;ANTIOQUIA;GUATAPE;18,95;3.165.000,00;82,21%
2003-01-05;ANTIOQUIA;MIEL I;43,34;1.896.500,00;55,13%
2003-01-05;ANTIOQUIA;NARE;14,12;4.983.900,00;39,55%
2003-01-05;ANTIOQUIA;PORCE II;62,06;3.114.600,00;116,22%
2003-01-05;ANTIOQUIA;SAN CARLOS;6,69;841.300,00;36,58%
2003-01-05;ANTIOQUIA;TENCHE;2,79;628.800,00;101,42%
2003-01-05;CARIBE;SINU URRA;123,57;1.299.900,00;70,26%
2003-01-05;CENTRO;BOGOTA N.R.;0,00;;
2003-01-05;CENTRO;MAGDALENA BETANIA;145,65;2.171.500,00;50,85%
2003-01-05;CENTRO;PRADO;15,38;167.300,00;31,57%
2003-01-05;ORIENTE;BATA;8,61;1.417.000,00;54,29%
2003-01-05;ORIENTE;CHUZA;1,03;400.900,00;32,59%
2003-01-05;ORIENTE;GUAVIO;11,41;2.737.400,00;60,56%
2003-01-05;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.790.300,00;54,09%
2003-01-05;VALLE;ALTOANCHICAYA;25,58;2.731.000,00;61,65%
2003-01-05;VALLE;CALIMA;5,02;232.900,00;44,79%
2003-01-05;VALLE;CAUCA SALVAJINA;80,07;1.777.700,00;47,79%
2003-01-05;VALLE;DIGUA;32,95;514.900,00;125,59%
2003-01-05;VALLE;FLORIDA II;6,20;124.000,00;88,57%
2003-01-06;ANTIOQUIA;A. SAN LORENZO;12,42;2.786.500,00;50,94%
2003-01-06;ANTIOQUIA;CONCEPCION;3,11;700.900,00;62,58%
2003-01-06;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,77;1.300.500,00;74,74%
2003-01-06;ANTIOQUIA;GRANDE;14,41;3.525.900,00;61,11%
2003-01-06;ANTIOQUIA;GUADALUPE;8,90;2.005.900,00;63,28%
2003-01-06;ANTIOQUIA;GUATAPE;20,46;3.417.200,00;88,76%
2003-01-06;ANTIOQUIA;MIEL I;43,96;1.923.700,00;55,92%
2003-01-06;ANTIOQUIA;NARE;20,78;7.334.600,00;58,21%
2003-01-06;ANTIOQUIA;PORCE II;49,42;2.480.200,00;92,54%
2003-01-06;ANTIOQUIA;SAN CARLOS;15,05;1.892.700,00;82,29%
2003-01-06;ANTIOQUIA;TENCHE;1,29;290.700,00;46,89%
2003-01-06;CARIBE;SINU URRA;129,05;1.357.500,00;73,38%
2003-01-06;CENTRO;BOGOTA N.R.;0,00;;
2003-01-06;CENTRO;MAGDALENA BETANIA;126,40;1.884.500,00;44,13%
2003-01-06;CENTRO;PRADO;17,84;194.000,00;36,60%
2003-01-06;ORIENTE;BATA;8,13;1.338.000,00;51,26%
2003-01-06;ORIENTE;CHUZA;0,43;167.400,00;13,61%
2003-01-06;ORIENTE;GUAVIO;12,40;2.975.000,00;65,82%
2003-01-06;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.881.100,00;56,83%
2003-01-06;VALLE;ALTOANCHICAYA;22,87;2.441.600,00;55,12%
2003-01-06;VALLE;CALIMA;5,02;232.900,00;44,79%
2003-01-06;VALLE;CAUCA SALVAJINA;69,81;1.549.900,00;41,66%
2003-01-06;VALLE;DIGUA;13,13;205.200,00;50,05%
2003-01-06;VALLE;FLORIDA II;6,20;124.000,00;88,57%
2003-01-07;ANTIOQUIA;A. SAN LORENZO;11,91;2.672.000,00;48,85%
2003-01-07;ANTIOQUIA;CONCEPCION;3,09;696.400,00;62,18%
2003-01-07;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,74;1.293.700,00;74,35%
2003-01-07;ANTIOQUIA;GRANDE;14,00;3.425.600,00;59,37%
2003-01-07;ANTIOQUIA;GUADALUPE;8,97;2.021.700,00;63,78%
2003-01-07;ANTIOQUIA;GUATAPE;19,19;3.205.100,00;83,25%
2003-01-07;ANTIOQUIA;MIEL I;37,99;1.662.400,00;48,33%
2003-01-07;ANTIOQUIA;NARE;14,62;5.160.400,00;40,96%
2003-01-07;ANTIOQUIA;PORCE II;49,30;2.474.200,00;92,32%
2003-01-07;ANTIOQUIA;SAN CARLOS;8,90;1.119.300,00;48,67%
2003-01-07;ANTIOQUIA;TENCHE;0,55;124.000,00;20,00%
2003-01-07;CARIBE;SINU URRA;126,46;1.330.300,00;71,91%
2003-01-07;CENTRO;BOGOTA N.R.;0,00;;
2003-01-07;CENTRO;MAGDALENA BETANIA;145,06;2.162.700,00;50,65%
2003-01-07;CENTRO;PRADO;3,27;35.600,00;6,72%
2003-01-07;ORIENTE;BATA;7,67;1.262.300,00;48,36%
2003-01-07;ORIENTE;CHUZA;0,36;140.100,00;11,39%
2003-01-07;ORIENTE;GUAVIO;9,86;2.365.600,00;52,34%
2003-01-07;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.740.700,00;52,59%
2003-01-07;VALLE;ALTOANCHICAYA;34,71;3.705.700,00;83,65%
2003-01-07;VALLE;CALIMA;5,03;233.300,00;44,87%
2003-01-07;VALLE;CAUCA SALVAJINA;68,50;1.520.900,00;40,88%
2003-01-07;VALLE;DIGUA;25,40;396.900,00;96,80%
2003-01-07;VALLE;FLORIDA II;6,20;124.000,00;88,57%
2003-01-08;ANTIOQUIA;A. SAN LORENZO;11,52;2.584.500,00;47,25%
2003-01-08;ANTIOQUIA;CONCEPCION;3,06;689.700,00;61,58%
2003-01-08;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,68;1.280.200,00;73,57%
2003-01-08;ANTIOQUIA;GRANDE;15,74;3.851.300,00;66,75%
2003-01-08;ANTIOQUIA;GUADALUPE;8,04;1.812.100,00;57,16%
2003-01-08;ANTIOQUIA;GUATAPE;19,29;3.221.800,00;83,68%
2003-01-08;ANTIOQUIA;MIEL I;39,65;1.735.100,00;50,44%
2003-01-08;ANTIOQUIA;NARE;10,94;3.861.400,00;30,65%
2003-01-08;ANTIOQUIA;PORCE II;40,77;2.046.100,00;76,35%
2003-01-08;ANTIOQUIA;SAN CARLOS;6,83;858.900,00;37,34%
2003-01-08;ANTIOQUIA;TENCHE;1,31;295.200,00;47,61%
2003-01-08;CARIBE;SINU URRA;128,50;1.351.700,00;73,06%
2003-01-08;CENTRO;BOGOTA N.R.;0,00;;
2003-01-08;CENTRO;MAGDALENA BETANIA;133,12;1.984.700,00;46,48%
2003-01-08;CENTRO;PRADO;3,07;33.400,00;6,30%
2003-01-08;ORIENTE;BATA;7,09;1.166.900,00;44,71%
2003-01-08;ORIENTE;CHUZA;0,42;163.500,00;13,29%
2003-01-08;ORIENTE;GUAVIO;11,75;2.819.000,00;62,37%
2003-01-08;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.594.600,00;48,18%
2003-01-08;VALLE;ALTOANCHICAYA;21,69;2.315.700,00;52,27%
2003-01-08;VALLE;CALIMA;5,03;233.300,00;44,87%
2003-01-08;VALLE;CAUCA SALVAJINA;60,01;1.332.400,00;35,82%
2003-01-08;VALLE;DIGUA;16,32;255.000,00;62,20%
2003-01-08;VALLE;FLORIDA II;6,20;124.000,00;88,57%
2003-01-09;ANTIOQUIA;A. SAN LORENZO;11,12;2.494.800,00;45,61%
2003-01-09;ANTIOQUIA;CONCEPCION;3,02;680.700,00;60,78%
2003-01-09;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,61;1.264.400,00;72,67%
2003-01-09;ANTIOQUIA;GRANDE;12,47;3.051.200,00;52,88%
2003-01-09;ANTIOQUIA;GUADALUPE;8,18;1.843.600,00;58,16%
2003-01-09;ANTIOQUIA;GUATAPE;11,10;1.853.900,00;48,15%
2003-01-09;ANTIOQUIA;MIEL I;37,76;1.652.300,00;48,03%
2003-01-09;ANTIOQUIA;NARE;14,02;4.948.600,00;39,27%
2003-01-09;ANTIOQUIA;PORCE II;68,79;3.452.300,00;128,82%
2003-01-09;ANTIOQUIA;SAN CARLOS;6,43;808.600,00;35,16%
2003-01-09;ANTIOQUIA;TENCHE;2,05;462.000,00;74,52%
2003-01-09;CARIBE;SINU URRA;153,99;1.619.900,00;87,56%
2003-01-09;CENTRO;BOGOTA N.R.;0,15;58.400,00;1,71%
2003-01-09;CENTRO;MAGDALENA BETANIA;133,19;1.985.700,00;46,50%
2003-01-09;CENTRO;PRADO;3,05;33.200,00;6,26%
2003-01-09;ORIENTE;BATA;6,78;1.115.900,00;42,75%
2003-01-09;ORIENTE;CHUZA;0,15;58.400,00;4,75%
2003-01-09;ORIENTE;GUAVIO;10,01;2.401.600,00;53,13%
2003-01-09;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.592.000,00;48,10%
2003-01-09;VALLE;ALTOANCHICAYA;19,58;2.090.400,00;47,19%
2003-01-09;VALLE;CALIMA;5,03;233.300,00;44,87%
2003-01-09;VALLE;CAUCA SALVAJINA;69,03;1.532.600,00;41,20%
2003-01-09;VALLE;DIGUA;12,56;196.300,00;47,88%
2003-01-09;VALLE;FLORIDA II;6,20;124.000,00;88,57%
2003-01-10;ANTIOQUIA;A. SAN LORENZO;10,87;2.438.700,00;44,58%
2003-01-10;ANTIOQUIA;CONCEPCION;3,00;676.100,00;60,37%
2003-01-10;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,58;1.257.600,00;72,28%
2003-01-10;ANTIOQUIA;GRANDE;12,48;3.053.700,00;52,92%
2003-01-10;ANTIOQUIA;GUADALUPE;9,54;2.150.100,00;67,83%
2003-01-10;ANTIOQUIA;GUATAPE;12,56;2.097.800,00;54,49%
2003-01-10;ANTIOQUIA;MIEL I;34,71;1.518.800,00;44,15%
2003-01-10;ANTIOQUIA;NARE;9,94;3.508.500,00;27,85%
2003-01-10;ANTIOQUIA;PORCE II;49,68;2.493.300,00;93,03%
2003-01-10;ANTIOQUIA;SAN CARLOS;6,32;794.800,00;34,56%
2003-01-10;ANTIOQUIA;TENCHE;1,32;297.500,00;47,98%
2003-01-10;CARIBE;SINU URRA;129,86;1.366.000,00;73,84%
2003-01-10;CENTRO;BOGOTA N.R.;0,00;;
2003-01-10;CENTRO;MAGDALENA BETANIA;130,42;1.944.400,00;45,54%
2003-01-10;CENTRO;PRADO;3,11;33.800,00;6,38%
2003-01-10;ORIENTE;BATA;6,48;1.066.500,00;40,86%
2003-01-10;ORIENTE;CHUZA;0,69;268.600,00;21,84%
2003-01-10;ORIENTE;GUAVIO;8,92;2.140.100,00;47,35%
2003-01-10;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.506.300,00;45,51%
2003-01-10;VALLE;ALTOANCHICAYA;28,47;3.039.500,00;68,61%
2003-01-10;VALLE;CALIMA;5,03;233.300,00;44,87%
2003-01-10;VALLE;CAUCA SALVAJINA;58,70;1.303.300,00;35,03%
2003-01-10;VALLE;DIGUA;20,95;327.400,00;79,85%
2003-01-10;VALLE;FLORIDA II;6,20;124.000,00;88,57%
2003-01-11;ANTIOQUIA;A. SAN LORENZO;11,00;2.467.900,00;45,12%
2003-01-11;ANTIOQUIA;CONCEPCION;2,98;671.600,00;59,96%
2003-01-11;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,54;1.248.600,00;71,76%
2003-01-11;ANTIOQUIA;GRANDE;11,48;2.809.000,00;48,68%
2003-01-11;ANTIOQUIA;GUADALUPE;7,13;1.607.000,00;50,69%
2003-01-11;ANTIOQUIA;GUATAPE;9,29;1.551.600,00;40,30%
2003-01-11;ANTIOQUIA;MIEL I;34,66;1.516.700,00;44,09%
2003-01-11;ANTIOQUIA;NARE;21,60;7.624.100,00;60,51%
2003-01-11;ANTIOQUIA;PORCE II;48,88;2.453.100,00;91,53%
2003-01-11;ANTIOQUIA;SAN CARLOS;6,23;783.500,00;34,07%
2003-01-11;ANTIOQUIA;TENCHE;1,32;297.500,00;47,98%
2003-01-11;CARIBE;SINU URRA;145,28;1.528.200,00;82,61%
2003-01-11;CENTRO;BOGOTA N.R.;0,00;;
2003-01-11;CENTRO;MAGDALENA BETANIA;92,09;1.373.000,00;32,15%
2003-01-11;CENTRO;PRADO;3,10;33.700,00;6,36%
2003-01-11;ORIENTE;BATA;6,15;1.012.200,00;38,78%
2003-01-11;ORIENTE;CHUZA;0,23;89.500,00;7,28%
2003-01-11;ORIENTE;GUAVIO;10,86;2.605.500,00;57,64%
2003-01-11;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.575.300,00;47,59%
2003-01-11;VALLE;ALTOANCHICAYA;20,45;2.183.300,00;49,28%
2003-01-11;VALLE;CALIMA;2,52;116.900,00;22,48%
2003-01-11;VALLE;CAUCA SALVAJINA;58,41;1.296.800,00;34,86%
2003-01-11;VALLE;DIGUA;13,47;210.500,00;51,34%
2003-01-11;VALLE;FLORIDA II;6,20;124.000,00;88,57%
2003-01-12;ANTIOQUIA;A. SAN LORENZO;10,72;2.405.100,00;43,97%
2003-01-12;ANTIOQUIA;CONCEPCION;2,96;667.100,00;59,56%
2003-01-12;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,49;1.237.300,00;71,11%
2003-01-12;ANTIOQUIA;GRANDE;14,52;3.552.800,00;61,57%
2003-01-12;ANTIOQUIA;GUADALUPE;8,52;1.920.300,00;60,58%
2003-01-12;ANTIOQUIA;GUATAPE;11,26;1.880.600,00;48,85%
2003-01-12;ANTIOQUIA;MIEL I;31,82;1.392.200,00;40,47%
2003-01-12;ANTIOQUIA;NARE;14,69;5.185.100,00;41,15%
2003-01-12;ANTIOQUIA;PORCE II;33,66;1.689.300,00;63,03%
2003-01-12;ANTIOQUIA;SAN CARLOS;6,37;801.100,00;34,83%
2003-01-12;ANTIOQUIA;TENCHE;0,59;133.000,00;21,45%
2003-01-12;CARIBE;SINU URRA;119,95;1.261.800,00;68,21%
2003-01-12;CENTRO;BOGOTA N.R.;1,18;459.300,00;13,43%
2003-01-12;CENTRO;MAGDALENA BETANIA;142,63;2.126.400,00;49,80%
2003-01-12;CENTRO;PRADO;3,10;33.700,00;6,36%
2003-01-12;ORIENTE;BATA;6,13;1.008.900,00;38,66%
2003-01-12;ORIENTE;CHUZA;0,23;89.500,00;7,28%
2003-01-12;ORIENTE;GUAVIO;9,79;2.348.800,00;51,96%
2003-01-12;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.488.400,00;44,97%
2003-01-12;VALLE;ALTOANCHICAYA;19,16;2.045.600,00;46,18%
2003-01-12;VALLE;CALIMA;2,52;116.900,00;22,48%
2003-01-12;VALLE;CAUCA SALVAJINA;48,82;1.083.900,00;29,14%
2003-01-12;VALLE;DIGUA;12,10;189.100,00;46,12%
2003-01-12;VALLE;FLORIDA II;6,20;124.000,00;88,57%
2003-01-13;ANTIOQUIA;A. SAN LORENZO;10,63;2.384.900,00;43,60%
2003-01-13;ANTIOQUIA;CONCEPCION;2,94;662.600,00;59,16%
2003-01-13;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,46;1.230.600,00;70,72%
2003-01-13;ANTIOQUIA;GRANDE;13,57;3.320.400,00;57,55%
2003-01-13;ANTIOQUIA;GUADALUPE;8,12;1.830.100,00;57,73%
2003-01-13;ANTIOQUIA;GUATAPE;17,25;2.881.100,00;74,83%
2003-01-13;ANTIOQUIA;MIEL I;63,85;2.794.000,00;81,22%
2003-01-13;ANTIOQUIA;NARE;15,51;5.474.500,00;43,45%
2003-01-13;ANTIOQUIA;PORCE II;51,88;2.603.700,00;97,15%
2003-01-13;ANTIOQUIA;SAN CARLOS;6,12;769.700,00;33,47%
2003-01-13;ANTIOQUIA;TENCHE;0,59;133.000,00;21,45%
2003-01-13;CARIBE;SINU URRA;112,82;1.186.800,00;64,15%
2003-01-13;CENTRO;BOGOTA N.R.;0,00;;
2003-01-13;CENTRO;MAGDALENA BETANIA;126,91;1.892.100,00;44,31%
2003-01-13;CENTRO;PRADO;3,09;33.600,00;6,34%
2003-01-13;ORIENTE;BATA;6,04;994.100,00;38,09%
2003-01-13;ORIENTE;CHUZA;0,00;;
2003-01-13;ORIENTE;GUAVIO;7,73;1.854.600,00;41,03%
2003-01-13;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.632.800,00;49,33%
2003-01-13;VALLE;ALTOANCHICAYA;25,27;2.697.900,00;60,90%
2003-01-13;VALLE;CALIMA;3,44;159.600,00;30,69%
2003-01-13;VALLE;CAUCA SALVAJINA;65,78;1.460.500,00;39,26%
2003-01-13;VALLE;DIGUA;22,57;352.700,00;86,02%
2003-01-13;VALLE;FLORIDA II;5,76;115.200,00;82,29%
2003-01-14;ANTIOQUIA;A. SAN LORENZO;10,51;2.357.900,00;43,11%
2003-01-14;ANTIOQUIA;CONCEPCION;2,94;662.600,00;59,16%
2003-01-14;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,45;1.228.300,00;70,59%
2003-01-14;ANTIOQUIA;GRANDE;11,47;2.806.500,00;48,64%
2003-01-14;ANTIOQUIA;GUADALUPE;8,78;1.978.900,00;62,43%
2003-01-14;ANTIOQUIA;GUATAPE;16,17;2.700.700,00;70,15%
2003-01-14;ANTIOQUIA;MIEL I;50,61;2.214.600,00;64,38%
2003-01-14;ANTIOQUIA;NARE;15,52;5.478.000,00;43,48%
2003-01-14;ANTIOQUIA;PORCE II;49,62;2.490.200,00;92,92%
2003-01-14;ANTIOQUIA;SAN CARLOS;6,41;806.100,00;35,05%
2003-01-14;ANTIOQUIA;TENCHE;0,76;171.300,00;27,63%
2003-01-14;CARIBE;SINU URRA;98,37;1.034.800,00;55,94%
2003-01-14;CENTRO;BOGOTA N.R.;0,00;;
2003-01-14;CENTRO;MAGDALENA BETANIA;131,92;1.966.800,00;46,06%
2003-01-14;CENTRO;PRADO;15,55;169.100,00;31,91%
2003-01-14;ORIENTE;BATA;5,66;931.500,00;35,69%
2003-01-14;ORIENTE;CHUZA;0,24;93.400,00;7,59%
2003-01-14;ORIENTE;GUAVIO;9,42;2.260.000,00;50,00%
2003-01-14;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.575.000,00;47,58%
2003-01-14;VALLE;ALTOANCHICAYA;21,35;2.279.400,00;51,45%
2003-01-14;VALLE;CALIMA;5,04;233.800,00;44,96%
2003-01-14;VALLE;CAUCA SALVAJINA;62,81;1.394.500,00;37,49%
2003-01-14;VALLE;DIGUA;13,84;216.300,00;52,76%
2003-01-14;VALLE;FLORIDA II;6,20;124.000,00;88,57%
2003-01-15;ANTIOQUIA;A. SAN LORENZO;10,82;2.427.500,00;44,38%
2003-01-15;ANTIOQUIA;CONCEPCION;2,95;664.900,00;59,37%
2003-01-15;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,47;1.232.800,00;70,85%
2003-01-15;ANTIOQUIA;GRANDE;12,21;2.987.600,00;51,78%
2003-01-15;ANTIOQUIA;GUADALUPE;9,17;2.066.700,00;65,20%
2003-01-15;ANTIOQUIA;GUATAPE;15,59;2.603.800,00;67,63%
2003-01-15;ANTIOQUIA;MIEL I;58,74;2.570.400,00;74,72%
2003-01-15;ANTIOQUIA;NARE;17,58;6.205.100,00;49,25%
2003-01-15;ANTIOQUIA;PORCE II;38,49;1.931.700,00;72,08%
2003-01-15;ANTIOQUIA;SAN CARLOS;5,92;744.500,00;32,37%
2003-01-15;ANTIOQUIA;TENCHE;1,13;254.700,00;41,08%
2003-01-15;CARIBE;SINU URRA;92,82;976.400,00;52,78%
2003-01-15;CENTRO;BOGOTA N.R.;0,00;;
2003-01-15;CENTRO;MAGDALENA BETANIA;150,48;2.243.500,00;52,54%
