Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
2002-01-01;ANTIOQUIA;A. SAN LORENZO;20,83;4.682.000,00;84,82%
2002-01-01;ANTIOQUIA;CONCEPCION;6,22;1.403.100,00;126,41%
2002-01-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);11,56;2.607.600,00;150,73%
2002-01-01;ANTIOQUIA;GRANDE;21,88;5.357.900,00;92,70%
2002-01-01;ANTIOQUIA;GUADALUPE;13,39;3.020.400,00;95,28%
2002-01-01;ANTIOQUIA;GUATAPE;21,31;3.581.800,00;92,31%
2002-01-01;ANTIOQUIA;NARE;25,47;9.015.500,00;71,55%
2002-01-01;ANTIOQUIA;PORCE II;61,94;3.116.100,00;116,27%
2002-01-01;ANTIOQUIA;SAN CARLOS;12,89;1.632.400,00;69,76%
2002-01-01;ANTIOQUIA;TENCHE;3,49;787.300,00;126,98%
2002-01-01;CARIBE;SINU URRA;209,47;2.189.900,00;119,02%
2002-01-01;CENTRO;BOGOTA N.R.;4,50;1.766.900,00;51,07%
2002-01-01;CENTRO;MAGDALENA BETANIA;219,35;3.293.400,00;76,06%
2002-01-01;CENTRO;PRADO;67,28;745.400,00;138,04%
2002-01-01;ORIENTE;BATA;26,62;4.385.700,00;168,03%
2002-01-01;ORIENTE;CHUZA;4,10;1.609.800,00;127,76%
2002-01-01;ORIENTE;GUAVIO;24,89;5.921.300,00;132,47%
2002-01-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.206.800,00;95,73%
2002-01-01;VALLE;ALTOANCHICAYA;45,43;4.866.200,00;108,86%
2002-01-01;VALLE;CALIMA;12,54;586.000,00;112,69%
2002-01-01;VALLE;CAUCA SALVAJINA;151,64;3.467.900,00;89,84%
2002-01-01;VALLE;DIGUA;32,36;505.700,00;123,34%
2002-01-01;VALLE;FLORIDA II;7,88;157.600,00;82,95%
2002-01-02;ANTIOQUIA;A. SAN LORENZO;19,73;4.434.700,00;80,34%
2002-01-02;ANTIOQUIA;CONCEPCION;6,14;1.385.000,00;124,77%
2002-01-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);11,40;2.571.500,00;148,64%
2002-01-02;ANTIOQUIA;GRANDE;22,00;5.387.300,00;93,21%
2002-01-02;ANTIOQUIA;GUADALUPE;15,14;3.415.200,00;107,74%
2002-01-02;ANTIOQUIA;GUATAPE;32,67;5.491.100,00;141,52%
2002-01-02;ANTIOQUIA;NARE;20,71;7.330.600,00;58,18%
2002-01-02;ANTIOQUIA;PORCE II;61,63;3.100.400,00;115,69%
2002-01-02;ANTIOQUIA;SAN CARLOS;12,32;1.560.200,00;66,68%
2002-01-02;ANTIOQUIA;TENCHE;3,49;787.300,00;126,98%
2002-01-02;CARIBE;SINU URRA;186,10;1.945.600,00;105,74%
2002-01-02;CENTRO;BOGOTA N.R.;2,44;958.000,00;27,69%
