Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017-01-01,88.09,88.09,88.09,79.09,79.09,84.09,62.16,84.09,79.09,79.09,84.09,84.09,84.09,84.09,84.09,84.09,84.09,84.09,88.09,88.09,88.09,84.09,84.09,79.09
2017-01-02,69.27,94.27,69.27,69.27,69.27,94.27,69.27,89.27,82.27,89.27,89.27,89.27,89.27,89.27,89.27,89.27,89.27,89.27,94.27,104.27,94.27,89.27,89.27,89.27
2017-01-03,69.47,69.47,69.47,69.47,69.47,69.47,69.47,82.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,114.47,84.47,84.47,84.47,82.47
2017-01-04,61.38,61.38,61.38,69.3,61.38,73.3,69.3,73.3,74.3,89.3,89.3,114.3,114.3,114.3,114.3,89.3,89.3,89.3,164.3,204.3,114.3,89.3,74.3,73.3
2017-01-05,65.44,65.44,65.44,65.44,65.44,79.44,65.44,79.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,65.44
2017-01-06,104.41,99.42,99.42,86.52,110.68,104.41,104.41,104.41,104.41,119.4,154.42,154.42,154.42,154.42,154.42,154.42,154.42,104.42,164.42,164.42,154.42,154.42,104.41,104.41
2017-01-07,99.99,99.98,89.99,89.99,89.99,89.99,89.99,99.99,114.49,174.99,144.99,144.99,144.99,144.99,146.29,119.97,114.49,114.49,144.99,146.29,144.99,144.99,114.49,114.49
2017-01-08,113.25,113.25,113.25,105.25,105.25,105.25,105.25,105.25,113.25,113.25,113.25,113.25,113.25,113.25,113.25,113.25,113.25,113.25,151.35,151.35,151.35,113.25,113.25,113.25
2017-01-09,110.58,117.74,110.58,104.58,110.58,110.58,104.58,110.58,145.08,120.18,120.18,120.18,120.18,120.18,120.18,120.18,120.18,120.18,145.08,175.08,145.08,120.18,120.18,120.18
2017-01-10,92.88,92.88,92.88,84.38,92.88,92.88,123.36,121.88,121.88,142.38,165.88,154.38,159.88,159.88,154.38,154.38,154.38,142.38,159.88,159.88,154.38,142.38,121.88,121.88
2017-01-11,94.05,94.05,94.05,94.05,94.05,94.05,94.05,116.5,116.5,124.55,124.55,160.05,124.55,124.55,157.69,124.55,124.55,116.5,124.55,160.05,124.55,119.53,116.5,116.5
2017-01-12,109.29,109.29,92.79,92.79,109.29,109.29,109.29,114.79,114.79,114.79,142.29,142.29,142.29,142.29,142.29,142.29,142.29,160.94,142.29,142.29,142.29,142.29,114.79,114.79
2017-01-13,61.81,61.81,61.81,61.81,61.81,89.57,89.57,89.57,93.07,153.57,153.57,153.57,153.57,153.57,153.57,153.57,153.57,153.57,153.57,153.57,153.57,153.57,89.57,61.81
2017-01-14,61.52,61.51,61.51,61.51,61.51,61.51,61.51,61.51,69.27,69.27,69.27,89.27,69.27,69.27,69.27,69.27,69.27,69.27,89.27,89.27,89.27,69.27,69.27,61.51
2017-01-15,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,89.32,89.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,144.32,94.32,94.32,94.32,89.32
