Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2005-02-01,79.97,79.47,79.47,79.47,82.17,82.17,82.47,84.37,85.47,85.47,85.47,85.47,85.47,85.47,85.47,85.47,85.47,85.47,92.47,96.47,92.47,92.47,82.47,82.17
2005-02-02,73.47,72.47,72.47,72.47,72.47,82.47,82.47,82.47,83.97,83.97,83.97,83.97,83.97,83.97,83.97,83.97,83.97,83.97,87.47,87.47,87.47,83.97,83.97,75.47
2005-02-03,75.57,75.57,75.57,75.57,75.57,79.47,80.47,80.47,82.57,83.97,83.97,83.97,82.57,80.47,83.97,83.97,83.97,83.97,84.47,92.47,83.97,83.97,80.47,75.57
2005-02-04,72.47,72.47,72.47,72.47,73.47,80.47,80.57,80.57,80.57,80.57,80.57,80.57,80.57,80.57,80.57,80.57,80.57,80.57,82.47,82.47,82.47,80.57,80.57,79.47
2005-02-05,77.47,75.47,75.47,75.47,75.47,77.47,77.47,79.47,80.47,80.47,82.57,82.57,82.57,80.47,80.47,79.47,79.47,79.47,82.57,82.57,82.57,82.57,82.57,82.57
2005-02-06,80.47,80.47,79.97,79.97,79.97,79.97,80.47,77.47,79.97,79.97,79.97,79.97,79.97,77.47,79.97,79.97,79.97,80.47,80.47,82.57,82.57,80.47,79.97,77.47
2005-02-07,31.8,31.8,31.8,31.8,31.8,72.97,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.47,80.47,77.47,77.27,77.27,72.47
2005-02-08,69.97,69.97,69.97,31.8,67.47,75.77,75.77,75.77,77.47,77.47,77.47,77.47,77.47,75.77,75.77,75.77,77.47,77.47,80.47,82.47,80.47,77.47,75.77,70.47
2005-02-09,69.47,68.47,69.47,68.47,68.47,75.47,75.77,75.77,75.77,75.77,76.47,75.77,75.77,75.77,75.77,75.77,75.77,75.77,80.47,82.47,80.97,76.47,75.77,69.47
2005-02-10,75.97,75.97,75.97,75.97,75.97,77.47,80.47,80.47,80.47,81.47,81.47,81.47,80.47,80.47,80.47,80.47,80.47,81.47,81.47,82.47,81.47,81.47,77.47,77.47
