Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-03-01,"171,45","166,45","166,45","166,45","166,45","166,45","161,55","166,45","171,45","171,45","171,45","171,45","171,45","171,45","171,45","171,45","171,45","171,45","171,45","221,45","176,44","171,45","171,45","171,45"
2015-03-02,"162,60","142,60","142,60","142,60","162,60","162,60","162,60","176,60","200,60","200,60","200,60","200,60","200,60","200,60","200,60","200,60","200,60","200,60","200,60","227,60","200,60","200,60","176,60","162,60"
2015-03-03,"165,59","165,59","165,59","165,59","167,59","167,59","167,59","167,59","168,59","172,59","217,59","222,59","222,59","222,59","222,59","222,59","222,59","222,59","228,59","226,59","228,59","226,59","176,59","167,59"
2015-03-04,"197,15","182,15","177,15","182,15","188,44","197,15","197,15","197,15","200,15","206,65","227,15","227,15","227,15","227,15","227,15","227,15","227,15","206,65","227,15","227,15","227,15","227,15","200,15","197,15"
2015-03-05,"230,75","225,75","225,75","225,75","230,75","231,75","231,75","225,75","231,75","231,75","231,75","236,75","231,75","231,75","231,75","231,75","236,75","231,75","231,75","236,75","231,75","231,75","231,25","231,25"
2015-03-06,"223,56","223,56","145,45","164,34","164,34","227,56","227,56","228,56","233,56","227,56","227,56","233,56","233,56","227,56","233,56","233,56","227,56","227,56","227,56","228,56","227,56","228,56","223,56","192,25"
2015-03-07,"193,37","193,37","193,37","193,37","193,37","193,37","193,37","193,37","222,37","222,37","222,37","222,37","222,37","214,98","214,98","193,37","193,37","203,37","222,37","222,37","222,37","214,98","193,37","193,37"
2015-03-08,"182,35","182,35","182,35","182,35","182,35","182,35","168,35","182,35","182,35","182,35","212,35","212,35","182,35","212,35","182,35","182,35","182,35","182,35","212,35","248,86","217,35","212,35","209,71","182,35"
2015-03-09,"192,42","192,42","192,42","196,92","192,42","192,42","192,42","192,42","233,42","233,42","233,42","233,42","233,42","233,42","233,42","233,42","233,42","216,56","233,42","233,42","233,42","216,56","207,42","192,42"
2015-03-10,"179,91","179,91","179,91","179,91","179,91","179,91","190,81","190,81","212,91","242,91","241,91","212,91","212,91","217,46","217,46","241,91","217,46","217,46","242,91","241,91","241,91","217,46","190,81","190,81"
2015-03-11,"191,68","191,68","179,78","179,78","191,68","191,68","191,68","191,68","209,89","211,78","221,78","221,78","221,78","221,78","221,78","211,78","211,78","211,78","221,78","266,78","221,78","221,78","209,89","201,78"
2015-03-12,"206,77","206,77","197,22","197,22","197,22","206,77","206,77","206,77","262,77","266,77","281,77","281,77","208,37","208,37","208,37","212,77","208,37","206,77","212,77","281,77","266,77","208,37","206,77","206,77"
2015-03-13,"207,93","207,93","207,93","207,93","207,93","207,93","207,93","209,34","209,34","241,43","241,43","241,43","241,43","241,43","271,43","271,43","241,43","241,43","241,43","241,43","241,43","241,43","209,34","207,93"
2015-03-14,"218,53","211,61","211,61","211,61","211,61","211,61","191,61","218,53","211,61","212,11","218,53","218,53","262,61","218,53","212,11","212,11","212,11","231,61","262,61","262,61","262,61","262,61","218,53","212,11"
2015-03-15,"193,27","193,27","193,27","193,27","193,27","193,27","193,27","195,44","193,27","193,27","193,27","193,27","227,28","210,27","200,88","195,44","193,27","227,28","227,28","262,27","262,27","262,27","227,28","195,44"
2015-03-16,"221,43","220,43","195,97","195,97","221,43","240,93","240,93","240,93","240,93","240,93","242,93","271,43","242,93","242,93","271,43","271,43","271,43","242,93","271,43","271,43","271,43","271,43","221,43","195,97"
2015-03-17,"220,83","220,83","220,83","220,83","220,83","220,83","231,83","220,83","220,83","220,83","231,83","231,83","231,83","231,83","236,83","261,83","251,83","251,83","261,83","261,83","261,83","242,03","231,83","220,83"
2015-03-18,"215,96","215,96","210,30","210,30","215,96","215,96","215,96","215,96","215,96","215,96","215,96","215,96","215,96","215,96","220,60","231,26","231,26","231,26","231,26","231,26","231,26","231,26","215,96","215,96"
2015-03-19,"201,49","201,49","202,49","211,48","201,49","202,49","202,49","202,49","211,48","211,48","257,39","257,39","211,48","220,63","257,39","250,49","250,49","211,48","257,39","250,49","211,48","211,48","202,49","202,49"
2015-03-20,"151,61","151,61","163,90","163,90","181,61","193,61","193,61","193,61","201,51","201,60","201,60","201,60","201,60","201,60","201,60","201,60","201,60","201,60","201,60","201,60","201,60","201,60","193,61","193,61"
2015-03-21,"161,44","161,43","161,43","161,43","161,43","161,43","161,44","169,44","186,54","186,54","186,54","186,54","186,54","186,54","186,54","186,54","186,54","186,54","186,54","186,54","186,54","186,54","169,44","161,44"
2015-03-22,"171,46","161,45","161,45","161,45","161,45","161,45","161,45","161,45","164,46","171,46","171,46","182,66","182,66","182,66","171,46","171,46","164,46","161,45","182,66","202,56","182,66","182,66","171,46","161,45"
2015-03-23,"151,09","151,09","151,09","151,09","151,09","151,09","151,09","151,09","151,49","161,48","161,48","161,48","161,48","161,48","161,48","161,48","161,48","161,48","161,49","164,49","164,49","161,48","161,48","161,48"
2015-03-24,"151,73","150,89","112,73","112,73","151,73","156,73","156,73","156,73","162,93","162,93","162,93","162,93","162,93","162,93","220,73","220,73","220,73","162,93","220,73","220,73","220,73","162,93","162,93","156,73"
2015-03-25,"173,52","152,82","152,82","152,82","152,82","173,52","173,52","182,32","217,22","217,22","220,36","220,36","220,36","220,36","220,36","220,36","220,36","220,36","242,32","247,32","247,32","232,32","220,36","217,22"
2015-03-26,"182,11","177,09","177,09","177,09","177,09","192,11","192,11","192,11","202,11","202,11","211,11","211,11","211,11","211,11","211,11","211,11","211,11","202,11","211,11","219,11","211,11","211,11","202,11","202,11"
2015-03-27,"161,09","161,09","161,09","152,09","161,09","193,09","193,09","196,99","196,99","196,99","201,59","201,59","201,59","201,59","201,59","210,09","201,59","196,99","219,09","219,09","201,59","196,99","196,99","193,09"
2015-03-28,"216,86","192,14","186,76","186,76","186,76","192,14","186,76","204,86","221,86","219,86","221,86","222,86","221,86","221,86","219,86","219,86","219,86","216,86","222,86","225,86","222,86","219,86","216,86","192,14"
2015-03-29,"211,86","211,86","211,86","211,86","211,86","211,86","211,86","211,86","211,86","211,96","221,86","221,86","221,86","221,86","221,86","211,86","211,86","211,86","221,86","234,86","222,86","221,86","211,86","211,86"
2015-03-30,"202,46","200,26","200,26","185,89","200,26","202,46","210,46","221,46","226,46","226,46","226,46","226,46","226,46","226,46","226,46","226,46","226,46","226,46","226,46","226,46","226,46","226,46","221,46","210,46"
2015-03-31,"210,53","206,43","206,43","206,43","206,43","210,53","210,53","210,53","210,53","211,43","213,43","213,43","213,43","213,43","213,43","213,43","211,43","211,43","216,43","218,43","216,43","213,43","210,53","210,53"
