Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1996-08-01,1.256,1.255,1.255,1.255,1.256,1.26,1.26,1.26,1.26,1.26,1.26,4.5,1.26,1.26,1.26,1.26,1.26,1.26,4.5,15.514000000000001,4.5,1.26,1.26,1.255
1996-08-02,1.255,1.255,1.255,1.255,1.256,1.256,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,4.5,1.26,1.26,1.26,1.256
1996-08-03,1.256,1.256,1.255,1.255,1.256,1.256,1.256,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.256,1.256,1.256,1.26,1.26,4.5,1.26,1.26,1.26,1.256
1996-08-04,1.26,1.256,1.255,1.255,1.256,1.253,1.255,1.256,1.26,1.26,1.26,1.26,1.26,1.26,1.256,1.255,1.256,1.256,1.26,4.5,1.26,1.26,1.26,1.255
1996-08-05,1.255,1.255,1.255,1.255,1.255,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,22.8,1.26,1.26,1.26,1.255
1996-08-06,1.256,1.255,1.255,1.255,1.256,1.26,1.26,1.26,1.26,1.26,1.26,4.5,1.26,1.26,1.26,1.26,1.26,1.26,4.5,15.514000000000001,4.5,1.26,1.26,1.256
1996-08-07,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,8.613999999999999,1.26,1.26,1.26,1.26
1996-08-08,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,3.5,1.26,1.26,1.26,1.26,1.26,1.26,19.82,4.5,3.5,1.26,1.26
1996-08-09,1.26,1.26,1.26,1.26,1.26,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.5,3.3,3.3,3.3,3.3,3.3,3.3,19.82,3.3,3.3,3.3,1.26
1996-08-10,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,4.215,1.26,4.215,1.26,1.26,1.26,1.26,1.26,1.26,19.58,4.215,1.26,1.26,1.256
1996-08-11,1.255,1.255,1.255,1.253,1.255,1.255,1.256,1.26,1.26,1.26,1.26,1.26,2.0,2.0,1.26,1.26,1.26,1.26,2.0,4.5,2.0,2.0,1.26,1.26
1996-08-12,1.26,1.26,1.26,1.26,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,26.2,2.0,2.0,2.0,2.0
1996-08-13,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,19.49,26.7,2.0,2.0,2.0,2.0
1996-08-14,2.0,2.0,2.0,2.0,2.0,2.0,8.578,2.5,8.578,8.578,9.4,9.4,8.578,2.5,2.5,2.5,2.5,2.5,14.78,26.7,9.4,8.578,2.0,2.0
1996-08-15,2.13,2.13,2.13,2.13,2.13,3.0,6.0,6.0,6.0,6.0,6.0,9.171,6.0,6.0,6.0,6.0,6.0,6.0,9.171,28.0,6.0,6.0,3.0,2.13
1996-08-16,6.5,6.5,6.5,6.5,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.696,9.0,9.0,9.0,9.0,9.0,9.0,9.696,27.7,22.58,9.0,9.0,6.5
1996-08-17,3.0,3.0,3.0,3.0,3.0,7.0,9.0,9.637,10.0,10.0,10.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.637,26.0,10.0,9.5,9.0,3.0
1996-08-18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.59,8.0,8.0,8.0,8.59,3.0,3.0,3.0,3.0,3.0,8.0,8.59,8.59,8.59,5.393,3.0
1996-08-19,3.0,3.0,3.0,3.0,3.0,3.0,1.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.545,3.545,3.545,3.545,3.545,3.5
1996-08-20,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0760000000000005,4.0760000000000005,4.0760000000000005,4.0760000000000005,4.0760000000000005,4.0760000000000005,19.49,4.0760000000000005,4.0760000000000005,4.0760000000000005,4.0
1996-08-21,2.0,2.0,2.0,2.0,2.0,2.1,2.1,3.0,3.0,2.1,2.5,3.0,3.0,7.0,4.096,4.096,4.096,4.096,8.597999999999999,19.49,8.597999999999999,7.0,4.096,2.0
1996-08-22,2.5,2.5,2.5,2.5,2.5,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,5.0,4.0,2.5
1996-08-23,2.0,2.0,2.0,2.0,2.0,2.5,2.5,3.0,7.0,2.5,3.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,5.5,11.739,10.0,3.0,3.0,2.5
1996-08-24,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,10.0,10.0,10.0,12.11,10.0,2.0,2.0,2.0,2.0,2.0,5.0,19.49,10.0,2.0,2.0,2.0
1996-08-25,1.8,1.8,1.8,1.8,1.8,1.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.058,5.0,2.0,2.0,2.0
1996-08-26,1.8,1.8,1.8,1.8,2.0,2.0,2.0,2.0,5.0,5.0,5.0,11.023,5.0,2.0,2.0,2.0,2.0,2.0,25.0,26.0,11.023,2.0,2.0,2.0
1996-08-27,1.7,1.7,1.7,1.7,1.7,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,19.0,23.5,10.11,2.0,2.0,2.0
1996-08-28,1.7,1.7,1.7,1.7,1.7,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,10.329,23.5,10.329,2.0,2.0,2.0
1996-08-29,1.26,1.256,1.256,1.256,1.26,1.26,1.8,1.8,5.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,27.7,27.7,8.65,2.0,2.0,1.7
1996-08-30,1.26,1.26,1.26,1.26,1.7,1.7,1.7,5.0,5.0,5.0,1.7,5.0,1.7,1.7,1.7,1.7,1.7,1.7,5.092,24.11,5.0,1.7,1.7,1.7
1996-08-31,1.7,1.7,1.7,1.7,1.26,1.26,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,5.707999999999999,5.707999999999999,1.7,1.7,1.7,1.7
