Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Heikkurinen M.","22333912200;","Funding, sustainability, and governance",2013,"Data Science Journal","12",,,"GRDI32","GRDI36",,,"10.2481/dsj.GRDI-006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883046096&doi=10.2481%2fdsj.GRDI-006&partnerID=40&md5=8df8e4b5db08c1d8b4bf8e663aa0243e","Emergence Tech Ltd., Kent, United Kingdom","Heikkurinen, M., Emergence Tech Ltd., Kent, United Kingdom",,"Information management; Sustainable development; Bottom-up and top-down; Data services; Discipline-based; E-infrastructures; Governance models; Regulatory frameworks; User communities; Finance",Article,"Final",Open Access,Scopus,2-s2.0-84883046096
"Weikum G.","56270327600;","Data discovery",2013,"Data Science Journal","12",,,"GRDI26","GRDI31",,,"10.2481/dsj.GRDI-005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883025513&doi=10.2481%2fdsj.GRDI-005&partnerID=40&md5=e87d3af1036ff59d4c035cca26f40877","Department 5, Databases and Information Systems, Max Planck Institute for Computer Science, Campus E1.4, 66123 Saarbrücken, Germany","Weikum, G., Department 5, Databases and Information Systems, Max Planck Institute for Computer Science, Campus E1.4, 66123 Saarbrücken, Germany",,"Social networking (online); Websites; Data discovery; Digital information; Engine technology; Enterprise searches; Information discovery; Internet searches; Knowledge service; Multimedia data; Search engines",Article,"Final",Open Access,Scopus,2-s2.0-84883025513
"Bizer C.","35236159100;","Interlinking scientific data on a global scale",2013,"Data Science Journal","12",,,"GRDI6","GRDI12",,12,"10.2481/dsj.GRDI-002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883004945&doi=10.2481%2fdsj.GRDI-002&partnerID=40&md5=cba85b9d296621a408cff6e5c85dd8a4","Research Group Data and Web Science, School of Business Informatics and Mathematics, University of Mannheim, B6, 26, D-68131 Mannheim, Germany","Bizer, C., Research Group Data and Web Science, School of Business Informatics and Mathematics, University of Mannheim, B6, 26, D-68131 Mannheim, Germany",,"Computer science; Computer applications; Computer science; E-infrastructures; European Commission; Global scale; Information society; Scientific data; Abstract concept; Digital contents; E-infrastructures; European Commission; Excel spreadsheets; Information society; Linked Data principles; Real-world objects; Computer applications; Data handling",Article,"Final",Open Access,Scopus,2-s2.0-84883004945
"Gionis A.","6602531754;","Data analysis",2013,"Data Science Journal","12",,,"GRDI13","GRDI18",,,"10.2481/dsj.GRDI-003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882989442&doi=10.2481%2fdsj.GRDI-003&partnerID=40&md5=2793adc31b1c1c0f6e482a3e34eedb60","Aalto University, Espoo, Finland","Gionis, A., Aalto University, Espoo, Finland",,"Information analysis; Information filtering; Text processing; Data analysis techniques; Research data; State of the art; Structured data; Text analytics; Textual content; Data handling",Article,"Final",Open Access,Scopus,2-s2.0-84882989442
"Pagano P., Candela L., Castelli D.","7005262903;14008282700;7005957434;","Data interoperability",2013,"Data Science Journal","12",,,"GRDI19","GRDI25",,7,"10.2481/dsj.GRDI-004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882954494&doi=10.2481%2fdsj.GRDI-004&partnerID=40&md5=6bbaf183741438ef1f2f28bbee7c5552","Networked Multimedia Information Systems Laboratory (NeMIS), Istituto di Scienza e Tecnologie Dell' Informazione (ISTI) Alessandro Faedo, Italian National Research Council (CNR), Via G. Moruzzi 1, 56124 Pisa, Italy","Pagano, P., Networked Multimedia Information Systems Laboratory (NeMIS), Istituto di Scienza e Tecnologie Dell' Informazione (ISTI) Alessandro Faedo, Italian National Research Council (CNR), Via G. Moruzzi 1, 56124 Pisa, Italy; Candela, L., Networked Multimedia Information Systems Laboratory (NeMIS), Istituto di Scienza e Tecnologie Dell' Informazione (ISTI) Alessandro Faedo, Italian National Research Council (CNR), Via G. Moruzzi 1, 56124 Pisa, Italy; Castelli, D., Networked Multimedia Information Systems Laboratory (NeMIS), Istituto di Scienza e Tecnologie Dell' Informazione (ISTI) Alessandro Faedo, Italian National Research Council (CNR), Via G. Moruzzi 1, 56124 Pisa, Italy",,"Electronic data interchange; Interoperability; Application scenario; Communities of Practice; Data interoperability; Diverse applications; Diverse community; Research data; Data integration",Article,"Final",Open Access,Scopus,2-s2.0-84882954494
"Nagamachi S., Morinaga K., Ikoma Y., Akutagawa M., Moriyama T., Oowada T., Tokumoto T.","54416155200;53866960200;53866807300;55743777000;55791452100;55284158300;9243051400;","Monitoring and correction methods forgeomagnetic data influenced by artificial disturbances",2013,"Data Science Journal","12",,,"G9","G15",,1,"10.2481/dsj.G-034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880078287&doi=10.2481%2fdsj.G-034&partnerID=40&md5=77fd4afdc2234f09edb15e95a0388584","Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka-shi, Ibaraki, 315-0116, Japan; Japan Meteorological Agency, 1-3-4 Otemachi, Chiyoda-ku, Tokyo, 110-8122, Japan","Nagamachi, S., Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka-shi, Ibaraki, 315-0116, Japan; Morinaga, K., Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka-shi, Ibaraki, 315-0116, Japan; Ikoma, Y., Japan Meteorological Agency, 1-3-4 Otemachi, Chiyoda-ku, Tokyo, 110-8122, Japan; Akutagawa, M., Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka-shi, Ibaraki, 315-0116, Japan; Moriyama, T., Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka-shi, Ibaraki, 315-0116, Japan; Oowada, T., Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka-shi, Ibaraki, 315-0116, Japan; Tokumoto, T., Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka-shi, Ibaraki, 315-0116, Japan","Absolute observation; Artificial disturbance; Baseline value; Geomagnetism","Dipole moment; Geomagnetism; Absolute observation; Artificial disturbance; Baseline values; Correction method; Direct current; Magnetic disturbance; Monitoring system; Source position; Magnetism",Article,"Final",Open Access,Scopus,2-s2.0-84880078287
"Nishimura K.","55790935400;","The landmark architectures in the kakioka magnetic observatory",2013,"Data Science Journal","12",,,"G16","G29",,,"10.2481/dsj.G-039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880077211&doi=10.2481%2fdsj.G-039&partnerID=40&md5=346fab812f7cbb6089e01c5543327578","City Planning Division, Ibaraki Prefectural Government, Japan","Nishimura, K., City Planning Division, Ibaraki Prefectural Government, Japan","Kakioka; Magnetic observatory; Semi-underground; Spanish architecture; White brick","Architecture; Brick; Buildings; Magnetism; Observatories; Office buildings; Above grounds; Building design; Granite buildings; Kakioka; Low humidity; Semi-underground; Architectural design",Article,"Final",Open Access,Scopus,2-s2.0-84880077211
"Abe S., Ueda I., Shirai H., Goto K., Ebina Y.","55791305300;55791471500;36776287100;55791410200;55791200300;","Geomagnetic surveys by the geospatial information authority of Japan and the contribution of the kakioka magnetic observatory",2013,"Data Science Journal","12",,,"G1","G8",,,"10.2481/dsj.G-033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880077174&doi=10.2481%2fdsj.G-033&partnerID=40&md5=55a8b3b8a80ea8f09f70ecfd561add2e","Geospatial Information Authority of Japan, 1 Kitasato, Tsukuba-city, Ibaraki, 305-0811, Japan","Abe, S., Geospatial Information Authority of Japan, 1 Kitasato, Tsukuba-city, Ibaraki, 305-0811, Japan; Ueda, I., Geospatial Information Authority of Japan, 1 Kitasato, Tsukuba-city, Ibaraki, 305-0811, Japan; Shirai, H., Geospatial Information Authority of Japan, 1 Kitasato, Tsukuba-city, Ibaraki, 305-0811, Japan; Goto, K., Geospatial Information Authority of Japan, 1 Kitasato, Tsukuba-city, Ibaraki, 305-0811, Japan; Ebina, Y., Geospatial Information Authority of Japan, 1 Kitasato, Tsukuba-city, Ibaraki, 305-0811, Japan","Geomagnetic charts; Kakioka magnetic observatory; Spatial-temporal model","Geodesy; Geographical distribution; Magnetism; Observatories; Surveys; First order; Geo-spatial informations; Geomagnetic charts; Geomagnetic fields; Geomagnetic surveys; High quality; Secular variation; Spatial temporal model; Geomagnetism",Article,"Final",Open Access,Scopus,2-s2.0-84880077174
"Minamoto Y.","47061899400;","Availability and access to data from kakioka magnetic observatory, Japan",2013,"Data Science Journal","12",,,"G30","G35",,5,"10.2481/dsj.G-040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879966597&doi=10.2481%2fdsj.G-040&partnerID=40&md5=b454264b91b7403ef61f2caba2292714","Kakioka Magnetic Observatory, Japan Meteorological Agency, 595 Kakioka, Ibaraki-ken, Ishioka-shi, 315-0116, Japan","Minamoto, Y., Kakioka Magnetic Observatory, Japan Meteorological Agency, 595 Kakioka, Ibaraki-ken, Ishioka-shi, 315-0116, Japan","Available data; Historical data; Magnetic observatory","Geomagnetism; Magnetism; Websites; Available data; Free of charge; Geoelectric; Geomagnetic data; Historical data; Japan meteorological agencies; Real time; Observatories",Article,"Final",Open Access,Scopus,2-s2.0-84879966597
"Hendler J.","56120725100;","Peta Vs. Meta",2013,"Big Data","1","2",,"82","84",,2,"10.1089/big.2013.0013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991780941&doi=10.1089%2fbig.2013.0013&partnerID=40&md5=ed6bf21738d1324d5e9e6b95dd0f07e5","Department of Computer Science and Cognitive Science, Rensselaer Polytechnic Institute (RPI), 110 8th Street, Troy, NY  12180, United States","Hendler, J., Department of Computer Science and Cognitive Science, Rensselaer Polytechnic Institute (RPI), 110 8th Street, Troy, NY  12180, United States",,,Article,"Final",,Scopus,2-s2.0-84991780941
"Hausenblas M., Nadeau J.","57191592839;57191589939;","Apache Drill: Interactive Ad-Hoc Analysis at Scale",2013,"Big Data","1","2",,"100","104",,56,"10.1089/big.2013.0011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991773782&doi=10.1089%2fbig.2013.0011&partnerID=40&md5=5e0b3e446ab8b22b9d35977c472cd258","MapR Technologies, Europe, 32 Bushypark Lawn, Galway, Ireland","Hausenblas, M., MapR Technologies, Europe, 32 Bushypark Lawn, Galway, Ireland; Nadeau, J., MapR Technologies, Europe, 32 Bushypark Lawn, Galway, Ireland",,,Article,"Final",,Scopus,2-s2.0-84991773782
"Dalessandro B.","35112918700;","Bring the noise: Embracing randomness is the key to scaling up machine learning algorithms",2013,"Big Data","1","2",,"110","112",,7,"10.1089/big.2013.0010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991746870&doi=10.1089%2fbig.2013.0010&partnerID=40&md5=9f997afc0126746000f51a67e222d7e9","Data Science, Media6degrees (M6D), 37 East 18 Street, New York, NY  10003, United States","Dalessandro, B., Data Science, Media6degrees (M6D), 37 East 18 Street, New York, NY  10003, United States",,,Article,"Final",Open Access,Scopus,2-s2.0-84991746870
"Mashiko N., Yamamoto T., Akutagawa M., Minamoto Y.","55744376700;55744690900;55743777000;47061899400;","Digitization of bromide paper records to extract one-minute geomagnetic data",2013,"Data Science Journal","12",,,"WDS254","WDS257",,1,"10.2481/dsj.WDS-046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878077426&doi=10.2481%2fdsj.WDS-046&partnerID=40&md5=488a5bcfc9e6fda1bd32c95b99ecc3eb","Kakioka Magnetic Observatory, Japan Meteorological Agency, 595 Kakioka, Ishioka-shi, Ibaraki 315-0116, Japan; Meteorological Research Institute, Japan Meteorological Agency, 1-1 Nagamine, Tsukuba-shi, Ibaraki 305-0052, Japan","Mashiko, N., Kakioka Magnetic Observatory, Japan Meteorological Agency, 595 Kakioka, Ishioka-shi, Ibaraki 315-0116, Japan; Yamamoto, T., Meteorological Research Institute, Japan Meteorological Agency, 1-1 Nagamine, Tsukuba-shi, Ibaraki 305-0052, Japan; Akutagawa, M., Kakioka Magnetic Observatory, Japan Meteorological Agency, 595 Kakioka, Ishioka-shi, Ibaraki 315-0116, Japan; Minamoto, Y., Kakioka Magnetic Observatory, Japan Meteorological Agency, 595 Kakioka, Ishioka-shi, Ibaraki 315-0116, Japan","Analog magnetogram; Digital data extraction; Digitization; Geomagnetism; Historical data; One-minute data; Photographic paper","Analog to digital conversion; Geomagnetism; Numerical methods; Analog magnetogram; Digital datas; Historical data; One-minute data; Photographic paper; Data handling",Article,"Final",Open Access,Scopus,2-s2.0-84878077426
"Aalbersberg I.J., Dunham J., Koers H.","6602524855;55705454600;10041195400;","Connecting scientific articles with research data: New directions in online scholarly publishing",2013,"Data Science Journal","12",,,"WDS235","WDS242",,7,"10.2481/dsj.WDS-043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877865800&doi=10.2481%2fdsj.WDS-043&partnerID=40&md5=a29482f5390a6840836ad8c7b1970092","Elsevier, Radarweg 29, 1043 NX Amsterdam, Netherlands","Aalbersberg, I.J., Elsevier, Radarweg 29, 1043 NX Amsterdam, Netherlands; Dunham, J., Elsevier, Radarweg 29, 1043 NX Amsterdam, Netherlands; Koers, H., Elsevier, Radarweg 29, 1043 NX Amsterdam, Netherlands","Data repositories; Data-linking; Innovation; STM publishing","Information management; Innovation; Visibility; Data repositories; Datalinking; Domain specific; Electronic tools; Expert knowledge; Scholarly articles; Scholarly publishing; Scientific articles; Publishing",Article,"Final",Open Access,Scopus,2-s2.0-84877865800
"Takahashi K., Minamoto Y., Arita S., Tomofumi I., Kadokura A.","55735782400;47061899400;55705465000;55707335500;9274763600;","Re-evaluation of geomagnetic field observation data at syowa station, antarctica",2013,"Data Science Journal","12",,,"WDS243","WDS246",,,"10.2481/dsj.WDS-044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877861676&doi=10.2481%2fdsj.WDS-044&partnerID=40&md5=23979f6f4b916207a61b73f7e4e5bc4e","Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka, Ibaraki 315-0116, Japan; National Institute of Polar Research, 10-3 Midoricho, Tachikawa, Tokyo 1903 Midoricho, Japan","Takahashi, K., Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka, Ibaraki 315-0116, Japan; Minamoto, Y., Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka, Ibaraki 315-0116, Japan; Arita, S., Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka, Ibaraki 315-0116, Japan; Tomofumi, I., Kakioka Magnetic Observatory, Japan Meteorological Agency, Kakioka 595, Ishioka, Ibaraki 315-0116, Japan; Kadokura, A., National Institute of Polar Research, 10-3 Midoricho, Tachikawa, Tokyo 1903 Midoricho, Japan","Absolute geomagnetic observations; Antarctica; Baseline value; Geomagnetic variation measurement; Syowa Station","Magnetometers; Statistics; Antarctica; Baseline values; Geomagnetic observation; Geomagnetic variation; Syowa Station; Geomagnetism",Article,"Final",Open Access,Scopus,2-s2.0-84877861676
"Mwitondi K.S., Moustafa R.E., Hadi A.S.","29867503500;36710366300;57198255995;","A data-driven method for selecting optimal models based on graphical visualisation of differences in sequentially fitted roc model parameters",2013,"Data Science Journal","12",,,"WDS247","WDS253",,2,"10.2481/dsj.WDS-045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877853840&doi=10.2481%2fdsj.WDS-045&partnerID=40&md5=cc0a5c78ad7535290f1388631efa4c61","Sheffield Hallam University, Faculty of Arts Computing, Engineering and Sciences, Sheffield S1 1WB, United Kingdom; George Washington University, Statistics Department, 2140 Pennsylvania Ave., Washington, DC 20052, United States","Mwitondi, K.S., Sheffield Hallam University, Faculty of Arts Computing, Engineering and Sciences, Sheffield S1 1WB, United Kingdom; Moustafa, R.E., Sheffield Hallam University, Faculty of Arts Computing, Engineering and Sciences, Sheffield S1 1WB, United Kingdom; Hadi, A.S., George Washington University, Statistics Department, 2140 Pennsylvania Ave., Washington, DC 20052, United States","Bayesian error; Data mining; Data visualisation; Decision trees; Domain partitioning; Optimal bandwidth; ROC curves; Visual analytics; Youden Index","Data visualization; Decision trees; Iterative methods; Probability density function; Trees (mathematics); Visualization; Bayesian; Domain partitioning; Optimal bandwidths; ROC curves; Visual analytics; Youden Index; Data mining",Article,"Final",Open Access,Scopus,2-s2.0-84877853840
"Levitus S., Antonov J.I., Baranova O.K., Boyer T.P., Coleman C.L., Garcia H.E., Grodsky A.I., Johnson D.R., Locarnini R.A., Mishonov A.V., Reagan J.R., Sazama C.L., Seidov D., Smolyar I., Yarosh E.S., Zweng M.M.","57189943184;6603133851;7003589186;7006188068;55651712900;7202282419;55704782800;55705569400;6507130681;6505856765;47861405100;6602946648;7003586543;6602373314;6603847919;24492572000;","The world ocean database",2013,"Data Science Journal","12",,,"WDS229","WDS234",,68,"10.2481/dsj.WDS-041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877850343&doi=10.2481%2fdsj.WDS-041&partnerID=40&md5=c3c2154a8ccafa28df9a74adbacd193b","National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States","Levitus, S., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Antonov, J.I., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Baranova, O.K., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Boyer, T.P., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Coleman, C.L., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Garcia, H.E., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Grodsky, A.I., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Johnson, D.R., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Locarnini, R.A., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Mishonov, A.V., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Reagan, J.R., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Sazama, C.L., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Seidov, D., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Smolyar, I., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Yarosh, E.S., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States; Zweng, M.M., National Oceanographic Data Center, 1315 East West Highway, Silver Spring, MD, 20910, United States","Intergovernmental Oceanographic Commission (IOC); International Council of Science (ICSU); National Oceanographic Data Center; Ocean profile data; World Data Center; World ocean database","Electronic data interchange; Videodisks; Data centers; Intergovernmental Oceanographic Commission (IOC); International Council of Science (ICSU); Ocean profiles; Oceanographic data; World Ocean; Oceanography",Article,"Final",Open Access,Scopus,2-s2.0-84877850343
"Kunitake M., Yamamoto K., Watari S., Ukawa K., Kato H., Kimura E., Murayama Y., Murata K.T.","7006392609;55739476300;35577641300;6603751868;55332294300;7202705553;7202793894;41861922300;","Solar-Terrestrial data Analysis and Reference System (STARS) - Its high potentiality for collaborative research",2013,"Data Science Journal","12",,,"WDS225","WDS228",,1,"10.2481/dsj.WDS-040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878100662&doi=10.2481%2fdsj.WDS-040&partnerID=40&md5=64e7738fce57b5b8165fd6876b62f708","Space Weather and Environment Informatics Lab., National Institute of Information and Communications Technology (NICT), 4-2-1 Nukui-kita, Koganei, Tokyo 184-8795, Japan; Systems Engineering Consultants Co. Ltd., 4-10-1 Yoga, Setagaya, Tokyo 158-0097, Japan; Dept. Medical Informatics of Medical School, Ehime Univ., Situkawa, Toon City, Ehime 791-0295, Japan; Integrated Science Data System Research Lab., NICT, 4-2-1 Nukui-kita, Koganei, Tokyo 184-8795, Japan","Kunitake, M., Space Weather and Environment Informatics Lab., National Institute of Information and Communications Technology (NICT), 4-2-1 Nukui-kita, Koganei, Tokyo 184-8795, Japan; Yamamoto, K., Space Weather and Environment Informatics Lab., National Institute of Information and Communications Technology (NICT), 4-2-1 Nukui-kita, Koganei, Tokyo 184-8795, Japan; Watari, S., Space Weather and Environment Informatics Lab., National Institute of Information and Communications Technology (NICT), 4-2-1 Nukui-kita, Koganei, Tokyo 184-8795, Japan; Ukawa, K., Space Weather and Environment Informatics Lab., National Institute of Information and Communications Technology (NICT), 4-2-1 Nukui-kita, Koganei, Tokyo 184-8795, Japan, Systems Engineering Consultants Co. Ltd., 4-10-1 Yoga, Setagaya, Tokyo 158-0097, Japan; Kato, H., Space Weather and Environment Informatics Lab., National Institute of Information and Communications Technology (NICT), 4-2-1 Nukui-kita, Koganei, Tokyo 184-8795, Japan; Kimura, E., Dept. Medical Informatics of Medical School, Ehime Univ., Situkawa, Toon City, Ehime 791-0295, Japan; Murayama, Y., Integrated Science Data System Research Lab., NICT, 4-2-1 Nukui-kita, Koganei, Tokyo 184-8795, Japan; Murata, K.T., Space Weather and Environment Informatics Lab., National Institute of Information and Communications Technology (NICT), 4-2-1 Nukui-kita, Koganei, Tokyo 184-8795, Japan","Collaborative analysis; Combined plot; Common knowledge; Common use; Cooperative work; Cross-sectional studies; Experience sharing; Solar-terrestrial physics; XML","Data handling; Information analysis; Stars; XML; Collaborative analysis; Combined plot; Common knowledge; Common use; Cooperative works; Cross-sectional study; Experience sharing; Solar Terrestrial Physics; Geophysics",Article,"Final",Open Access,Scopus,2-s2.0-84878100662
"Hanafusa Y., Saito H., Abe Y.","55705787300;57204822637;55706905700;","The jamstec metadata publication and search system",2013,"Data Science Journal","12",,,"WDS221","WDS224",,1,"10.2481/dsj.WDS-039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877869854&doi=10.2481%2fdsj.WDS-039&partnerID=40&md5=80f45926ed53352f4202947f326d35c4","Data Research Center for Marine-Earth Sciences, Japan Agency for Marine-Earth Science and Technology, 3173-25 Showa-machi, Kanazawa-ku, Yokohama, Kanagawa 236-0001, Japan; Marine Works Japan Ltd., 2-16-32 Kamariyahigashi, Kanazawa-ku, Yokohama, Kanagawa 236-0042, Japan","Hanafusa, Y., Data Research Center for Marine-Earth Sciences, Japan Agency for Marine-Earth Science and Technology, 3173-25 Showa-machi, Kanazawa-ku, Yokohama, Kanagawa 236-0001, Japan; Saito, H., Data Research Center for Marine-Earth Sciences, Japan Agency for Marine-Earth Science and Technology, 3173-25 Showa-machi, Kanazawa-ku, Yokohama, Kanagawa 236-0001, Japan; Abe, Y., Marine Works Japan Ltd., 2-16-32 Kamariyahigashi, Kanazawa-ku, Yokohama, Kanagawa 236-0042, Japan","Data search service; DIF; JAMSTEC; Metadata; Web GIS","Computer applications; Computer science; Data dissemination; Data searches; JAMSTEC; Japan agency for marine-earth science and technologies; Observational data; Search services; Search system; Web-GIS; Metadata",Article,"Final",Open Access,Scopus,2-s2.0-84877869854
"Liu H.-W.","36125071800;","A personalized consideration set recommender system: A hierarchical Bayesian approach",2013,"Journal of Marketing Analytics","1","2", BFjma20136,"81","98",,1,"10.1057/jma.2013.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031491731&doi=10.1057%2fjma.2013.6&partnerID=40&md5=8cf2f85e9e9e590ab4a66d0e0bd1211e","Department of Business Administration, Soochow University, Taiwan","Liu, H.-W., Department of Business Administration, Soochow University, Taiwan","Hierarchical Bayes model; Mixture of normal distributions; Product recommendation",,Article,"Final",,Scopus,2-s2.0-85031491731
"Boire R.","57196056491;","Is predictive analytics for marketers really that accurate?",2013,"Journal of Marketing Analytics","1","2", BFjma20138,"118","123",,1,"10.1057/jma.2013.8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031490822&doi=10.1057%2fjma.2013.8&partnerID=40&md5=bff013c2714d5337978104bdac4e75f7","Boire Filler Group, 633 Cowan Circle, Pickering, ON  L1V1B5, Canada","Boire, R., Boire Filler Group, 633 Cowan Circle, Pickering, ON  L1V1B5, Canada","Big data analytics; Data mining; Predictive analytics",,Article,"Final",,Scopus,2-s2.0-85031490822
"Leventhal B., Langdell S.","7005388652;57196055958;","Adding value to business applications with embedded advanced analytics",2013,"Journal of Marketing Analytics","1","2", BFjma20134,"64","70",,5,"10.1057/jma.2013.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014016719&doi=10.1057%2fjma.2013.4&partnerID=40&md5=749f31c64ae9e8ec16634cca26c883dd","BarryAnalytics, United Kingdom; Numerical Algorithms Group, United Kingdom","Leventhal, B., BarryAnalytics, United Kingdom; Langdell, S., Numerical Algorithms Group, United Kingdom","Advanced analytics; Algorithms library; Business applications; Data mining; Embedded algorithms",,Article,"Final",,Scopus,2-s2.0-85014016719
"Sikkel D.","6507539869;","Brand relations and life course: Why old consumers love their brands",2013,"Journal of Marketing Analytics","1","2", BFjma20135,"71","80",,5,"10.1057/jma.2013.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926670248&doi=10.1057%2fjma.2013.5&partnerID=40&md5=8b88243274739e0fc2bb6202c16c5b26","University of Amsterdam, Department of communication sciences, Netherlands","Sikkel, D., University of Amsterdam, Department of communication sciences, Netherlands","Aging; Brand relation; Cognitive-affective development; Innovation; Socioemotional selectivity theory; Tolerance of ambiguity",,Article,"Final",Open Access,Scopus,2-s2.0-84926670248
"Petrescu M.","47762041900;","Marketing research using single-item indicators in structural equation models",2013,"Journal of Marketing Analytics","1","2", BFjma20137,"99","117",,53,"10.1057/jma.2013.7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919666054&doi=10.1057%2fjma.2013.7&partnerID=40&md5=a4198c3bd90ca5dff5919c12ce4b29bd","Nova Southeastern University, United States","Petrescu, M., Nova Southeastern University, United States","Marketing research; SEM; Single-item indicators; Structural equation model",,Article,"Final",Open Access,Scopus,2-s2.0-84919666054
"Hugo W.","57207582290;","A maturity model for digital data centers",2013,"Data Science Journal","12",,,"EDS189","WDS192",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877869393&partnerID=40&md5=c12d9a31336b4f9cd5cc773c33eb19c9","South African Environmental Observation Network, De Havilland Crescent, Pretoria, 0001, South Africa","Hugo, W., South African Environmental Observation Network, De Havilland Crescent, Pretoria, 0001, South Africa","Accreditation; Continuous improvement; Data centers; Key performance areas; Maturity model; Objective assessment; Preservation","Computer applications; Computer science; Wood preservation; Continuous improvements; Data centers; Key performance areas; Maturity model; Objective assessment; Accreditation",Article,"Final",,Scopus,2-s2.0-84877869393
